CUSTOMER_KEY,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_receipt,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,text_incoming_from_customer,text_outgoing_to_customer,Totals,ID,percent_open,percent_click,AVG_TIME_DAYS_purchase
1513416223940629149,17,0,20,0,63,0,274,1,0,7,0,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,378,287,0.22992700729927007,0.31746031746031744,1
1700363213907088642,16,0,39,2,204,1,252,1,0,0,0,3,2,4,1,6,0,0,0,0,1,0,0,0,0,0,519,290,0.8095238095238095,0.19117647058823528,204
1702543779791101580,54,0,13,0,276,0,300,1,0,5,0,2,0,4,0,40,0,0,0,0,2,0,1,0,0,0,648,291,0.92,0.04710144927536232,27
1802279478658860482,39,0,4,0,82,0,310,1,0,0,0,4,1,5,1,30,0,0,0,0,0,0,0,0,0,0,441,293,0.2645161290322581,0.04878048780487805,-268
1839373212532127460,18,0,6,1,106,1,326,1,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,463,294,0.32515337423312884,0.05660377358490566,148
2000158576938894433,415,0,1,0,23,1,273,1,0,0,0,0,0,4,0,409,0,0,0,0,1,0,0,5,0,0,718,296,0.08424908424908426,0.043478260869565216,-8
2072511258918973627,209,0,10,0,134,0,475,1,0,1,0,28,13,4,3,126,0,0,0,0,6,0,0,0,0,0,833,298,0.28210526315789475,0.07462686567164178,-11
2100428963627056988,63,0,10,0,332,0,214,1,0,2,0,0,20,3,2,0,0,0,2,0,0,0,0,39,0,0,625,300,1.5514018691588785,0.030120481927710843,-1
2127044987595639239,7,0,9,0,23,0,267,1,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,312,301,0.08614232209737828,0.391304347826087,-560
2199547965675047157,31,0,42,0,494,0,287,1,0,0,0,3,1,4,1,15,0,0,0,0,1,0,0,0,0,0,859,302,1.721254355400697,0.08502024291497975,-188
2208616795967783004,3,0,7,0,259,0,431,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,704,303,0.6009280742459396,0.02702702702702703,184
2256929428800420256,20,0,14,0,175,0,387,1,0,1,0,3,0,3,0,0,0,0,0,0,3,0,1,0,0,0,601,304,0.45219638242894056,0.08,130
2495519768263301554,7,0,0,0,20,0,43,1,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,73,308,0.46511627906976744,0.0,-224
2498877082094762653,62,0,41,0,333,0,796,1,0,0,0,2,0,5,1,41,0,0,0,0,3,0,0,0,0,0,1238,309,0.4183417085427136,0.12312312312312312,160
2577046745435537974,8,0,3,0,39,0,130,2,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,187,311,0.3,0.07692307692307693,330
2649954135131108104,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,312,,,-6
2804359475529491530,88,0,37,1,988,1,413,1,0,8,0,3,0,5,0,62,0,0,0,0,2,0,0,1,0,0,1534,314,2.3922518159806296,0.03744939271255061,291
2811776590703927448,11,0,33,2,181,2,258,1,0,0,0,5,0,4,0,2,0,0,0,0,1,0,0,0,1,0,493,315,0.7015503875968992,0.18232044198895028,150
2947542333053795585,25,0,60,0,232,0,329,1,0,1,0,1,0,4,0,16,0,0,0,0,2,0,0,0,0,0,652,318,0.7051671732522796,0.25862068965517243,132
2994713208938864372,17,1,14,0,297,0,292,1,0,0,0,5,0,3,0,7,0,0,0,1,1,0,1,0,0,0,625,320,1.0171232876712328,0.04713804713804714,-15
3360112381820195886,37,0,115,1,502,1,675,1,0,9,0,2,2,4,1,0,0,0,0,0,2,0,1,0,0,0,1336,324,0.7437037037037038,0.2290836653386454,-189
3520359907701474016,8,0,14,1,85,0,389,1,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,501,327,0.2185089974293059,0.16470588235294117,14
3695474156926190458,21,0,8,0,308,0,627,1,0,0,0,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,969,331,0.49122807017543857,0.025974025974025976,1088
3718988845608514682,77,0,3,0,306,0,331,1,0,1,0,1,0,4,2,71,0,0,0,0,0,0,0,0,0,0,722,332,0.9244712990936556,0.00980392156862745,608
3721462226182209924,24,0,7,0,224,0,412,1,0,1,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,671,333,0.5436893203883495,0.03125,61
3920831961738455883,37,0,26,1,234,1,446,1,0,1,0,4,0,3,10,0,0,0,0,0,2,0,0,0,0,0,749,339,0.5246636771300448,0.1111111111111111,74
3972984796780654450,1942,0,36,0,139,1,341,1,0,1,0,1,1,5,0,1928,0,0,0,0,1,0,0,10,0,0,2465,340,0.40762463343108507,0.2589928057553957,139
4044607203955427692,12,0,8,0,180,0,446,1,0,3,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,650,344,0.40358744394618834,0.044444444444444446,19
4045144018612370388,104,0,26,1,184,1,459,1,0,0,0,1,0,5,1,93,0,0,0,0,0,0,1,0,0,0,781,345,0.4008714596949891,0.14130434782608695,-44
4109598164911312315,96,0,8,0,13,0,390,1,0,0,0,1,0,5,0,84,0,0,0,0,1,0,0,0,0,0,513,348,0.03333333333333333,0.6153846153846154,-257
4111994315750236722,22,1,28,0,203,0,406,1,0,7,0,2,0,3,0,0,0,0,0,0,1,0,3,0,0,0,664,349,0.5,0.13793103448275862,-71
4170757963275669285,73,0,17,2,143,1,257,1,0,0,0,2,0,4,0,66,0,0,0,0,1,0,0,0,0,0,498,350,0.556420233463035,0.11888111888111888,407
4335934744780318052,28,0,23,0,247,0,409,1,0,0,0,0,0,5,0,15,0,0,0,0,0,0,4,0,0,0,713,354,0.6039119804400978,0.0931174089068826,-422
4345595226461386824,6,0,11,1,313,1,282,1,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,619,355,1.1099290780141844,0.03514376996805112,2
4347839261497246772,173,0,5,4,10,2,13,0,1,0,0,0,0,4,0,158,0,0,0,0,1,0,2,0,0,0,212,356,0.7692307692307693,0.5,-680
4379296178887351382,14,0,26,0,102,0,262,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,408,358,0.3893129770992366,0.2549019607843137,-147
4424736675178072977,139,0,31,1,229,1,249,1,0,0,0,1,0,4,0,119,0,0,0,0,2,0,3,0,0,0,655,359,0.9196787148594378,0.13537117903930132,-69
4546250833605914732,184,0,43,1,179,0,529,1,0,2,0,2,2,6,2,145,0,0,0,0,8,0,1,0,0,0,943,361,0.3383742911153119,0.24022346368715083,37
4547974193428422091,67,0,13,2,1033,1,290,1,0,1,0,2,0,4,1,61,0,0,0,0,0,0,0,0,0,0,1411,362,3.5620689655172413,0.012584704743465635,7
4684438969878281426,23,0,15,0,127,0,333,1,0,0,0,0,0,3,0,0,0,0,1,0,5,0,1,0,0,0,502,364,0.3813813813813814,0.11811023622047244,0
4718444751591731494,49,0,19,1,130,2,476,1,0,0,0,5,0,5,0,35,0,0,0,0,0,0,0,0,0,0,683,365,0.27310924369747897,0.14615384615384616,363
4751297124731241350,21,0,4,1,65,2,332,1,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,429,367,0.19578313253012047,0.06153846153846154,77
4774090311080957407,83,0,7,0,43,0,494,1,0,0,0,1,2,5,0,71,0,0,0,0,1,0,0,2,0,0,633,368,0.08704453441295547,0.16279069767441862,-392
4777448182417286330,4,0,18,0,222,0,358,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,607,369,0.6201117318435754,0.08108108108108109,-1442
4871185563805265936,69,0,48,0,123,0,321,1,0,0,0,6,0,6,0,46,0,0,0,0,0,0,0,0,0,0,568,370,0.38317757009345793,0.3902439024390244,-1
4938142221747388521,37,0,13,0,302,0,500,1,0,1,0,10,0,5,3,0,0,0,0,0,0,0,1,0,0,0,858,371,0.604,0.04304635761589404,93
4980849668876957881,44,0,25,1,181,0,278,1,0,1,0,14,2,3,0,0,0,0,0,0,1,0,0,0,0,0,533,372,0.6510791366906474,0.13812154696132597,-23
5279524327580582739,406,0,15,0,47,0,266,1,0,1,0,21,16,6,0,342,0,0,0,0,0,0,0,1,1,0,742,377,0.17669172932330826,0.3191489361702128,0
5299373065333502110,117,0,8,0,138,0,412,1,0,1,0,1,0,3,0,110,0,0,0,0,0,0,1,0,0,0,679,379,0.33495145631067963,0.057971014492753624,-764
5303118846705404083,6,0,11,1,133,2,273,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,430,380,0.48717948717948717,0.08270676691729323,-699
5355057424460226742,31,0,38,0,791,0,1107,1,0,9,0,5,2,4,3,0,0,0,0,0,1,0,1,0,0,0,1972,381,0.7145438121047877,0.04804045512010114,60
5412248148010927737,4,0,16,3,178,2,166,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,374,383,1.072289156626506,0.0898876404494382,-127
5495297224910883012,10,0,14,0,399,0,746,1,0,2,0,2,0,3,0,1,0,0,0,0,1,0,0,2,0,0,1173,385,0.5348525469168901,0.03508771929824561,-2
5668984710974196666,105,0,18,0,137,0,432,1,0,0,0,0,0,3,2,82,0,0,0,0,3,0,2,0,0,0,696,387,0.31712962962962965,0.13138686131386862,165
5715288135627234375,30,0,42,0,503,0,255,1,0,1,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,834,389,1.9725490196078432,0.08349900596421471,21
5995077952900355198,13,0,4,0,77,0,183,1,0,0,0,1,0,5,0,1,0,0,0,0,2,0,0,0,0,0,283,395,0.4207650273224044,0.05194805194805195,-257
6015572985328845695,380,0,9,0,238,0,755,1,0,0,0,26,3,3,4,301,0,0,0,0,0,0,0,0,0,0,1386,397,0.3152317880794702,0.037815126050420166,12
6113879643722760516,315,0,49,0,406,2,590,1,0,1,0,1,0,3,0,287,0,0,0,0,1,0,0,0,0,0,1366,398,0.688135593220339,0.1206896551724138,1629
6175728041234636592,9,0,21,0,24,0,459,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,517,400,0.05228758169934641,0.875,121
6303294835173034710,71,0,27,2,86,1,311,1,0,3,0,10,5,3,0,36,0,0,0,0,1,0,2,0,0,0,502,401,0.2765273311897106,0.313953488372093,97
6345221810974615929,36,0,1,0,30,0,580,1,0,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,651,402,0.05172413793103448,0.03333333333333333,83
6346305193913568272,15,0,10,6,90,2,394,1,0,1,0,0,0,4,5,6,0,0,0,0,0,0,1,0,0,0,522,403,0.22842639593908629,0.1111111111111111,-213
6439641521079451118,90,0,78,2,503,1,279,1,0,4,0,0,0,4,1,80,0,0,0,0,1,0,0,0,0,0,958,404,1.8028673835125448,0.1550695825049702,-1493
6545825318439594521,41,0,19,2,173,2,1020,1,0,0,0,2,0,5,2,30,0,0,0,0,0,0,1,0,0,0,1263,406,0.1696078431372549,0.10982658959537572,82
6606044001531046406,221,0,28,0,296,0,601,1,0,4,0,6,2,5,0,184,0,0,0,0,1,0,0,2,0,0,1152,407,0.4925124792013311,0.0945945945945946,239
6852512077321405405,7,0,28,0,515,0,581,1,0,0,0,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1135,409,0.8864027538726333,0.05436893203883495,-74
6941363204039628360,33,0,7,3,65,3,72,1,0,0,0,2,0,4,0,28,0,0,0,0,1,0,0,0,0,0,188,411,0.9027777777777778,0.1076923076923077,26
7005067648482870334,19,0,15,0,402,0,391,1,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,833,412,1.0281329923273657,0.03731343283582089,-734
7010138933975392132,39,0,30,1,158,0,627,1,0,2,0,12,3,4,0,5,0,0,0,0,0,0,0,0,0,0,860,414,0.25199362041467305,0.189873417721519,31
7019658148750582991,55,3,25,0,321,0,442,1,0,1,0,2,0,4,0,48,0,0,1,0,0,0,0,0,0,0,851,415,0.7262443438914027,0.0778816199376947,369
7044829422151759076,29,0,2,2,26,1,343,1,0,0,0,10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,407,417,0.07580174927113703,0.07692307692307693,-2
7102471375041772471,124,0,35,1,86,1,679,1,0,4,0,0,1,5,6,111,0,0,0,0,1,0,0,0,0,0,932,419,0.12665684830633284,0.4069767441860465,-185
7110935350917098851,50,0,16,0,199,0,517,1,0,0,0,13,1,3,1,14,0,0,0,0,0,0,0,0,0,0,786,420,0.3849129593810445,0.08040201005025126,-37
7167167493162437575,55,0,7,0,123,0,75,1,0,4,0,4,5,4,15,0,0,0,2,0,2,0,4,1,0,0,265,422,1.64,0.056910569105691054,4
7174213163992505686,17,0,28,1,437,1,635,1,0,0,0,1,1,4,0,0,0,0,0,0,4,0,1,0,0,0,1124,423,0.6881889763779527,0.06407322654462243,-190
7285762881743548185,84,0,5,0,18,0,112,1,0,0,0,4,0,4,0,76,0,0,0,0,1,0,0,0,0,0,224,425,0.16071428571428573,0.2777777777777778,-65
7306837502833694780,44,0,35,0,180,0,17,1,2,1,0,3,2,4,2,30,0,0,0,0,0,0,2,0,0,0,283,426,10.588235294117647,0.19444444444444445,-104
7315101248719929236,43,0,22,2,474,2,843,1,0,4,0,0,0,4,2,34,0,0,0,0,1,0,0,0,0,0,1391,427,0.5622775800711743,0.046413502109704644,-289
7390039870582750244,28,0,26,8,728,7,358,1,0,0,0,5,1,3,0,7,0,0,0,0,4,0,0,0,0,0,1159,430,2.0335195530726256,0.03571428571428571,102
7413676023287117979,5,0,3,4,108,4,208,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,338,432,0.5192307692307693,0.027777777777777776,28
7465473465951161265,70,0,88,0,892,0,1192,1,0,1,0,2,0,4,0,56,0,0,0,0,1,0,1,0,0,0,2247,434,0.7483221476510067,0.09865470852017937,-62
7505878156707506794,28,0,15,0,159,0,420,1,0,2,0,3,0,5,1,15,0,0,0,0,0,0,1,0,0,0,628,436,0.37857142857142856,0.09433962264150944,92
7748104635968797120,19,0,22,0,166,0,237,1,0,1,0,4,3,3,0,0,0,0,0,0,0,0,0,3,0,0,448,439,0.70042194092827,0.13253012048192772,27
7762078163930980680,308,0,39,0,295,0,755,1,0,2,0,37,9,4,0,218,0,0,0,0,0,0,0,13,0,0,1402,440,0.39072847682119205,0.13220338983050847,4
7776124028308343986,24,0,39,11,303,7,610,1,0,0,0,8,1,3,0,0,0,0,0,0,0,0,4,0,0,0,998,441,0.4967213114754098,0.12871287128712872,6
7777573772381328919,30,0,0,3,288,3,603,1,0,0,0,12,9,5,0,0,0,0,0,0,1,0,1,5,0,0,933,442,0.47761194029850745,0.0,2
7882847920407305523,101,0,51,7,366,5,373,1,0,5,0,0,0,5,0,91,0,0,0,0,1,0,0,4,0,0,909,445,0.9812332439678284,0.13934426229508196,14
7911936358590146982,31,0,94,0,1198,0,778,1,0,2,0,1,0,4,0,20,0,0,0,0,0,0,2,0,0,0,2106,447,1.5398457583547558,0.07846410684474124,572
7946788655783662869,59,0,17,2,348,0,267,1,0,0,0,0,16,3,0,39,0,0,0,0,4,0,0,0,0,0,697,448,1.303370786516854,0.04885057471264368,18
7958844842927530097,42,0,21,1,185,1,381,1,0,4,0,9,1,4,0,7,0,0,0,0,0,0,0,0,0,0,636,449,0.48556430446194226,0.11351351351351352,-37
7987515197186318084,11,0,25,1,137,1,257,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,436,450,0.5330739299610895,0.18248175182481752,-28
8019858374913181976,4,0,9,0,183,0,277,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,478,451,0.6606498194945848,0.04918032786885246,-99
8041896425135475586,6,0,11,0,143,0,310,1,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,474,452,0.4612903225806452,0.07692307692307693,26
8051948956042735819,119,0,9,7,158,5,200,1,0,0,0,0,0,4,0,110,0,0,1,0,1,0,0,4,0,0,503,453,0.79,0.056962025316455694,12
8136046494288219229,10,0,5,0,70,0,405,1,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,494,457,0.1728395061728395,0.07142857142857142,-462
8228431159040875821,50,0,74,0,553,1,1320,1,0,17,0,1,0,6,1,30,0,0,0,0,0,0,0,0,0,0,2005,460,0.41893939393939394,0.13381555153707053,838
8282993255750872157,42,0,15,0,700,0,790,1,0,0,0,2,0,3,0,31,0,0,0,0,1,0,0,0,0,0,1551,462,0.8860759493670886,0.02142857142857143,73
8362822842137226453,322,0,19,1,218,0,492,1,0,2,0,0,2,5,1,292,0,0,0,0,1,0,4,8,0,0,1058,465,0.44308943089430897,0.0871559633027523,-107
8367186308979039211,145,0,3,0,61,0,509,1,0,0,0,1,1,3,0,142,0,0,0,0,0,0,1,0,0,0,722,466,0.11984282907662082,0.04918032786885246,1459
8465193589079506074,379,0,0,2,0,3,14,1,0,0,0,0,0,5,0,377,0,0,0,0,2,0,0,0,0,0,404,469,0.0,,0
8495604710625908647,4,0,30,0,288,0,335,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,661,470,0.8597014925373134,0.10416666666666667,130
8525792891267786286,7,0,22,0,271,0,561,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,865,471,0.483065953654189,0.08118081180811808,-67
8552709732253011037,30,0,9,1,32,1,261,1,0,0,0,0,6,4,0,15,0,0,0,0,0,0,5,0,0,1,340,473,0.12260536398467432,0.28125,0
8607350004005645766,169,0,42,1,173,5,318,1,0,2,0,4,5,5,8,124,0,0,0,0,4,0,2,0,0,0,714,477,0.5440251572327044,0.24277456647398843,20
8693942997750974773,48,0,7,0,278,0,881,1,0,1,0,4,0,4,1,36,0,0,0,0,0,0,0,0,0,0,1219,478,0.3155505107832009,0.025179856115107913,175
8726958445723200346,57,0,21,0,79,0,261,1,0,5,0,0,0,3,0,39,0,0,0,0,0,0,5,1,0,0,422,480,0.30268199233716475,0.26582278481012656,-8
8752138181313468235,110,0,18,2,81,3,725,1,0,0,0,0,2,3,0,92,0,0,0,0,1,0,1,3,0,0,943,481,0.11172413793103449,0.2222222222222222,-48
8767090778876753670,6,0,27,2,377,2,1177,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1595,483,0.32030586236193714,0.07161803713527852,-1
8776107524418592820,37,0,59,0,183,2,549,1,0,0,0,0,0,4,4,17,0,0,0,0,1,0,0,3,0,0,835,484,0.3333333333333333,0.3224043715846995,28
8791266081596480966,23,0,11,1,37,1,455,1,0,1,0,0,0,4,0,18,0,0,0,0,1,0,0,1,0,0,533,485,0.08131868131868132,0.2972972972972973,14
8948274627592536398,72,1,1,1,35,3,483,1,0,1,0,0,3,4,0,65,0,0,1,0,1,0,0,0,0,0,601,486,0.07246376811594203,0.02857142857142857,149
9041972099345834633,37,0,27,0,120,0,511,1,0,1,0,1,0,5,3,6,0,0,0,0,6,0,1,0,0,0,701,490,0.23483365949119372,0.225,2
9048615060669355356,110,0,34,4,395,2,907,1,0,0,0,4,4,5,0,86,0,0,0,0,0,0,0,0,0,0,1458,491,0.4355016538037486,0.08607594936708861,83
9063800089878222720,14,0,8,0,133,0,607,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,766,492,0.21911037891268534,0.06015037593984962,-399
