CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,survey_submission,text_incoming_from_customer,text_outgoing_to_customer,Totals,CAMPAIGN_LOST,ID,percent_open,percent_click,AVG_TIME_DAYS_purchase
-9175710202567780000,390061,1563,48,0,0,0,5,0,140,0,0,0,1,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,193,STNL to BP,22,0.03571428571428571,0.0,19
-9160061039427330000,289065,1044,12,0,6,0,30,0,93,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,0,0,0,143,STNL to BP,28,0.3225806451612903,0.2,0
-9155981214299120000,90921,407,2,0,0,0,12,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,STNL to BP,31,0.3870967741935484,0.0,1080
-9150039727310990000,147520,555,2,1,1,0,19,0,49,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,STNL to BP,33,0.3877551020408163,0.05263157894736842,2128
-9091992196727950000,317224,1238,2,0,5,0,50,0,98,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,STNL to BP,56,0.5102040816326531,0.1,17
-9091622007276560000,282606,1101,8,1,0,0,76,1,54,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,140,STNL to BP,57,1.4074074074074074,0.0,827
-9042636493948470000,383915,1387,3,0,2,1,33,0,147,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,190,BP to STH,80,0.22448979591836735,0.06060606060606061,74
-9039277127145240000,317284,1309,20,2,3,0,40,0,91,0,0,0,2,3,1,0,7,0,0,0,0,0,0,1,1,0,0,0,157,STNL to BP,84,0.43956043956043955,0.075,621
-9008721192116480000,685132,2892,136,1,3,1,89,1,106,0,0,0,0,2,2,0,126,0,0,1,0,1,0,1,0,0,0,0,339,BP to STH,96,0.839622641509434,0.033707865168539325,120
-9002614310016050000,347670,1406,5,0,3,0,62,0,102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172,STNL to BP,103,0.6078431372549019,0.04838709677419355,270
-8983789547518510000,347537,1376,3,0,4,0,45,0,119,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,172,BP to STH,112,0.37815126050420167,0.08888888888888889,7
-8974552446931730000,610456,2196,46,0,5,0,117,4,127,1,0,0,0,3,2,1,41,0,0,0,0,1,0,0,0,0,0,0,302,BP to STH,116,0.9212598425196851,0.042735042735042736,461
-8956888899506020000,101002,387,2,0,0,0,3,0,44,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,50,STNL to BP,130,0.06818181818181818,0.0,341
-8954277249434320000,258612,971,2,3,1,0,27,0,94,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,128,STNL to BP,133,0.2872340425531915,0.037037037037037035,1659
-8953258870653060000,224386,899,1,1,1,0,13,0,95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111,STNL to BP,135,0.1368421052631579,0.07692307692307693,1156
-8934184498079810000,238519,911,4,0,0,0,3,0,111,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,118,STNL to BP,150,0.02702702702702703,0.0,767
-8920668832996540000,287080,1104,4,0,0,0,9,0,128,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,142,STNL to BP,155,0.0703125,0.0,316
-8913191304827290000,250897,1029,90,0,0,0,1,0,32,0,0,1,5,2,1,0,75,0,0,0,0,0,0,1,0,0,0,0,124,STNL to BP,157,0.03125,0.0,177
-8885147912080390000,184154,776,17,0,1,0,28,0,45,0,0,0,1,13,0,0,2,0,0,0,0,0,0,0,1,0,0,0,91,STNL to BP,170,0.6222222222222222,0.03571428571428571,97
-8842425145280460000,392127,1526,23,0,4,0,32,0,134,0,0,0,2,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,194,STNL to BP,198,0.23880597014925373,0.125,102
-8793425143468170000,26286,108,7,0,0,0,2,0,2,0,1,0,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,13,BP to STH,230,1.0,0.0,374
-8792430926245250000,228404,960,2,0,0,0,8,0,102,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,113,BP to STH,231,0.0784313725490196,0.0,1070
-8790783138282960000,335537,1212,17,0,0,1,19,3,126,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,166,BP to STH,233,0.15079365079365079,0.0,295
-8749158180848610000,560031,2281,3,0,14,3,170,4,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,277,BP to STH,253,2.073170731707317,0.08235294117647059,0
-8741641422162690000,480843,1942,2,0,0,0,38,0,198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,238,STNL to BP,260,0.1919191919191919,0.0,101
-8718923970117240000,709370,2744,34,0,7,0,169,0,141,0,0,0,1,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,351,STNL to BP,275,1.198581560283688,0.04142011834319527,36
-8708029452232680000,238475,1035,3,0,3,0,5,0,106,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,118,BP to STH,277,0.04716981132075472,0.6,596
-8691815549775500000,361623,1302,2,0,0,0,19,1,157,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,STNL to BP,288,0.12101910828025478,0.0,0
-8684530613877880000,200086,763,0,4,2,0,25,1,66,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,99,BP to STH,295,0.3787878787878788,0.08,3
-8657543983883700000,78846,306,5,0,0,0,0,0,31,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,39,STNL to BP,309,0.0,,598
-8642807428741310000,541570,2128,8,0,1,0,11,0,248,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,268,STNL to BP,319,0.04435483870967742,0.09090909090909091,10
-8496666001637960000,646883,2439,30,0,6,3,40,2,237,1,1,0,0,1,0,0,19,0,0,0,0,0,0,0,7,0,0,0,320,STNL to BP,389,0.16877637130801687,0.15,297
-8486549277417310000,290950,1131,3,0,1,0,62,1,77,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,144,BP to STH,400,0.8051948051948052,0.016129032258064516,957
-8424821792654580000,230133,906,3,0,4,0,50,0,55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,114,STNL to BP,428,0.9090909090909091,0.08,202
