ACTIVITY_CODE_primary_purchase_club,ACTIVITY_CODE_primary_purchase_ga,ACTIVITY_CODE_primary_purchase_single,ACTIVITY_CODE_primary_purchase_sth,ACTIVITY_CODE_primary_purchase_suite,ACTIVITY_CODE_secondary_purchase,ACTIVITY_CODE_secondary_sale,ACTIVITY_CODE_merch_purchase,perc_open,perc_click,Totals
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45569620253164556,0.0,120
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09210526315789473,0.0,84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,1.1451612903225807,0.014084507042253521,138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17567567567567569,0.15384615384615385,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40425531914893614,0.05263157894736842,68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0307692307692307,0.029850746268656716,138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.6,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7310924369747899,0.011494252873563218,209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14942528735632185,0.0,102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.16853932584269662,0.0,114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,55
