ACTIVITY_CODE_primary_purchase_club,ACTIVITY_CODE_primary_purchase_ga,ACTIVITY_CODE_primary_purchase_single,ACTIVITY_CODE_primary_purchase_sth,ACTIVITY_CODE_primary_purchase_suite,ACTIVITY_CODE_secondary_purchase,ACTIVITY_CODE_secondary_sale,ACTIVITY_CODE_merch_purchase,perc_open,perc_click,Totals,Cust_ID
0.0,0.0,2.925002069438964e-07,0.0,0.0,0.0,0.0,2.925002069438964e-07,1.9166666666666667,0.0,43,80
0.0,0.0,1.1518700745919344e-10,0.0,0.0,0.0,0.0,5.759350372959672e-11,0.9479768786127168,0.1036585365853658,363,81
1.488320610144297e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.976641220288594e-09,0.0780141843971631,0.0,161,82
0.0,0.0,2.1415620439188924e-09,0.0,0.0,0.0,0.0,0.0,0.036231884057971,0.0,147,83
0.0,0.0,4.845743410535924e-12,0.0,0.0,4.845743410535924e-12,0.0,1.453723023160777e-11,0.1264044943820224,1.0444444444444445,674,84
3.1604938271604938e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4229249011857707,0.0747663551401869,750,85
6.767577564559982e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62,86
0.0,0.0,2.233411115597786e-07,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.4285714285714285,46,87
4.149684825694325e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8816568047337279,0.0,394,88
0.0,0.0,2.084265972880665e-09,0.0,0.0,0.0,0.0,0.0,0.036231884057971,0.0,148,89
7.753189456857478e-11,0.0,0.0,0.0,0.0,1.5506378913714956e-10,0.0,0.0,0.1828358208955223,0.0,337,90
1.5157255100676854e-10,0.0,0.0,0.0,0.0,3.0314510201353713e-10,0.0,0.0,0.2975609756097561,0.081967213114754,285,91
1.1295697747731624e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2580645161290322,0.25,97,92
1.6656325690963468e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.9968977072890406e-11,0.1566265060240964,0.0307692307692307,495,93
0.0,0.0,2.0057724655309447e-10,0.0,0.0,7.020203629358304e-10,0.0,0.0,0.823529411764706,0.0079365079365079,316,94
1.502783875947427e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108527131782946,0.0,191,95
3.334825556609064e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666666,0.8461538461538463,74,96
0.0,0.0,2.4407197493043217e-10,0.0,0.0,0.0,0.0,0.0,0.7535211267605634,0.0,253,97
0.0,0.0,1.899581565607431e-11,0.0,0.0,0.0,0.0,0.0,0.1424802110817942,0.685185185185185,479,98
2.9643660426449766e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519736842105263,0.0379746835443038,241,99
0.0,0.0,0.000244140625,0.0,0.0,0.0,0.0,0.0,0.0,,8,100
0.0,0.0,4.822530864197531e-09,0.0,0.0,0.0,0.0,4.822530864197531e-09,0.0176991150442477,0.0,120,101
0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,102
1.0090209291277518e-09,0.0,0.0,0.0,0.0,2.018041858255504e-09,0.0,1.5135313936916275e-09,0.5043478260869566,0.189655172413793,211,103
8.916525195071702e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2108843537414966,0.032258064516129,183,104
2.6435849861562426e-10,0.0,2.6435849861562426e-10,0.0,0.0,0.0,0.0,0.0,0.0349344978165938,0.125,248,105
0.0007716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,106
0.0,0.0,3.3929410636796473e-10,0.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,233,107
0.0,0.0,1.7741802839285146e-10,0.0,0.0,0.0,0.0,0.0,0.5562130177514794,0.0212765957446808,274,108
6.63949572111092e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3307692307692308,0.1162790697674418,197,109
0.0,0.0,1.991848716333276e-09,0.0,0.0,0.0,0.0,0.0,0.2013422818791946,0.1333333333333333,197,110
4.676967469259228e-12,0.0,0.0,9.353934938518456e-12,0.0,0.0,1.8707869877036908e-11,0.0,0.1067193675889328,0.2037037037037037,680,111
0.0,0.0,4.795850246698537e-07,0.0,0.0,0.0,0.0,0.0,0.0,,38,112
3.7661409631891426e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4437086092715233,0.044776119402985,227,113
0.0,0.0,4.676967469259228e-08,0.0,0.0,0.0,0.0,0.0,0.6410256410256411,0.0,68,114
1.1973036721303623e-09,0.0,1.1973036721303623e-09,0.0,0.0,0.0,0.0,0.0,0.4018691588785046,0.1627906976744186,170,115
0.0,0.0,1.873379002616616e-09,0.0,0.0,1.873379002616616e-09,0.0,5.620137007849846e-09,0.4526315789473684,0.0232558139534883,152,116
4.880778842149105e-06,1.6269262807163682e-06,1.6269262807163682e-06,0.0,0.0,0.0,0.0,1.6269262807163682e-06,0.8571428571428572,0.0,28,117
0.0,0.0,6.348012922776867e-08,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,63,118
1.0673000964663184e-08,5.336500482331591e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.3205128205128205,0.0,117,119
0.0,0.0,6.25e-06,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,20,120
0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,121
5.960464477539064e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,64,122
1.564629458247942e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.564629458247942e-09,0.2231404958677685,0.0,159,123
