CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,survey_submission,text_incoming_from_customer,text_outgoing_to_customer,Totals,CAMPAIGN_LOST,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,no_purchase,percent_open,percent_click
-4147581479773840000,216263,877,5,0,0,0,2,0,98,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,107,STNL to BP,40.0,1,0,0,0,0.02040816326530612,0.0
-4145121983389150000,228247,838,8,0,0,0,7,0,98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,113,STNL to BP,534.0,0,1,0,0,0.07142857142857142,0.0
-4141132279924390000,222286,853,1,0,4,0,49,0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,STNL to BP,0.0,0,0,1,0,0.8909090909090909,0.08163265306122448
-4138369048716540000,256760,1025,17,2,2,0,21,0,84,0,0,2,5,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,127,STNL to BP,89.0,1,0,0,0,0.25,0.09523809523809523
-4137299502207970000,315181,1276,0,0,0,0,52,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,STNL to BP,,0,0,0,1,0.5,0.0
-4136752776997260000,2018,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,0.0,
-4131918771877240000,145538,594,3,0,0,0,14,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,STNL to BP,,0,0,0,1,0.25925925925925924,0.0
-4131217549015290000,200056,795,0,0,0,0,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,STNL to BP,,0,0,0,1,0.03125,0.0
-4127958235327640000,99115,382,6,0,1,0,2,0,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,STNL to BP,0.0,0,0,1,0,0.05,0.5
-4127265316720410000,111132,454,0,0,0,0,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,STNL to BP,,0,0,0,1,0.1702127659574468,0.0
-4127056698854460000,90963,367,0,0,1,0,4,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,STNL to BP,,0,0,0,1,0.10526315789473684,0.25
-4126880705777650000,511150,1938,0,0,0,0,1,0,251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,253,STNL to BP,,0,0,0,1,0.00398406374501992,0.0
-4125569644938290000,36356,176,0,0,0,0,2,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STNL to BP,,0,0,0,1,0.14285714285714285,0.0
-4119922606526960000,191991,717,0,0,1,0,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,STNL to BP,,0,0,0,1,0.10588235294117647,0.1111111111111111
-4117158027369610000,345615,1399,4,0,2,1,43,0,120,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,171,BP to STH,528.0,0,1,0,0,0.35833333333333334,0.046511627906976744
-4115755661427540000,272651,1031,0,0,0,0,21,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,STNL to BP,,0,0,0,1,0.18421052631578946,0.0
-4114346854560940000,90957,368,1,0,0,0,2,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,STNL to BP,,0,0,0,1,0.04878048780487805,0.0
-4110080060683390000,82868,322,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,STNL to BP,,0,0,0,1,0.0,
-4109775432312250000,189931,631,0,0,0,0,6,0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,STNL to BP,,0,0,0,1,0.06896551724137931,0.0
-4109400877220780000,163685,595,0,0,1,0,17,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,STNL to BP,,0,0,0,1,0.2698412698412698,0.058823529411764705
-4104209395515380000,569792,2270,22,1,3,0,43,0,211,0,0,0,0,0,2,0,22,0,0,0,1,0,0,0,0,0,0,0,282,STNL to BP,0.0,0,0,1,0,0.2037914691943128,0.06976744186046512
-4102630006259210000,135421,500,0,0,0,0,13,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,STNL to BP,,0,0,0,1,0.24074074074074073,0.0
-4101739053375660000,432608,1731,113,0,0,0,7,0,92,0,0,0,15,5,2,0,64,0,0,0,0,0,0,0,1,0,0,0,214,STNL to BP,150.0,1,0,0,0,0.07608695652173914,0.0
-4101357591765240000,155556,669,0,0,1,0,29,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,STNL to BP,,0,0,0,1,0.6170212765957447,0.034482758620689655
-4098207505271160000,489057,1736,1,0,4,0,183,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,BP to STH,,0,0,0,1,3.452830188679245,0.02185792349726776
-4090956580796980000,543412,1997,0,0,1,0,39,0,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,STNL to BP,,0,0,0,1,0.17105263157894737,0.02564102564102564
-4089520290813630000,123252,456,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,STNL to BP,,0,0,0,1,0.0,
-4087537969606930000,117055,481,1,0,0,0,37,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,STNL to BP,,0,0,0,1,1.9473684210526316,0.0
-4086531247015270000,335367,1341,0,0,0,0,6,0,159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,STNL to BP,,0,0,0,1,0.03773584905660377,0.0
-4084151544590590000,200132,724,0,0,5,0,42,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,BP to STH,,0,0,0,1,0.8235294117647058,0.11904761904761904
-4083559286734360000,195969,850,0,0,1,0,23,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,STNL to BP,,0,0,0,1,0.3150684931506849,0.043478260869565216
-4080275626839200000,119216,453,0,0,0,0,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,STNL to BP,,0,0,0,1,0.09259259259259259,0.0
-4079143073489770000,299140,1144,28,0,1,0,6,0,112,1,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,148,STNL to BP,1062.0,0,0,1,0,0.05357142857142857,0.16666666666666666
-4078336235719050000,8072,43,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STNL to BP,,0,0,0,1,0.0,
-4076923679080470000,92946,358,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,STNL to BP,,0,0,0,1,0.0,
-4075930659498750000,2018,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,,
-4075366654047510000,163713,615,0,0,0,1,2,0,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,STNL to BP,,0,0,0,1,0.025974025974025976,0.0
-4074442262095200000,321493,1215,14,0,0,0,39,0,106,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,159,STNL to BP,0.0,0,0,1,0,0.36792452830188677,0.0
-4072506360078360000,54529,213,0,0,0,0,4,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,STNL to BP,,0,0,0,1,0.18181818181818182,0.0
-4071728141486300000,38356,166,0,0,0,0,3,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,STNL to BP,,0,0,0,1,0.2,0.0
-4064154888970280000,325306,1253,3,0,13,0,77,0,67,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,STNL to BP,,0,0,0,1,1.1492537313432836,0.16883116883116883
-4061509200661750000,476806,1869,0,0,9,0,91,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,STNL to BP,,0,0,0,1,0.6691176470588235,0.0989010989010989
-4057945830990030000,214271,762,2,0,3,0,15,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,BP to STH,,0,0,0,1,0.1744186046511628,0.2
-4057692432681200000,228465,907,15,0,1,1,21,0,74,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STNL to BP,101.0,1,0,0,0,0.28378378378378377,0.047619047619047616
-4055897463067340000,250581,1032,1,0,1,0,9,0,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,STNL to BP,0.0,0,0,1,0,0.07964601769911504,0.1111111111111111
-4051919092042740000,165593,650,0,0,0,0,18,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,STNL to BP,,0,0,0,1,0.28125,0.0
-4049845093612520000,426423,1825,43,0,6,1,85,4,70,0,1,1,0,1,1,0,33,0,0,0,0,0,0,0,2,0,0,0,211,BP to STH,316.0,0,1,0,0,1.2142857142857142,0.07058823529411765
-4047606758078890000,252593,975,0,0,1,0,30,0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,STNL to BP,,0,0,0,1,0.3225806451612903,0.03333333333333333
-4047239132518550000,1005218,4044,122,0,20,1,218,1,130,0,0,0,1,1,3,0,110,0,1,0,0,0,0,0,1,0,0,1,497,STNL to BP,286.0,0,1,0,0,1.676923076923077,0.09174311926605505
-4047193305668810000,94985,356,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,STNL to BP,,0,0,0,1,0.021739130434782608,0.0
-4044359112559470000,8067,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STNL to BP,,0,0,0,1,,
-4043551329723870000,185873,695,3,0,4,0,37,0,47,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,STNL to BP,,0,0,0,1,0.7872340425531915,0.10810810810810811
-4041381519309560000,1392421,4998,24,0,13,0,315,1,336,0,0,1,2,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,689,STNL to BP,654.0,0,1,0,0,0.9375,0.04126984126984127
-4040834017840530000,94979,347,0,0,0,0,1,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,STNL to BP,,0,0,0,1,0.022222222222222223,0.0
-4039362549749180000,2018,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,,
-4039322025403780000,208196,743,0,0,2,0,7,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,STNL to BP,,0,0,0,1,0.07446808510638298,0.2857142857142857
-4036000622107120000,2018,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,,
-4035446242098200000,183813,617,0,0,0,0,4,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,STNL to BP,,0,0,0,1,0.046511627906976744,0.0
-4033507678869430000,495149,1977,1,0,1,0,56,0,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245,STNL to BP,,0,0,0,1,0.3010752688172043,0.017857142857142856
-4033466140472180000,240512,928,0,0,3,0,63,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,STNL to BP,,0,0,0,1,1.1886792452830188,0.047619047619047616
-4032281602869700000,664631,2718,1,0,6,0,157,1,163,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,329,STNL to BP,0.0,0,0,1,0,0.9631901840490797,0.03821656050955414
-4031464636755410000,18206,63,0,0,1,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,STNL to BP,,0,0,0,1,0.0,inf
-4029457241424240000,90928,352,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,STNL to BP,,0,0,0,1,0.0,
-4029187876164530000,325133,1272,0,0,0,0,9,0,150,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,161,STNL to BP,,0,0,0,1,0.06,0.0
-4026929980950080000,147515,554,0,0,0,0,10,0,61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,STNL to BP,,0,0,0,1,0.16393442622950818,0.0
-4026362325720160000,78822,311,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,STNL to BP,,0,0,0,1,0.0,
-4023968228897190000,159638,603,0,0,0,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,STNL to BP,,0,0,0,1,0.01282051282051282,0.0
-4021402476135310000,175834,633,4,0,2,0,19,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,STNL to BP,,0,0,0,1,0.3114754098360656,0.10526315789473684
-4020727902998860000,210159,831,0,4,0,0,6,0,94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,STNL to BP,0.0,0,0,1,0,0.06382978723404255,0.0
-4019610140238800000,64626,261,0,0,0,0,6,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,STNL to BP,,0,0,0,1,0.24,0.0
-4017537334757820000,117250,434,0,0,0,0,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,STNL to BP,,0,0,0,1,0.0,
-4016853652596620000,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,,
-4015019301192650000,96969,404,0,0,2,0,27,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,STNL to BP,,0,0,0,1,1.4210526315789473,0.07407407407407407
-4012083620307950000,361670,1361,0,0,5,0,52,0,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,STNL to BP,,0,0,0,1,0.4297520661157025,0.09615384615384616
-4011499800867580000,105054,404,0,0,0,0,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,STNL to BP,,0,0,0,1,0.18181818181818182,0.0
-4010526568251990000,254643,1011,4,0,0,0,5,0,116,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,STNL to BP,0.0,0,0,1,0,0.04310344827586207,0.0
-4010396983681890000,8067,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STNL to BP,,0,0,0,1,,
-4009653814326370000,109110,362,0,0,0,0,6,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,STNL to BP,,0,0,0,1,0.1276595744680851,0.0
-4008805271748870000,474633,1873,2,0,3,0,113,0,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,235,STNL to BP,0.0,0,0,1,0,0.9658119658119658,0.02654867256637168
-4004846960907720000,10083,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STNL to BP,,0,0,0,1,,
-4001806781530340000,105092,410,0,0,1,0,2,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,STNL to BP,,0,0,0,1,0.041666666666666664,0.5
-3998535619453500000,58565,239,0,0,0,0,4,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,STNL to BP,,0,0,0,1,0.16666666666666666,0.0
-3998364547763840000,143507,512,0,0,1,0,10,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,STNL to BP,,0,0,0,1,0.1724137931034483,0.1
-3997018369190630000,210099,865,0,0,0,0,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,STNL to BP,,0,0,0,1,0.009708737864077669,0.0
-3994652493377140000,111158,470,0,0,0,0,3,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,STNL to BP,,0,0,0,1,0.058823529411764705,0.0
-3994628505913210000,402172,1375,7,0,0,0,15,0,176,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,STNL to BP,319.0,0,1,0,0,0.08522727272727272,0.0
-3993393920074040000,137400,533,0,0,0,0,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,STNL to BP,,0,0,0,1,0.0967741935483871,0.0
-3991114260291660000,113040,436,0,0,0,0,7,0,47,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,STNL to BP,,0,0,0,1,0.14893617021276595,0.0
-3987006940228600000,133392,507,0,0,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,STNL to BP,,0,0,0,1,0.047619047619047616,0.0
-3984554100079190000,121252,488,0,0,0,0,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,STNL to BP,,0,0,0,1,0.5789473684210527,0.0
-3984436021722280000,440528,1660,0,0,1,0,18,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,STNL to BP,,0,0,0,1,0.09045226130653267,0.05555555555555555
-3982834751003550000,341488,1258,0,0,0,0,13,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,STNL to BP,,0,0,0,1,0.08333333333333333,0.0
-3978759751685780000,82862,347,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,STNL to BP,,0,0,0,1,0.0,
-3976736199892760000,78812,323,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,STNL to BP,,0,0,0,1,0.0,
-3975315128564690000,382095,1502,0,0,0,0,11,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,STNL to BP,,0,0,0,1,0.062146892655367235,0.0
-3970267450186140000,70711,298,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,STNL to BP,,0,0,0,1,0.0,
-3967813269715390000,185947,697,0,0,0,0,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,STNL to BP,,0,0,0,1,0.033707865168539325,0.0
-3965086213554530000,12102,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,STNL to BP,,0,0,0,1,0.0,
-3961347004685000000,119222,450,0,0,0,0,17,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,STNL to BP,,0,0,0,1,0.40476190476190477,0.0
-3958818404229060000,626166,2422,2,0,5,0,138,0,163,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,310,STNL to BP,,0,0,0,1,0.8466257668711656,0.036231884057971016
-3952697352433790000,12116,48,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,STNL to BP,,0,0,0,1,0.5,0.0
-3952019664273430000,8067,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STNL to BP,,0,0,0,1,,
-3951727703499740000,159676,566,0,0,2,0,6,0,69,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79,STNL to BP,,0,0,0,1,0.08695652173913043,0.3333333333333333
-3948754761540110000,82867,306,0,0,0,0,4,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,STNL to BP,,0,0,0,1,0.1111111111111111,0.0
-3946130619173150000,987818,3976,49,0,10,0,149,0,277,0,0,1,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,489,STNL to BP,,0,0,0,1,0.5379061371841155,0.06711409395973154
-3945959657590580000,254681,988,1,0,2,0,9,0,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,STNL to BP,,0,0,0,1,0.07964601769911504,0.2222222222222222
-3943871640234680000,54592,209,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,STNL to BP,,0,0,0,1,0.0,
-3943377673958180000,400186,1447,0,0,1,0,84,0,110,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,198,STNL to BP,,0,0,0,1,0.7636363636363637,0.011904761904761904
-3936598942615050000,282876,1144,1,0,1,0,77,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,STNL to BP,,0,0,0,1,1.2622950819672132,0.012987012987012988
-3936238968946620000,394042,1490,0,0,0,0,42,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,STNL to BP,,0,0,0,1,0.27450980392156865,0.0
-3935370908512630000,341734,1239,35,1,10,0,35,0,87,0,0,3,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,169,STNL to BP,,0,0,0,1,0.40229885057471265,0.2857142857142857
-3933314717642420000,198082,757,1,0,0,0,16,0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,STNL to BP,,0,0,0,1,0.2,0.0
-3932216158138510000,143497,511,0,0,0,0,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,STNL to BP,,0,0,0,1,0.12698412698412698,0.0
-3931844040122670000,248533,970,0,0,2,0,15,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,STNL to BP,,0,0,0,1,0.14150943396226415,0.13333333333333333
-3929524084195060000,147544,559,0,0,1,0,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,STNL to BP,,0,0,0,1,0.18032786885245902,0.09090909090909091
-3928003515796300000,99068,374,0,0,0,0,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,STNL to BP,,0,0,0,1,0.16666666666666666,0.0
-3925336348349100000,129329,485,1,0,0,0,0,0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,STNL to BP,,0,0,0,1,0.0,
-3924556507630320000,86899,346,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,STNL to BP,,0,0,0,1,0.0,
-3924354282288100000,113144,479,0,0,0,0,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,STNL to BP,,0,0,0,1,0.12,0.0
-3923518654205990000,1010213,3824,111,0,29,1,249,3,105,0,0,1,0,0,2,2,92,0,0,0,0,0,0,0,11,0,0,0,500,STNL to BP,176.0,1,0,0,0,2.3714285714285714,0.11646586345381527
-3918027892224280000,131395,496,0,0,0,0,15,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,STNL to BP,,0,0,0,1,0.3,0.0
-3917650607256340000,185990,689,0,0,1,0,33,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,STNL to BP,,0,0,0,1,0.5689655172413793,0.030303030303030304
-3915768216758590000,129352,460,0,0,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,STNL to BP,,0,0,0,1,0.06666666666666667,0.0
-3911565442663300000,195976,796,1,0,0,0,21,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,STNL to BP,0.0,0,0,1,0,0.28,0.0
-3911155564380450000,121262,432,0,0,14,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,STNL to BP,,0,0,0,1,0.045454545454545456,7.0
-3910132347039240000,66707,233,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,STNL to BP,,0,0,0,1,0.0,
-3909698335049760000,143503,540,0,0,0,0,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,STNL to BP,,0,0,0,1,0.028985507246376812,0.0
-3909602416869220000,101016,413,0,0,0,0,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,STNL to BP,,0,0,0,1,0.13636363636363635,0.0
-3907523018879670000,276923,1130,1,0,6,1,17,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,BP to STH,0.0,0,0,1,0,0.15178571428571427,0.35294117647058826
-3907026194155260000,103059,364,0,1,0,0,2,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,STNL to BP,,0,0,0,1,0.0425531914893617,0.0
-3906081371455990000,236499,837,0,0,0,0,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,STNL to BP,,0,0,0,1,0.008620689655172414,0.0
-3905956786091440000,133418,479,0,0,0,0,2,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,STNL to BP,,0,0,0,1,0.03125,0.0
-3903532925530930000,72732,226,0,0,0,0,6,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,STNL to BP,,0,0,0,1,0.20689655172413793,0.0
-3900761455957580000,46502,169,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,STNL to BP,,0,0,0,1,0.0,
-3900077351986700000,177919,669,0,0,0,0,7,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,STNL to BP,,0,0,0,1,0.08641975308641975,0.0
-3899092919660520000,28276,125,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STNL to BP,,0,0,0,1,0.0,
-3896637623513430000,252637,975,0,0,0,0,28,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,BP to STH,,0,0,0,1,0.2916666666666667,0.0
-3896158899481560000,70736,250,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,STNL to BP,,0,0,0,1,0.0,
-3889939887997540000,62683,232,0,0,0,0,1,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,STNL to BP,,0,0,0,1,0.034482758620689655,0.0
-3889571780352030000,317217,1168,0,0,0,0,46,0,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,STNL to BP,,0,0,0,1,0.41818181818181815,0.0
-3888144812878750000,111125,441,1,0,0,0,6,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,STNL to BP,0.0,0,0,1,0,0.125,0.0
