CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_receipt,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,survey_submission,text_incoming_from_customer,text_outgoing_to_customer,Totals,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,no_purchase,percent_open,percent_click
-5270958934914939339,117323,318,7,0,2,0,12,0,33,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,2,0,0,0,0,58,758.0,0,1,0,0,0.36363636363636365,0.16666666666666666
-5266655482643114318,339400,1233,7,0,10,0,36,0,108,1,1,1,0,0,1,4,0,4,0,0,1,0,0,0,1,0,0,0,0,168,1674.0,0,0,1,0,0.3333333333333333,0.2777777777777778
-5229955254613830837,973943,3676,5,0,5,0,43,0,422,1,0,1,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,482,0.0,0,0,1,0,0.1018957345971564,0.11627906976744186
-5216926716508563860,1010251,3946,25,0,8,1,219,2,241,1,0,0,0,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,500,268.0,0,1,0,0,0.9087136929460581,0.0365296803652968
-5195243616579517608,646325,2674,54,0,4,1,31,1,224,1,1,1,0,5,3,2,0,0,0,0,0,0,1,0,1,21,0,0,0,320,82.0,1,0,0,0,0.13839285714285715,0.12903225806451613
-5195004228736344107,1068565,4251,1,0,6,0,201,0,318,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,529,0.0,0,0,1,0,0.6320754716981132,0.029850746268656716
-5191348226473537926,1067254,3939,140,0,11,0,104,0,268,1,0,0,0,0,0,4,0,139,0,0,1,0,0,0,0,0,0,0,0,528,0.0,0,0,1,0,0.3880597014925373,0.10576923076923077
-5189265102368592990,1303296,5033,4,0,15,0,215,0,406,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,645,473.0,0,1,0,0,0.5295566502463054,0.06976744186046512
-5168612540018852943,758049,2627,1,0,5,0,138,0,226,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,375,0.0,0,0,1,0,0.6106194690265486,0.036231884057971016
-5163052306694173752,709374,2648,24,0,0,0,23,0,299,1,0,0,0,1,0,4,1,17,0,0,0,0,1,0,1,0,0,0,0,351,146.0,1,0,0,0,0.07692307692307693,0.0
-5158418584733749671,666913,2559,8,0,2,0,28,0,289,1,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,330,177.0,1,0,0,0,0.09688581314878893,0.07142857142857142
-5152040151275313661,691367,2568,1,0,6,0,52,0,279,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,342,0.0,0,0,1,0,0.1863799283154122,0.11538461538461539
-5141881758000177889,1493871,5901,20,3,11,0,216,0,484,1,0,0,0,1,0,4,7,0,0,0,1,1,2,0,1,0,0,0,0,739,161.0,1,0,0,0,0.4462809917355372,0.05092592592592592
-5134296784353674753,1848158,7188,393,0,7,0,27,0,483,1,0,0,0,26,4,3,0,304,0,0,1,0,0,0,2,6,0,0,0,914,66.0,1,0,0,0,0.055900621118012424,0.25925925925925924
-5108657370920542775,919796,3540,9,3,4,0,17,0,418,1,0,0,0,2,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,455,405.0,0,1,0,0,0.04066985645933014,0.23529411764705882
-5095098344324994899,1198306,4588,5,0,7,0,111,0,465,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,593,281.0,0,1,0,0,0.23870967741935484,0.06306306306306306
-5065828006736708267,1517767,6019,14,0,13,0,89,0,630,1,0,4,0,0,0,4,0,9,0,0,0,0,1,0,0,0,0,0,0,751,0.0,0,0,1,0,0.14126984126984127,0.14606741573033707
-5063336003159827232,1014569,4128,11,0,1,0,79,0,407,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,4,0,0,0,0,502,304.0,0,1,0,0,0.1941031941031941,0.012658227848101266
-5045095070219923717,5869740,21592,1,0,32,0,1644,0,1223,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2905,0.0,0,0,1,0,1.3442354865085855,0.019464720194647202
-5042801422223036137,2036319,7722,5,0,19,0,452,0,526,2,1,1,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1008,409.0,0,1,0,0,0.8593155893536122,0.0420353982300885
-5031095373566927273,1311450,4559,2,0,2,0,81,0,559,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,649,0.0,0,0,1,0,0.1449016100178891,0.024691358024691357
-5025939202217639304,167975,542,2,0,23,2,26,1,26,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0.0,0,0,1,0,1.0,0.8846153846153846
-5006425390461481197,291150,1152,4,0,6,3,45,3,81,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,144,1661.0,0,0,1,0,0.5555555555555556,0.13333333333333333
-4997988176391754001,20240,75,1,0,0,0,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.0,0,0,1,0,0.6666666666666666,0.0
-4988310270174891060,830501,3272,4,0,0,0,124,0,278,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,411,287.0,0,1,0,0,0.4460431654676259,0.0
-4976163188955941949,723666,2659,6,0,8,0,55,1,284,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,358,118.0,1,0,0,0,0.1936619718309859,0.14545454545454545
-4963536713470276566,1877814,7594,28,0,26,4,71,2,792,1,0,0,0,4,0,5,0,13,0,0,0,0,1,0,1,0,0,0,0,929,367.0,0,1,0,0,0.08964646464646464,0.36619718309859156
-4943924135856548540,1321673,5107,1,0,7,0,70,0,571,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,654,0.0,0,0,1,0,0.12259194395796848,0.1
-4929887353741885358,1521739,5920,1,0,3,0,333,0,413,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,753,0.0,0,0,1,0,0.8062953995157385,0.009009009009009009
-4913943947310416445,533506,1953,1,0,1,0,36,0,221,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,264,0.0,0,0,1,0,0.16289592760180996,0.027777777777777776
-4909669033107826204,173940,678,1,0,0,0,9,0,72,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,86,0.0,0,0,1,0,0.125,0.0
-4893682736912502074,4829659,17693,154,1,18,0,1052,0,1157,1,0,2,0,0,0,5,0,149,0,0,1,0,0,0,2,0,0,0,0,2389,20.0,1,0,0,0,0.909248055315471,0.017110266159695818
-4872900251017390828,2080875,8557,488,0,19,0,176,0,339,1,0,2,0,25,4,5,0,407,0,0,0,0,5,0,0,0,0,0,0,1029,62.0,1,0,0,0,0.5191740412979351,0.10795454545454546
-4865743421421772316,1127649,4334,41,0,3,0,258,0,251,1,0,1,0,3,2,4,0,29,0,0,0,0,1,0,0,0,0,0,0,558,209.0,0,1,0,0,1.0278884462151394,0.011627906976744186
-4854142640957769811,773109,2648,1,0,6,1,197,1,171,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,383,0.0,0,0,1,0,1.152046783625731,0.030456852791878174
-4837527702720110100,549493,2195,1,0,3,0,151,0,113,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,272,0.0,0,0,1,0,1.336283185840708,0.019867549668874173
-4826173185516474593,828700,2923,4,0,15,1,134,1,251,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,410,1806.0,0,0,1,0,0.5338645418326693,0.11194029850746269
-4825007880917578777,226137,756,3,2,7,0,25,0,71,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,112,315.0,0,1,0,0,0.352112676056338,0.28
-4815075101619719993,1444562,5585,6,0,5,0,96,0,604,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,715,105.0,1,0,0,0,0.15894039735099338,0.052083333333333336
-4779249506072086768,1444667,5557,10,0,27,0,240,0,434,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,715,361.0,0,1,0,0,0.5529953917050692,0.1125
-4776175684657284026,1516211,5690,2,0,16,0,303,0,425,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,750,0.0,0,0,1,0,0.7129411764705882,0.052805280528052806
-4728296312236342104,729585,2888,9,0,20,0,66,1,261,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0,361,240.0,0,1,0,0,0.25287356321839083,0.30303030303030304
-4717449653418102004,479262,1943,12,0,5,0,28,0,188,1,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,237,236.0,0,1,0,0,0.14893617021276595,0.17857142857142858
-4702279344597664375,1281540,4815,29,0,8,0,285,1,305,1,0,2,0,2,0,4,0,21,0,0,1,0,0,0,0,0,0,0,0,634,712.0,0,1,0,0,0.9344262295081968,0.028070175438596492
-4698439654308572798,5389386,20659,23,1,140,0,1293,0,1204,1,0,9,0,1,1,4,4,5,0,0,0,0,1,0,1,0,1,0,0,2667,129.0,1,0,0,0,1.073920265780731,0.10827532869296211
-4650327377831340335,848821,3134,20,0,13,1,143,1,236,1,0,2,0,0,0,4,0,14,0,0,1,0,1,0,0,0,0,0,0,420,391.0,0,1,0,0,0.6059322033898306,0.09090909090909091
-4643371082143267526,733629,2900,3,0,5,0,97,0,254,1,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,363,996.0,0,0,1,0,0.38188976377952755,0.05154639175257732
-4638474633356205880,736094,2954,20,0,8,0,51,0,281,1,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,364,368.0,0,1,0,0,0.18149466192170818,0.1568627450980392
-4616235083082548021,1691338,6650,10,5,13,0,201,0,602,1,0,1,0,4,3,5,0,0,0,0,0,1,1,0,0,0,0,0,0,837,436.0,0,1,0,0,0.3338870431893688,0.06467661691542288
-4613989203780435384,2486394,9852,453,3,31,0,226,0,508,1,0,7,0,14,7,7,6,402,0,0,0,1,1,0,1,0,0,0,0,1230,104.0,1,0,0,0,0.4448818897637795,0.13716814159292035
-4606675488208503255,1517907,5635,4,0,29,0,241,0,473,1,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,751,0.0,0,0,1,0,0.5095137420718816,0.12033195020746888
-4602510284406131288,1360195,4671,3,0,11,1,402,1,251,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,673,55.0,1,0,0,0,1.6015936254980079,0.02736318407960199
-4591425141624401012,1739914,6575,1,0,11,0,302,0,541,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,861,0.0,0,0,1,0,0.5582255083179297,0.03642384105960265
-4578819983516071408,1353610,5135,4,0,8,0,214,0,440,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,670,1034.0,0,0,1,0,0.4863636363636364,0.037383177570093455
-4574512311184968086,779309,2957,3,0,2,0,149,0,228,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,386,23.0,1,0,0,0,0.6535087719298246,0.013422818791946308
-4552372541237251009,1845652,7046,3,3,41,0,233,0,626,2,1,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,913,334.0,0,1,0,0,0.3722044728434505,0.1759656652360515
-4549455343925873464,788231,2994,2,0,6,0,83,0,295,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,390,407.0,0,1,0,0,0.28135593220338984,0.07228915662650602
-4543858750017143124,2994421,11982,39,0,44,0,877,0,512,3,2,7,0,0,0,5,1,30,0,0,1,0,0,0,0,0,0,0,0,1482,661.0,0,1,0,0,1.712890625,0.05017103762827822
-4536242348616597361,598103,2427,4,0,8,0,78,0,203,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,296,1011.0,0,0,1,0,0.3842364532019704,0.10256410256410256
-4526516062548446136,727556,2770,8,0,7,0,73,0,268,1,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,360,207.0,0,1,0,0,0.27238805970149255,0.0958904109589041
-4510127917898674843,1812975,7194,49,0,10,0,97,0,734,1,0,4,0,0,0,5,0,44,0,0,0,0,1,0,0,0,1,0,0,897,0.0,0,0,1,0,0.13215258855585832,0.10309278350515463
-4495693184483872659,1283016,5095,1,0,4,0,34,0,592,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,635,0.0,0,0,1,0,0.057432432432432436,0.11764705882352941
-4493943093185880404,1529886,5519,3,0,24,2,289,2,429,3,2,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,757,321.0,0,1,0,0,0.6736596736596736,0.08304498269896193
-4462679043236679087,1804958,6803,2,0,9,0,59,0,820,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,893,0.0,0,0,1,0,0.07195121951219512,0.15254237288135594
-4456070963460839961,460445,1768,1,0,11,0,97,0,114,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,228,0.0,0,0,1,0,0.8508771929824561,0.1134020618556701
-4455438213426058353,267000,1003,3,0,0,0,22,0,105,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,132,46.0,1,0,0,0,0.20952380952380953,0.0
-4433128714260409547,2268222,8399,73,0,30,0,415,0,595,1,0,2,0,7,0,6,1,48,0,0,1,0,0,0,0,0,1,0,0,1122,283.0,0,1,0,0,0.6974789915966386,0.07228915662650602
-4431414948029096651,1430800,5795,72,0,11,0,219,0,401,1,0,0,0,1,3,4,0,56,0,0,1,0,0,0,0,1,0,0,0,708,72.0,1,0,0,0,0.5461346633416458,0.0502283105022831
-4424922485673919722,788440,2964,4,0,12,3,103,3,261,1,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,390,0.0,0,0,1,0,0.3946360153256705,0.11650485436893204
-4396125723872498155,226582,894,3,0,0,0,2,1,103,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,112,38.0,1,0,0,0,0.019417475728155338,0.0
-4379396357251995391,1665479,6381,12,0,15,0,226,0,568,1,0,0,0,4,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,824,354.0,0,1,0,0,0.397887323943662,0.06637168141592921
-4358679807022869943,2020367,7796,7,0,12,5,395,3,572,1,0,1,0,0,0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1000,179.0,1,0,0,0,0.6905594405594405,0.030379746835443037
-4338320336792804705,2712411,9749,9,0,13,0,885,0,431,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,1342,370.0,0,1,0,0,2.0533642691415315,0.014689265536723164
-4337431506540826220,54576,182,1,0,1,0,11,0,7,2,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0.0,0,0,1,0,1.5714285714285714,0.09090909090909091
-4331856551410426032,552427,2734,42,0,11,0,158,0,60,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,273,1837.0,0,0,1,0,2.6333333333333333,0.06962025316455696
-4322089981711223461,1384141,4948,1,0,31,3,199,3,443,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,685,0.0,0,0,1,0,0.4492099322799097,0.15577889447236182
-4321451665040556445,479657,1523,1,0,2,2,202,2,24,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,237,0.0,0,0,1,0,8.416666666666666,0.009900990099009901
-4319858470853301942,885164,3382,25,0,7,0,82,0,319,1,0,3,0,0,0,4,0,19,0,0,0,0,1,0,1,1,0,0,0,438,74.0,1,0,0,0,0.25705329153605017,0.08536585365853659
-4318706117056996551,1380436,5667,4,0,37,0,114,0,523,1,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0.0,0,0,1,0,0.2179732313575526,0.32456140350877194
-4291884258770143029,800333,2974,19,0,3,0,86,1,283,1,0,1,0,3,3,3,0,0,0,0,0,0,1,0,2,0,0,0,0,396,380.0,0,1,0,0,0.303886925795053,0.03488372093023256
-4276449790282320504,335255,1230,1,0,7,0,63,0,90,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,166,0.0,0,0,1,0,0.7,0.1111111111111111
-4224345522940638127,705289,2608,8,0,5,0,62,0,269,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,349,904.0,0,0,1,0,0.23048327137546468,0.08064516129032258
-4224222250123140378,1227338,4416,5,0,59,0,214,0,324,1,0,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,607,0.0,0,0,1,0,0.6604938271604939,0.2757009345794392
-4207211180343615309,7043639,25773,98,0,82,0,1976,0,1324,1,0,11,0,5,0,4,3,59,0,0,0,0,3,0,0,0,0,0,0,3485,212.0,0,1,0,0,1.4924471299093656,0.04149797570850203
-4204985233017533837,3844471,14668,349,0,45,12,855,7,628,1,0,13,0,1,12,5,1,252,0,0,3,0,2,0,1,1,0,0,0,1902,297.0,0,1,0,0,1.3614649681528663,0.05263157894736842
-4198899986447731427,2425635,8401,217,0,91,0,273,0,613,1,0,13,0,3,0,5,4,188,0,0,0,0,3,0,0,0,0,0,0,1200,249.0,0,1,0,0,0.4453507340946166,0.3333333333333333
-4189982504203610101,1647909,5859,3,0,32,5,397,4,370,1,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,815,0.0,0,0,1,0,1.072972972972973,0.08060453400503778
-4168147633872410611,826325,3075,5,0,18,0,133,0,248,1,0,2,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,409,270.0,0,1,0,0,0.5362903225806451,0.13533834586466165
-4107975318826075452,739653,2822,1,0,3,0,58,0,300,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,366,0.0,0,0,1,0,0.19333333333333333,0.05172413793103448
-4104484302260176772,2393061,8338,5,0,17,0,384,0,773,1,0,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1184,0.0,0,0,1,0,0.49676584734799484,0.044270833333333336
-4097249457663518488,1232714,4984,65,0,34,0,214,0,289,2,1,4,0,9,4,4,0,30,0,0,0,0,2,0,2,0,0,0,0,610,183.0,1,0,0,0,0.740484429065744,0.1588785046728972
-4096899699891298812,40475,131,1,0,1,4,2,2,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0.0,0,0,1,0,0.25,0.5
-4083617627477460784,1771909,6866,31,0,21,0,193,0,628,1,0,0,0,3,0,3,7,0,0,0,1,0,2,0,2,0,0,0,0,877,159.0,1,0,0,0,0.3073248407643312,0.10880829015544041
-4074579745994487917,1364482,5227,61,0,5,0,176,0,428,1,0,0,0,23,3,4,0,11,0,0,1,0,0,0,0,0,0,0,0,675,98.0,1,0,0,0,0.411214953271028,0.028409090909090908
-4062797876663212855,327740,1252,1,0,7,0,37,0,113,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,162,0.0,0,0,1,0,0.3274336283185841,0.1891891891891892
-4060115593491357080,5037191,20228,205,0,65,0,1472,0,744,1,0,6,0,59,3,5,1,75,0,0,0,0,2,0,0,0,0,0,0,2492,34.0,1,0,0,0,1.978494623655914,0.044157608695652176
-4052444669749572478,871137,3103,1,0,7,0,199,0,220,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,431,0.0,0,0,1,0,0.9045454545454545,0.035175879396984924
-4022504511302762249,706361,2677,1,0,0,0,200,0,145,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,350,0.0,0,0,1,0,1.3793103448275863,0.0
-4020963263724478096,1230661,4402,9,0,25,0,196,0,375,1,0,3,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,609,1032.0,0,0,1,0,0.5226666666666666,0.12755102040816327
-3997123764184972805,715656,2851,40,0,6,0,63,0,241,1,0,1,0,1,0,3,0,35,0,0,0,0,1,0,0,0,0,0,0,354,99.0,1,0,0,0,0.26141078838174275,0.09523809523809523
-3954644261614891101,642587,2288,1,0,1,0,54,0,257,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,318,0.0,0,0,1,0,0.21011673151750973,0.018518518518518517
-3946355760659433297,1531803,5615,7,0,4,0,144,0,598,1,0,1,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,758,603.0,0,1,0,0,0.2408026755852843,0.027777777777777776
-3945366842406952323,1083604,4117,2,0,10,0,115,0,405,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,536,0.0,0,0,1,0,0.2839506172839506,0.08695652173913043
-3945004126581592709,547868,2119,2,0,0,0,10,0,254,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,271,0.0,0,0,1,0,0.03937007874015748,0.0
-3931850848965807327,525954,1918,6,0,8,0,134,0,110,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,260,372.0,0,1,0,0,1.2181818181818183,0.05970149253731343
-3898538261654952069,1107732,4459,5,0,7,0,204,0,328,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,548,1708.0,0,0,1,0,0.6219512195121951,0.03431372549019608
-3895028216250580186,454355,1784,7,0,7,1,57,1,146,1,1,5,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,225,0.0,0,0,1,0,0.3904109589041096,0.12280701754385964
-3892403908421615472,1143963,4438,23,0,19,0,198,0,322,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,8,0,0,0,0,566,288.0,0,1,0,0,0.6149068322981367,0.09595959595959595
-3883254260301171281,1414636,5586,62,3,28,0,260,0,341,1,0,2,0,0,0,4,0,33,0,0,2,0,10,0,3,0,1,0,0,700,162.0,1,0,0,0,0.7624633431085044,0.1076923076923077
-3880421923313113636,2410118,9713,11,6,9,0,210,0,954,1,0,1,0,1,0,2,0,0,0,0,1,2,0,0,2,0,0,0,0,1193,410.0,0,1,0,0,0.22012578616352202,0.04285714285714286
-3870814030664538615,2146476,7775,54,0,25,1,224,1,751,1,0,6,0,1,0,5,1,43,0,0,0,0,1,0,0,0,0,0,0,1062,535.0,0,1,0,0,0.2982689747003995,0.11160714285714286
-3865902020851812244,2633540,10014,5,0,20,2,663,2,608,1,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1303,0.0,0,0,1,0,1.0904605263157894,0.030165912518853696
-3861434417595754774,846510,3200,1,0,5,1,133,1,273,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,419,0.0,0,0,1,0,0.48717948717948717,0.03759398496240601
-3830598331615265315,1667370,6589,7,0,24,0,146,0,642,1,0,4,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,825,790.0,0,1,0,0,0.22741433021806853,0.1643835616438356
-3793939174285910537,1325406,5057,2,0,10,3,132,2,503,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,656,1908.0,0,0,1,0,0.2624254473161034,0.07575757575757576
-3786302230818300851,1261165,4901,1,0,3,0,201,0,415,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,624,0.0,0,0,1,0,0.4843373493975904,0.014925373134328358
-3784278769544788464,962453,3698,5,0,10,1,93,1,362,1,0,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,476,1449.0,0,0,1,0,0.2569060773480663,0.10752688172043011
-3779309052396481834,1511847,5214,2,0,5,0,75,0,663,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,748,0.0,0,0,1,0,0.11312217194570136,0.06666666666666667
-3762855597782784357,1299658,5091,4,0,10,0,224,0,401,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,643,840.0,0,0,1,0,0.5586034912718204,0.044642857142857144
-3748530006028058164,652787,2456,1,0,7,0,54,0,257,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,323,0.0,0,0,1,0,0.21011673151750973,0.12962962962962962
-3712038083021178070,1331606,5099,12,0,2,0,44,0,594,2,2,2,0,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,659,145.0,1,0,0,0,0.07407407407407407,0.045454545454545456
-3690061312451673742,206331,819,42,3,10,0,32,0,7,2,3,2,0,1,0,2,0,36,0,0,1,0,1,0,0,0,0,0,0,102,99.0,1,0,0,0,4.571428571428571,0.3125
-3662343005925001664,1112077,4195,154,0,15,0,103,1,270,1,0,2,0,10,1,6,0,125,0,0,0,0,2,0,1,0,0,0,0,550,73.0,1,0,0,0,0.3814814814814815,0.14563106796116504
-3660951333976238107,967828,3782,7,0,16,0,181,0,271,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,479,1138.0,0,0,1,0,0.6678966789667896,0.08839779005524862
-3658734553926156443,672883,2475,4,0,3,0,88,0,233,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,333,1730.0,0,0,1,0,0.3776824034334764,0.03409090909090909
-3658725688886404165,2081347,7610,2,0,5,2,137,1,878,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1030,0.0,0,0,1,0,0.1560364464692483,0.0364963503649635
-3607924722760099270,747834,2879,1,0,9,0,68,0,288,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,370,0.0,0,0,1,0,0.2361111111111111,0.1323529411764706
-3598524654012261098,341910,1401,70,0,9,0,52,0,32,1,0,1,0,2,0,4,0,62,0,0,1,0,0,0,0,0,0,0,0,169,149.0,1,0,0,0,1.625,0.17307692307692307
-3584340051182788304,1148349,4264,4,0,10,2,249,1,298,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,568,0.0,0,0,1,0,0.8355704697986577,0.040160642570281124
-3583950225721419098,695386,2591,1,0,7,1,83,1,247,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,344,0.0,0,0,1,0,0.3360323886639676,0.08433734939759036
-3560883992029938753,1527162,5330,8,0,13,0,274,0,456,1,0,2,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,756,501.0,0,1,0,0,0.6008771929824561,0.04744525547445255
-3557754797886324532,4715979,18301,3,0,53,0,1525,0,745,1,0,1,0,0,0,5,1,1,0,0,0,0,1,0,0,0,1,0,0,2334,450.0,0,1,0,0,2.046979865771812,0.03475409836065574
-3516174064007275374,671236,2671,2,0,4,0,20,0,302,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,332,0.0,0,0,1,0,0.06622516556291391,0.2
-3498609899878617335,1389980,5269,4,0,17,0,220,1,441,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,688,400.0,0,1,0,0,0.4988662131519274,0.07727272727272727
-3477707686956443433,2055546,8541,265,0,7,0,234,0,505,1,0,1,0,13,7,4,0,219,0,0,1,0,0,0,1,0,1,0,0,1017,164.0,1,0,0,0,0.4633663366336634,0.029914529914529916
