CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,survey_submission,text_incoming_from_customer,text_outgoing_to_customer,Totals,CAMPAIGN_LOST,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,no_purchase,percent_open,percent_click,Avg_Engagement_per_visit
-4626842192232310000,298993,1190,0,0,0,0,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,STNL to BP,,0,0,0,1,0.006802721088435374,0.0,0.0
-4625287551337660000,125340,444,0,0,1,0,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,STNL to BP,,0,0,0,1,0.19607843137254902,0.1,0.0
-4623582130442710000,244609,835,1,0,7,0,55,0,57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,STNL to BP,,0,0,0,1,0.9649122807017544,0.12727272727272726,0.0
-4622889164315740000,123262,428,0,0,1,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,STNL to BP,,0,0,0,1,0.7142857142857143,0.04,0.0
-4622284507169730000,6055,16,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,STNL to BP,,0,0,0,1,,,0.0
-4618579058228160000,664845,2528,3,0,3,0,158,0,164,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,329,BP to STH,1096.0,0,0,1,0,0.9634146341463414,0.0189873417721519,0.0
-4615907494183370000,131371,492,0,1,0,0,10,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,STNL to BP,,0,0,0,1,0.18867924528301888,0.0,0.0
-4612214212591860000,173850,635,0,0,4,0,10,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,STNL to BP,,0,0,0,1,0.1388888888888889,0.4,0.0
-4610347055266440000,123288,444,0,0,0,0,6,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,STNL to BP,,0,0,0,1,0.1111111111111111,0.0,0.0
-4608993377746230000,153620,554,0,0,1,0,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,STNL to BP,,0,0,0,1,0.10294117647058823,0.14285714285714285,0.0
-4605112661375860000,133392,497,0,0,0,0,12,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,STNL to BP,,0,0,0,1,0.2222222222222222,0.0,0.0
-4601378949806720000,107139,434,0,0,2,1,36,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,STNL to BP,,0,0,0,1,2.769230769230769,0.05555555555555555,0.0
-4600700091463070000,6048,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,STNL to BP,,0,0,0,1,,,0.0
-4596605091565990000,109165,380,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,STNL to BP,,0,0,0,1,0.0,,0.0
-4595663439112340000,230296,906,0,0,0,0,16,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,STNL to BP,,0,0,0,1,0.16494845360824742,0.0,0.0
-4588047182732370000,521388,2052,5,0,3,1,101,0,145,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,258,BP to STH,0.0,0,0,1,0,0.696551724137931,0.0297029702970297,0.0
-4587594722380080000,10088,44,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STNL to BP,,0,0,0,1,0.0,,0.0
-4585526145878850000,486877,1853,2,0,0,0,9,0,221,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,STNL to BP,,0,0,0,1,0.04072398190045249,0.0,0.0
-4584890311742490000,254801,1134,61,0,0,0,1,0,62,0,0,0,0,0,2,0,59,0,0,0,0,1,0,0,0,0,0,0,126,STNL to BP,0.0,0,0,1,0,0.016129032258064516,0.0,inf
-4583521732484140000,66699,243,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,STNL to BP,,0,0,0,1,0.0,,0.0
-4581897410830630000,165681,634,0,0,0,0,1,0,79,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82,STNL to BP,,0,0,0,1,0.012658227848101266,0.0,0.0
-4578959121612330000,725458,2745,3,0,5,1,92,0,257,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,359,BP to STH,1169.0,0,0,1,0,0.35797665369649806,0.05434782608695652,0.0
-4578695147838120000,183795,694,0,0,0,0,8,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,STNL to BP,,0,0,0,1,0.09876543209876543,0.0,0.0
-4578558964849170000,119189,488,0,0,1,0,14,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,STNL to BP,,0,0,0,1,0.3181818181818182,0.07142857142857142,0.0
-4576539388840010000,264839,939,0,0,2,0,12,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,STNL to BP,,0,0,0,1,0.10256410256410256,0.16666666666666666,0.0
-4574018023911090000,24218,109,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STNL to BP,,0,0,0,1,0.1,0.0,0.0
-4572323890757890000,181853,750,3,0,0,0,2,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,STNL to BP,,0,0,0,1,0.023809523809523808,0.0,0.0
-4571704708230220000,1164276,4290,115,0,17,0,227,1,216,0,0,1,0,0,0,0,111,0,0,0,0,1,0,0,0,0,0,0,576,BP to STH,0.0,0,0,1,0,1.0509259259259258,0.07488986784140969,inf
-4571468862762410000,107084,411,1,0,0,0,4,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,STNL to BP,,0,0,0,1,0.08333333333333333,0.0,0.0
-4570354362955660000,32278,140,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,STNL to BP,,0,0,0,1,0.7777777777777778,0.0,0.0
-4570075937897710000,14133,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,STNL to BP,,0,0,0,1,0.0,,0.0
-4570001842245050000,240534,957,0,0,1,0,24,0,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,STNL to BP,,0,0,0,1,0.2608695652173913,0.041666666666666664,0.0
-4563283612619940000,234450,924,0,0,3,0,37,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,BP to STH,,0,0,0,1,0.4868421052631579,0.08108108108108109,0.0
-4558168007217840000,169772,638,0,0,0,0,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,STNL to BP,,0,0,0,1,0.012048192771084338,0.0,0.0
-4557378279145110000,206096,764,0,0,1,0,15,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,STNL to BP,,0,0,0,1,0.17647058823529413,0.06666666666666667,0.0
-4556792627167280000,422143,1579,3,0,1,0,39,0,166,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,209,STNL to BP,20.0,1,0,0,0,0.23493975903614459,0.02564102564102564,0.0
-4554544826918410000,412050,1498,1,0,0,1,57,0,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,204,STNL to BP,0.0,0,0,1,0,0.3931034482758621,0.0,0.0
-4552643229057580000,264724,940,0,0,1,0,30,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,STNL to BP,,0,0,0,1,0.3,0.03333333333333333,0.0
-4550606819375580000,175783,643,0,0,0,0,6,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,STNL to BP,,0,0,0,1,0.07407407407407407,0.0,0.0
-4547936953692490000,367692,1459,1,0,4,0,131,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,STNL to BP,,0,0,0,1,2.847826086956522,0.030534351145038167,0.0
-4546841460428470000,2019,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,0.0,,0.0
-4546515220151760000,195975,706,0,0,0,0,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,STNL to BP,,0,0,0,1,0.05434782608695652,0.0,0.0
-4542385112371520000,2016,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STNL to BP,,0,0,0,1,,,0.0
-4529428271978180000,315218,1175,0,0,0,0,19,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,STNL to BP,,0,0,0,1,0.1386861313868613,0.0,0.0
-4524869024127320000,244495,896,2,0,1,0,21,0,96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121,STNL to BP,0.0,0,0,1,0,0.21875,0.047619047619047616,0.0
-4523176871509710000,218051,833,21,0,0,0,5,0,80,0,0,0,1,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,108,STNL to BP,0.0,0,0,1,0,0.0625,0.0,inf
-4518244555914200000,262717,1000,0,0,2,0,14,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,STNL to BP,,0,0,0,1,0.12280701754385964,0.14285714285714285,0.0
-4515708930306080000,272862,1066,10,0,0,0,41,0,83,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,135,STNL to BP,0.0,0,0,1,0,0.4939759036144578,0.0,inf
-4514231132491070000,317398,1211,0,0,1,0,70,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,STNL to BP,,0,0,0,1,0.813953488372093,0.014285714285714285,0.0
-4510088940656190000,288907,1202,0,0,0,0,1,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,STNL to BP,,0,0,0,1,0.007042253521126761,0.0,0.0
-4508776462616290000,6068,24,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,STNL to BP,,0,0,0,1,2.0,0.0,0.0
-4504182427560520000,327516,1272,1,0,0,0,5,0,154,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162,STNL to BP,,0,0,0,1,0.032467532467532464,0.0,0.0
-4504024802223030000,337482,1332,0,0,2,0,43,0,119,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,167,STNL to BP,,0,0,0,1,0.36134453781512604,0.046511627906976744,0.0
-4498582264266960000,131360,483,0,0,0,0,2,0,61,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,STNL to BP,,0,0,0,1,0.03278688524590164,0.0,0.0
-4493035672383350000,82801,296,0,0,0,0,13,0,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,STNL to BP,,0,0,0,1,0.5,0.0,0.0
-4490625186862130000,254678,896,5,0,3,0,38,0,80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,BP to STH,636.0,0,1,0,0,0.475,0.07894736842105263,0.0
-4489704146643630000,240467,960,0,0,1,0,14,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,STNL to BP,,0,0,0,1,0.1346153846153846,0.07142857142857142,0.0
-4484277828191350000,133351,491,0,0,0,0,14,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,STNL to BP,,0,0,0,1,0.27450980392156865,0.0,0.0
-4482877818272220000,171736,686,0,0,0,0,4,0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,STNL to BP,,0,0,0,1,0.05,0.0,0.0
-4475852254978120000,24255,72,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STNL to BP,,0,0,0,1,0.0,,0.0
-4475176249551830000,175768,685,0,0,0,0,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,STNL to BP,,0,0,0,1,0.06097560975609756,0.0,0.0
-4470975855954000000,175882,688,1,2,4,0,11,0,68,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,87,STNL to BP,4.0,1,0,0,0,0.16176470588235295,0.36363636363636365,0.0
-4469729865306790000,80856,287,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,STNL to BP,,0,0,0,1,0.0,,0.0
-4467412141374230000,8085,27,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STNL to BP,,0,0,0,1,0.5,0.0,0.0
-4464832347715850000,729391,2773,0,0,0,0,92,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,STNL to BP,,0,0,0,1,0.3420074349442379,0.0,0.0
-4461197062576850000,242518,1030,17,0,0,0,0,0,101,0,0,0,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,120,STNL to BP,138.0,1,0,0,0,0.0,,inf
-4459733830800470000,147520,537,0,0,0,0,16,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,STNL to BP,,0,0,0,1,0.2807017543859649,0.0,0.0
-4459170357966890000,519661,1921,24,0,2,1,106,0,120,1,0,0,1,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,257,BP to STH,0.0,0,0,1,0,0.8833333333333333,0.018867924528301886,inf
-4453123218089680000,115185,488,0,0,0,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,STNL to BP,,0,0,0,1,0.05555555555555555,0.0,0.0
-4452534970252740000,254597,945,0,0,1,0,6,0,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,STNL to BP,,0,0,0,1,0.05084745762711865,0.16666666666666666,0.0
-4452500125065740000,149549,532,0,0,0,0,17,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,STNL to BP,,0,0,0,1,0.30357142857142855,0.0,0.0
-4446918044829040000,434427,1573,6,0,7,0,97,0,101,1,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,215,BP to STH,0.0,0,0,1,0,0.9603960396039604,0.07216494845360824,1.0
-4445538667533840000,1480922,5075,12,0,2,0,307,0,409,0,0,0,1,0,3,1,7,0,0,0,0,1,0,0,0,0,0,0,733,STNL to BP,412.0,0,1,0,0,0.7506112469437652,0.006514657980456026,inf
-4443278500223400000,189946,746,0,0,0,0,18,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,STNL to BP,,0,0,0,1,0.24,0.0,0.0
-4442803315527210000,173821,645,1,2,0,0,21,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,STNL to BP,0.0,0,0,1,0,0.3387096774193548,0.0,0.0
-4441890558575710000,10085,21,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STNL to BP,,0,0,0,1,,,0.0
-4434730309748650000,226215,896,0,0,0,0,0,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,STNL to BP,,0,0,0,1,0.0,,0.0
-4431885496213860000,113213,363,2,0,1,0,25,0,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,STNL to BP,0.0,0,0,1,0,0.8928571428571429,0.04,0.0
-4428668744877070000,187957,751,0,0,0,0,7,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,STNL to BP,,0,0,0,1,0.08235294117647059,0.0,0.0
-4426419105914620000,169755,675,0,0,1,0,2,0,79,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,STNL to BP,,0,0,0,1,0.02531645569620253,0.5,0.0
-4426118993820620000,64596,262,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,STNL to BP,,0,0,0,1,0.6842105263157895,0.0,0.0
-4423667332157580000,214237,847,4,0,0,0,1,0,101,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,STNL to BP,,0,0,0,1,0.009900990099009901,0.0,0.0
-4422354681555130000,208150,825,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,STNL to BP,,0,0,0,1,0.0,,0.0
-4421833326950770000,115187,434,0,0,0,0,2,0,52,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,57,STNL to BP,,0,0,0,1,0.038461538461538464,0.0,0.0
-4421550110349060000,149551,587,1,0,0,0,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,STNL to BP,0.0,0,0,1,0,0.10606060606060606,0.0,0.0
-4417821980972350000,6068,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,STNL to BP,,0,0,0,1,0.0,,0.0
-4417581958032090000,204043,807,0,0,2,0,9,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,STNL to BP,,0,0,0,1,0.10112359550561797,0.2222222222222222,0.0
-4416647543856670000,161660,663,3,0,0,0,18,0,58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,STNL to BP,0.0,0,0,1,0,0.3103448275862069,0.0,0.0
-4414895609413700000,97013,364,0,0,0,0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,STNL to BP,,0,0,0,1,0.11627906976744186,0.0,0.0
-4413102043355970000,179880,643,0,0,0,0,36,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,STNL to BP,,0,0,0,1,0.6792452830188679,0.0,0.0
-4409257616801880000,341527,1415,48,0,0,0,33,0,86,1,0,0,1,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,169,STNL to BP,0.0,0,0,1,0,0.38372093023255816,0.0,inf
-4409225243965030000,8070,35,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,STNL to BP,28.0,1,0,0,0,,,0.0
-4408625612988150000,299176,1165,1,0,0,0,18,0,126,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,148,STNL to BP,,0,0,0,1,0.14285714285714285,0.0,0.0
-4405011926734890000,121250,474,0,0,0,0,6,0,51,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,STNL to BP,,0,0,0,1,0.11764705882352941,0.0,0.0
-4403628639358990000,452720,1732,43,0,6,0,48,0,126,0,0,0,0,12,1,0,23,0,0,0,0,0,0,0,2,0,0,0,224,STNL to BP,792.0,0,1,0,0,0.38095238095238093,0.125,inf
-4399972892324370000,113053,436,0,0,1,0,6,0,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,STNL to BP,,0,0,0,1,0.13043478260869565,0.16666666666666666,0.0
-4399899771500920000,484907,1769,5,0,1,0,71,0,161,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,240,STNL to BP,,0,0,0,1,0.4409937888198758,0.014084507042253521,1.0
-4396960693824660000,113207,444,0,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,STNL to BP,,0,0,0,1,0.01818181818181818,0.0,0.0
-4396778872051920000,30264,137,0,0,0,0,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,STNL to BP,,0,0,0,1,1.0,0.0,0.0
-4394127285946950000,163538,576,0,0,0,0,12,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,STNL to BP,,0,0,0,1,0.17647058823529413,0.0,0.0
-4392198400631660000,252522,985,0,0,0,0,29,0,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,STNL to BP,,0,0,0,1,0.30851063829787234,0.0,0.0
-4392087218393650000,105094,376,0,0,0,0,3,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,STNL to BP,,0,0,0,1,0.0625,0.0,0.0
-4390726970037690000,244478,961,0,0,2,0,36,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,STNL to BP,,0,0,0,1,0.43902439024390244,0.05555555555555555,0.0
-4390390544529670000,284933,1106,9,0,0,0,24,0,108,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141,STNL to BP,329.0,0,1,0,0,0.2222222222222222,0.0,0.0
-4390180995402170000,228391,831,0,0,15,0,15,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,STNL to BP,,0,0,0,1,0.18292682926829268,1.0,0.0
-4389702521068660000,200064,740,0,0,0,0,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,STNL to BP,,0,0,0,1,0.01020408163265306,0.0,0.0
-4388992023917130000,58648,222,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,STNL to BP,,0,0,0,1,0.0,,0.0
-4388671798332910000,206185,790,1,0,0,0,26,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,BP to STH,,0,0,0,1,0.3466666666666667,0.0,0.0
-4382757543751380000,727485,2607,21,0,8,0,84,0,246,0,0,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,360,STNL to BP,201.0,0,1,0,0,0.34146341463414637,0.09523809523809523,0.0
-4381704244884330000,26282,102,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STNL to BP,,0,0,0,1,0.0,,0.0
-4380113062498490000,179809,693,0,0,0,0,14,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,STNL to BP,,0,0,0,1,0.1891891891891892,0.0,0.0
-4375520662565500000,54548,229,0,0,0,0,4,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,STNL to BP,,0,0,0,1,0.19047619047619047,0.0,0.0
-4375443507493400000,331576,1391,3,0,5,0,16,0,136,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,164,STNL to BP,0.0,0,0,1,0,0.11764705882352941,0.3125,inf
-4374715795113500000,125227,510,0,0,0,0,5,0,55,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,62,STNL to BP,,0,0,0,1,0.09090909090909091,0.0,0.0
-4373858522067250000,74755,292,0,0,0,1,7,2,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,STNL to BP,,0,0,0,1,0.28,0.0,0.0
-4373604602596840000,86922,358,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,STNL to BP,,0,0,0,1,0.10256410256410256,0.0,0.0
-4372890867637410000,291030,1097,0,1,0,0,10,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,STNL to BP,,0,0,0,1,0.07518796992481203,0.0,0.0
-4361572914256310000,10089,40,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STNL to BP,,0,0,0,1,0.25,0.0,0.0
-4361207363578460000,157593,624,0,0,0,0,20,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,STNL to BP,,0,0,0,1,0.3448275862068966,0.0,0.0
-4357063576130970000,22201,94,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,STNL to BP,,0,0,0,1,0.0,,0.0
-4355674305676070000,74782,246,0,0,0,0,6,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,STNL to BP,,0,0,0,1,0.20689655172413793,0.0,0.0
-4355014637340710000,82846,339,0,0,0,0,2,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,STNL to BP,,0,0,0,1,0.05263157894736842,0.0,0.0
-4350370216112120000,36404,132,0,0,0,0,1,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STNL to BP,,0,0,0,1,0.06666666666666667,0.0,0.0
-4347934358425280000,191950,757,0,0,0,0,1,0,91,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,95,STNL to BP,,0,0,0,1,0.01098901098901099,0.0,0.0
-4347905591617920000,256585,798,0,0,0,0,2,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,STNL to BP,,0,0,0,1,0.016,0.0,0.0
-4343669229954380000,125237,479,0,0,0,0,11,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,STNL to BP,,0,0,0,1,0.22,0.0,0.0
-4337878471013060000,137447,481,0,0,0,0,5,0,61,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68,STNL to BP,,0,0,0,1,0.08196721311475409,0.0,0.0
-4337714500569930000,179825,720,0,0,0,0,2,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,STNL to BP,,0,0,0,1,0.022988505747126436,0.0,0.0
-4336091900626200000,44409,188,0,0,0,0,5,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,STNL to BP,,0,0,0,1,0.3333333333333333,0.0,0.0
-4333357523278270000,137394,486,0,0,1,0,10,0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,STNL to BP,,0,0,0,1,0.18181818181818182,0.1,0.0
-4332253035835720000,129368,464,0,0,1,0,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,STNL to BP,,0,0,0,1,0.14545454545454545,0.125,0.0
-4328779588533490000,46505,164,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,STNL to BP,,0,0,0,1,0.0,,0.0
-4327601913428220000,113166,399,1,0,3,0,5,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,STNL to BP,,0,0,0,1,0.10869565217391304,0.6,0.0
-4327512207600790000,266744,965,1,0,0,0,13,0,117,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132,STNL to BP,0.0,0,0,1,0,0.1111111111111111,0.0,0.0
-4325527677731390000,109169,410,4,0,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,54,STNL to BP,1436.0,0,0,1,0,0.0,,0.0
