CUSTOMER_KEY,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_receipt,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,text_incoming_from_customer,text_outgoing_to_customer,Totals,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,no_purchase,percent_open,percent_click
-7708667885611474725,23,0,42,0,205,0,326,1,0,0,0,4,0,3,0,3,0,0,0,0,2,0,3,0,0,0,600,226.0,0,1,0,0,0.6288343558282209,0.2048780487804878
-7706993705029856901,0,0,10,0,96,0,292,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,402,,0,0,0,1,0.3287671232876712,0.10416666666666667
-7696380263556700079,105,0,75,2,358,2,386,1,0,1,0,1,0,5,2,77,0,0,0,0,8,0,0,0,0,0,934,168.0,1,0,0,0,0.927461139896373,0.20949720670391062
-7687478522823981278,2,0,0,3,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0,0,1,0,,
-7666347589326922410,0,0,0,0,31,0,43,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,,0,0,0,1,0.7209302325581395,0.0
-7498088826449412707,0,0,0,0,63,0,86,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,153,,0,0,0,1,0.7325581395348837,0.0
-7444272062984528908,8,0,10,0,7,0,8,1,1,2,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,38,0.0,0,0,1,0,0.875,1.4285714285714286
-7381434639362989072,0,0,22,0,301,0,258,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,585,,0,0,0,1,1.1666666666666667,0.07308970099667775
-7362917538814672174,24,0,49,1,202,2,359,1,0,5,0,0,0,5,0,9,0,0,0,0,2,0,0,0,0,0,643,372.0,0,1,0,0,0.5626740947075209,0.24257425742574257
-7220704954349947024,71,0,23,1,317,2,385,1,0,0,0,0,0,3,0,71,0,0,0,0,0,0,0,0,0,0,803,,0,0,0,1,0.8233766233766234,0.07255520504731862
-7182001334407371537,178,0,9,0,38,0,283,1,0,0,0,3,1,3,0,169,0,0,0,0,1,0,0,0,0,0,512,406.0,0,1,0,0,0.13427561837455831,0.23684210526315788
-7160336814061335004,63,0,67,0,1084,0,981,1,1,2,0,5,2,4,0,41,0,0,0,0,0,0,1,0,0,0,2201,222.0,0,1,0,0,1.1049949031600408,0.061808118081180814
-7139108510981460782,2,0,11,2,142,2,273,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,436,75.0,1,0,0,0,0.5201465201465202,0.07746478873239436
-7077566730579788140,3,5,1,0,1,0,2,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,16,824.0,0,0,1,0,0.5,1.0
-7043912350925996833,16,0,39,0,226,0,651,1,0,3,0,2,0,4,0,0,0,0,0,0,2,0,1,0,0,0,937,102.0,1,0,0,0,0.34715821812596004,0.17256637168141592
-7036322561516370182,0,0,38,0,138,0,505,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,685,,0,0,0,1,0.2732673267326733,0.2753623188405797
-7015441505373850168,37,0,24,0,572,0,512,1,0,0,0,4,1,4,1,15,0,0,0,0,4,0,0,0,0,0,1150,146.0,1,0,0,0,1.1171875,0.04195804195804196
-7010510342748082784,6,0,4,0,10,0,902,1,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,926,52.0,1,0,0,0,0.011086474501108648,0.4
-6957829994505452049,11,0,44,6,157,5,485,1,0,6,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,713,,0,0,0,1,0.3237113402061856,0.2802547770700637
-6950906650238113394,3,0,10,5,191,4,830,1,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1048,0.0,0,0,1,0,0.23012048192771084,0.05235602094240838
-6818709734020143629,94,0,69,8,571,5,635,1,0,2,0,2,1,5,2,74,0,0,0,0,4,0,1,1,0,0,1388,100.0,1,0,0,0,0.8992125984251969,0.12084063047285463
-6790631518461061502,41,0,46,0,338,0,1214,1,0,1,0,1,2,5,4,11,0,0,0,0,0,0,7,0,0,0,1645,169.0,1,0,0,0,0.2784184514003295,0.13609467455621302
-6750744984810005994,34,0,20,0,61,0,11,1,1,0,0,1,0,3,0,31,0,0,0,0,0,0,0,0,0,0,131,0.0,0,0,1,0,5.545454545454546,0.32786885245901637
-6744167893657008546,48,1,9,9,66,8,220,1,0,13,0,11,5,4,1,0,0,0,1,0,0,1,1,0,2,0,368,116.0,1,0,0,0,0.3,0.13636363636363635
-6741972986182287599,4,0,7,0,192,0,417,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,624,0.0,0,0,1,0,0.460431654676259,0.036458333333333336
-6660345576974130847,147,0,34,0,205,0,379,1,0,1,0,2,7,4,0,128,0,0,1,0,0,0,0,1,0,0,771,276.0,0,1,0,0,0.5408970976253298,0.16585365853658537
-6530624777430011960,28,2,3,20,32,21,77,1,0,0,0,0,25,3,0,0,0,0,2,0,1,2,0,0,0,0,187,53.0,1,0,0,0,0.4155844155844156,0.09375
-6527090671150346969,18,0,4,0,8,0,81,1,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,116,,0,0,0,1,0.09876543209876543,0.5
-6526689350072366994,1,0,16,0,347,0,596,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,964,,0,0,0,1,0.5822147651006712,0.04610951008645533
-6507184187867875336,5,0,16,1,82,0,254,1,0,2,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,363,0.0,0,0,1,0,0.3228346456692913,0.1951219512195122
-6483971988094031572,12,0,17,0,215,0,555,1,0,0,0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,803,138.0,1,0,0,0,0.38738738738738737,0.07906976744186046
-6441900937252259965,16,0,15,1,99,1,402,1,0,0,0,0,0,5,1,6,0,0,0,0,3,0,0,0,0,0,540,244.0,0,1,0,0,0.2462686567164179,0.15151515151515152
-6417429995057190665,47,0,31,0,440,0,477,1,0,3,0,0,0,5,0,44,0,0,0,0,0,0,0,0,0,0,1001,,0,0,0,1,0.9224318658280922,0.07045454545454545
-6171746212769013547,7,0,14,1,449,2,841,1,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,1,0,1,1320,454.0,0,1,0,0,0.5338882282996433,0.031180400890868598
-6160508446446456021,4,0,58,3,425,3,678,1,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1175,0.0,0,0,1,0,0.6268436578171092,0.13647058823529412
-6112744960481964509,13,0,10,2,250,2,257,1,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,539,,0,0,0,1,0.9727626459143969,0.04
-6061965555223657586,4,0,36,4,650,2,373,1,0,1,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,1074,637.0,0,1,0,0,1.742627345844504,0.055384615384615386
-6059503310037458980,51,0,19,3,368,3,633,1,0,1,0,0,0,4,0,50,0,0,0,0,0,0,0,0,0,0,1082,,0,0,0,1,0.5813586097946287,0.051630434782608696
-6049570537394932747,11,0,26,0,598,0,579,1,0,1,0,1,1,3,0,0,0,0,0,0,1,0,3,0,0,0,1218,345.0,0,1,0,0,1.0328151986183074,0.043478260869565216
-6025874840385639274,48,0,13,3,40,4,150,1,0,1,0,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,263,,0,0,0,1,0.26666666666666666,0.325
-5968559310524040605,20,0,8,0,463,0,811,1,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,1306,408.0,0,1,0,0,0.5709001233045623,0.017278617710583154
-5939722819055984299,123,0,31,1,139,2,412,1,0,4,0,3,0,3,2,105,0,0,0,0,0,0,1,0,0,0,712,316.0,0,1,0,0,0.33737864077669905,0.22302158273381295
-5760014016219071183,12,0,29,0,216,0,656,1,0,5,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,917,827.0,0,0,1,0,0.32926829268292684,0.13425925925925927
-5759102919560029214,44,0,17,0,8,0,93,0,0,0,0,0,0,4,0,44,0,0,0,0,0,0,0,0,0,0,166,,0,0,0,1,0.08602150537634409,2.125
-5742895356362100559,274,0,61,0,540,0,1034,1,0,3,0,4,0,6,5,251,0,0,0,0,0,0,1,0,0,0,1916,134.0,1,0,0,0,0.5222437137330754,0.11296296296296296
-5713531855049494109,15,0,30,0,578,0,861,1,0,1,0,1,1,4,4,5,0,0,0,0,1,0,0,0,0,0,1489,251.0,0,1,0,0,0.6713124274099884,0.05190311418685121
-5525552194471188130,1,0,19,1,475,1,390,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,891,,0,0,0,1,1.2179487179487178,0.04
-5450984110095424957,9,0,3,0,13,2,43,1,0,1,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,75,,0,0,0,1,0.3023255813953488,0.23076923076923078
-5417602618748645204,17,0,20,0,306,0,360,1,0,2,0,3,1,5,0,7,0,0,0,0,0,0,0,0,0,0,709,13.0,1,0,0,0,0.85,0.06535947712418301
-5401122347547820497,0,0,4,1,25,0,39,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74,,0,0,0,1,0.6410256410256411,0.16
-5374280373648718728,10,0,1,0,19,0,91,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,124,365.0,0,1,0,0,0.2087912087912088,0.05263157894736842
-5373872813822702213,5,0,11,0,290,0,253,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,562,0.0,0,0,1,0,1.1462450592885376,0.03793103448275862
-5348106785397086848,59,0,11,0,128,0,507,1,0,0,0,2,0,4,0,53,0,0,0,0,0,0,0,0,0,0,710,47.0,1,0,0,0,0.252465483234714,0.0859375
-5333932416693985977,0,3,112,0,69,0,188,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,376,0.0,0,0,1,0,0.3670212765957447,1.6231884057971016
-5290223801113959591,0,0,28,0,106,0,47,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,186,,0,0,0,1,2.25531914893617,0.2641509433962264
-5256542463348651930,275,1,28,0,735,0,482,1,0,4,0,8,2,3,2,244,0,0,1,0,0,0,1,0,0,0,1525,195.0,1,0,0,0,1.5248962655601659,0.0380952380952381
-5216982100634739990,6,0,6,1,347,1,361,1,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,727,,0,0,0,1,0.961218836565097,0.01729106628242075
-5161998943714438438,54,0,36,0,279,0,709,1,0,1,0,0,1,5,0,29,0,0,0,0,3,0,1,6,0,0,1084,180.0,1,0,0,0,0.3935119887165021,0.12903225806451613
-5123831164705290246,103,0,58,2,377,1,610,1,0,1,0,0,1,5,0,95,0,0,0,0,1,0,0,1,0,0,1157,181.0,1,0,0,0,0.6180327868852459,0.15384615384615385
-5096185894353951257,65,0,4,0,72,0,115,1,0,1,0,1,2,3,0,0,0,0,0,0,0,0,15,13,0,0,260,51.0,1,0,0,0,0.6260869565217392,0.05555555555555555
-5042074203120848926,21,0,78,0,547,0,378,1,0,1,0,0,0,4,8,0,0,0,0,0,4,0,0,0,0,0,1029,129.0,1,0,0,0,1.447089947089947,0.1425959780621572
-5025315013505885548,9,0,21,0,93,0,308,1,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,435,1415.0,0,0,1,0,0.30194805194805197,0.22580645161290322
-5019571105787427096,16,0,16,0,246,0,470,1,0,1,0,0,2,3,0,0,0,0,0,0,1,0,4,0,0,0,752,258.0,0,1,0,0,0.5234042553191489,0.06504065040650407
-5019341014345708127,0,0,47,0,112,0,317,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,480,,0,0,0,1,0.35331230283911674,0.41964285714285715
-4901350347277773919,285,0,47,4,248,3,565,1,0,3,0,8,11,5,0,244,0,0,0,0,3,0,0,9,0,0,1158,66.0,1,0,0,0,0.4389380530973451,0.18951612903225806
-4862378835485175580,37,0,3,0,2,0,7,1,0,0,0,1,10,3,1,16,1,0,0,0,2,0,1,0,0,0,54,355.0,0,1,0,0,0.2857142857142857,1.5
-4860521492561668577,0,0,1,0,88,0,78,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,172,,0,0,0,1,1.1282051282051282,0.011363636363636364
-4855642355938387396,197,0,16,0,95,0,497,1,0,0,0,0,0,5,0,186,0,0,0,0,1,0,0,0,0,0,811,0.0,0,0,1,0,0.19114688128772636,0.16842105263157894
-4791621758927842840,6,0,2,1,91,1,64,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,168,82.0,1,0,0,0,1.421875,0.02197802197802198
-4747730387069051589,2,0,19,0,344,0,656,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1026,51.0,1,0,0,0,0.524390243902439,0.055232558139534885
-4738118209948674539,78,0,105,2,1343,1,986,1,0,12,0,6,3,5,9,21,0,0,0,0,7,0,7,1,0,0,2521,55.0,1,0,0,0,1.3620689655172413,0.0781831720029784
-4736085589278100603,12,0,8,0,72,0,267,1,0,0,0,1,3,4,0,2,0,0,0,0,1,0,0,0,0,0,364,241.0,0,1,0,0,0.2696629213483146,0.1111111111111111
-4717661861309443035,247,0,27,3,117,5,79,1,0,10,0,0,0,4,0,237,0,0,0,0,0,0,0,0,0,0,483,,0,0,0,1,1.481012658227848,0.23076923076923078
-4673656321567355733,234,0,56,4,270,2,605,1,0,10,0,2,3,5,0,203,0,0,0,0,3,0,1,0,0,0,1177,198.0,1,0,0,0,0.4462809917355372,0.2074074074074074
-4648197002837373632,28,0,10,1,85,4,256,1,0,3,0,0,0,3,0,20,0,0,0,0,1,0,1,0,6,6,400,122.0,1,0,0,0,0.33203125,0.11764705882352941
-4523375502732363456,4,0,10,0,159,0,268,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,446,,0,0,0,1,0.5932835820895522,0.06289308176100629
-4471155583228856558,10,0,12,1,134,1,402,1,0,0,0,1,0,4,1,6,0,0,0,0,0,0,0,0,0,0,565,883.0,0,0,1,0,0.3333333333333333,0.08955223880597014
-4467910846133477428,1,0,22,10,161,8,512,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,720,,0,0,0,1,0.314453125,0.13664596273291926
-4397005921544659447,67,0,9,0,552,0,482,1,0,0,0,1,0,4,0,64,0,0,0,0,0,0,0,0,0,0,1115,0.0,0,0,1,0,1.1452282157676348,0.016304347826086956
-4366399185271234860,9,0,13,3,352,2,455,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,838,233.0,0,1,0,0,0.7736263736263737,0.036931818181818184
-4333526255452124651,73,0,8,1,100,0,631,1,0,3,0,0,0,4,0,65,0,0,0,0,1,0,0,0,0,0,818,0.0,0,0,1,0,0.15847860538827258,0.08
-4321519843941254985,12,0,9,0,113,0,675,1,0,0,0,1,1,4,0,5,0,0,0,0,0,0,1,0,0,0,814,405.0,0,1,0,0,0.1674074074074074,0.07964601769911504
-4300689202468780666,3,0,11,0,246,0,305,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,569,,0,0,0,1,0.8065573770491803,0.044715447154471545
-4239063859259116483,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0,0,1,0,,
-4239042740920878792,8,0,13,0,182,0,482,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,689,93.0,1,0,0,0,0.3775933609958506,0.07142857142857142
-4223453201399531403,43,0,49,0,622,0,967,1,0,1,0,7,0,4,9,4,0,0,0,0,3,0,1,0,0,0,1686,83.0,1,0,0,0,0.6432264736297828,0.07877813504823152
-4171777467130422453,4,0,5,0,30,0,529,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,572,20.0,1,0,0,0,0.05671077504725898,0.16666666666666666
-4151725809898180033,24,0,7,0,72,0,542,1,0,0,0,0,2,5,2,13,0,0,0,0,0,0,3,0,0,0,651,164.0,1,0,0,0,0.13284132841328414,0.09722222222222222
-4131351606452516686,13,0,9,0,263,0,328,1,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,618,,0,0,0,1,0.801829268292683,0.034220532319391636
-4086618434401195181,0,0,0,0,253,0,145,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,401,,0,0,0,1,1.7448275862068965,0.0
-4058975275652354016,15,0,12,0,107,0,798,1,1,0,0,1,0,4,0,9,0,0,0,0,1,0,0,0,0,0,938,850.0,0,0,1,0,0.13408521303258145,0.11214953271028037
-4056808781079647327,102,0,39,2,822,2,634,1,0,2,0,0,9,4,0,80,0,0,1,0,1,0,0,0,0,0,1607,350.0,0,1,0,0,1.2965299684542586,0.04744525547445255
-3943385539704604019,73,0,24,0,96,0,604,1,0,1,0,0,0,3,0,66,0,0,0,0,0,0,2,0,0,0,801,733.0,0,1,0,0,0.15894039735099338,0.25
-3754890901974969501,4,0,26,0,106,0,22,1,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,164,,0,0,0,1,4.818181818181818,0.24528301886792453
-3726703148680101841,6,0,3,0,278,0,644,1,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,936,111.0,1,0,0,0,0.43167701863354035,0.01079136690647482
-3709517034804563781,31,0,3,0,54,0,70,1,0,3,0,2,1,4,0,9,0,0,0,0,1,0,1,0,0,0,163,485.0,0,1,0,0,0.7714285714285715,0.05555555555555555
-3686380349691304905,8,0,45,0,179,0,601,1,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,837,771.0,0,1,0,0,0.2978369384359401,0.25139664804469275
-3667187634197863206,0,0,18,0,126,0,295,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,443,,0,0,0,1,0.4271186440677966,0.14285714285714285
-3654919271345243651,49,0,29,0,273,0,865,1,0,0,0,8,6,5,1,26,0,0,0,0,0,0,0,0,0,0,1222,144.0,1,0,0,0,0.315606936416185,0.10622710622710622
-3644588186450830372,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,1,,
-3644005315631254155,25,0,36,0,544,0,481,1,0,1,0,1,0,5,2,18,0,0,0,0,0,0,1,0,0,0,1092,622.0,0,1,0,0,1.130977130977131,0.0661764705882353
-3599653692081963666,281,0,7,0,163,0,351,1,0,3,0,24,7,5,0,213,0,0,0,0,0,0,0,0,0,0,808,66.0,1,0,0,0,0.46438746438746437,0.04294478527607362
-3599396249974101779,0,0,0,0,131,1,390,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,526,,0,0,0,1,0.33589743589743587,0.0
