CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_sth,secondary_purchase,secondary_sale,text_incoming_from_customer,Totals,CAMPAIGN_LOST,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,percent_open,percent_click
6677788661377412166,315475,1090,73,0,10,1,37,0,35,0,0,0,0,0,0,0,69,0,0,0,0,1,0,1,0,156,STNL to BP,214.0,0,1,0,1.0571428571428572,0.2702702702702703
6682784193447934012,319240,1181,39,0,2,0,14,0,103,0,0,1,0,1,0,0,35,0,0,0,0,2,0,0,0,158,STNL to BP,1809.0,0,0,1,0.13592233009708737,0.14285714285714285
6689388510626547984,1006191,3660,153,0,12,0,162,0,171,0,0,0,0,2,0,0,135,0,0,0,0,4,0,1,0,498,STNL to BP,532.0,0,1,0,0.9473684210526315,0.07407407407407407
6902197315984304436,537265,2053,43,0,2,0,70,0,151,0,0,0,0,3,0,0,32,0,0,0,0,3,0,0,0,266,STNL to BP,904.0,0,0,1,0.46357615894039733,0.02857142857142857
6976424484832773860,200064,807,25,0,0,0,18,0,56,0,0,0,0,8,0,0,11,0,0,0,0,2,0,1,0,99,STNL to BP,728.0,0,1,0,0.32142857142857145,0.0
7137804044814279250,115269,441,3,0,1,0,2,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,57,BP to STH,72.0,1,0,0,0.0392156862745098,0.5
7190841771724788605,22233,74,7,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,11,STNL to BP,1448.0,0,0,1,2.0,0.0
7232269491368354331,287017,1111,8,0,5,0,62,0,67,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,142,STNL to BP,64.0,1,0,0,0.9253731343283582,0.08064516129032258
7420510104882457312,165833,622,6,0,6,0,6,0,64,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,82,STNL to BP,67.0,1,0,0,0.09375,1.0
7845570639085461959,107236,393,4,0,3,0,3,0,43,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,53,BP to STH,0.0,0,0,1,0.06976744186046512,1.0
8001046121562066194,189974,654,6,0,0,0,7,0,81,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,94,STNL to BP,1456.0,0,0,1,0.08641975308641975,0.0
8122720086455361158,141350,488,2,0,15,0,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,70,STNL to BP,1080.0,0,0,1,0.20454545454545456,1.6666666666666667
8136649743309128814,127423,395,30,0,8,0,4,0,21,0,0,0,0,1,0,0,26,0,0,0,0,3,0,0,0,63,STNL to BP,0.0,0,0,1,0.19047619047619047,2.0
8175563627907988926,410396,1648,49,0,8,0,85,0,61,0,0,0,0,2,0,0,43,0,0,0,0,2,0,1,0,203,STNL to BP,549.0,0,1,0,1.3934426229508197,0.09411764705882353
8484907688085770444,602728,2437,185,0,5,0,16,0,91,0,0,0,0,2,1,0,172,0,0,0,0,4,0,0,0,298,STNL to BP,366.0,0,1,0,0.17582417582417584,0.3125
8543569857137797959,333527,1233,9,0,13,0,99,0,44,0,0,0,0,2,0,0,0,0,1,0,0,1,2,1,0,165,BP to STH,82.0,1,0,0,2.25,0.13131313131313133
8594362292800621071,52506,159,8,0,1,0,13,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,26,STNL to BP,360.0,0,1,0,4.333333333333333,0.07692307692307693
8621837487991327738,153770,591,32,0,3,0,4,0,37,0,0,0,0,0,0,0,26,0,0,0,0,2,0,1,0,76,STNL to BP,81.0,1,0,0,0.10810810810810811,0.75
8899976490600158464,139660,603,40,0,0,0,1,0,28,0,0,0,0,0,0,0,36,0,0,0,0,1,0,1,0,69,BP to STH,126.0,1,0,0,0.03571428571428571,0.0
8907645328465305799,86994,373,43,0,0,0,0,0,0,0,0,0,0,4,0,0,35,0,0,0,0,3,0,0,0,43,STNL to BP,101.0,1,0,0,,
8923001518233951486,222331,918,3,0,9,0,58,0,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STNL to BP,0.0,0,0,1,1.45,0.15517241379310345
9045886112770290762,218461,799,60,0,2,0,3,0,43,0,0,0,0,1,0,0,57,0,0,0,0,2,0,0,0,108,BP to STH,368.0,0,1,0,0.06976744186046512,0.6666666666666666
9195348848691755995,153472,617,10,0,3,0,23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,76,STNL to BP,727.0,0,1,0,0.575,0.13043478260869565
