CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_unsub,form_submission,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_single,primary_purchase_sth,secondary_sale,text_incoming_from_customer,text_outgoing_to_customer,Totals,CAMPAIGN_LOST,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,percent_open,percent_click
-7511031576172140000,262910,939,32,0,6,0,21,0,71,0,2,0,5,0,0,24,0,0,0,1,0,0,0,130,STNL to BP,0.0,0,0,1,0.29577464788732394,0.2857142857142857
-7242606166903490000,357631,1339,31,0,2,0,20,0,124,0,0,1,1,0,0,26,0,0,0,3,0,0,0,177,STNL to BP,628.0,0,1,0,0.16129032258064516,0.1
-7240899418767690000,218403,898,57,0,0,0,0,0,51,0,1,0,1,0,0,51,0,0,0,1,2,0,0,108,STNL to BP,67.0,1,0,0,0.0,
-7182712046965190000,240376,982,5,0,3,0,38,0,73,0,0,0,3,0,0,0,0,0,0,2,0,0,0,119,STNL to BP,1095.0,0,0,1,0.5205479452054794,0.07894736842105263
-7169266210296410000,121399,456,21,0,1,0,9,0,29,0,0,0,0,0,0,19,0,0,0,1,1,0,0,60,STNL to BP,38.0,1,0,0,0.3103448275862069,0.1111111111111111
-7152065285643840000,133338,459,1,0,1,0,33,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,STNL to BP,0.0,0,0,1,1.064516129032258,0.030303030303030304
-7013844965038690000,147488,549,8,0,3,0,20,0,42,0,0,1,2,0,0,0,0,0,0,2,0,0,0,73,BP to STH,703.0,0,1,0,0.47619047619047616,0.15
-7013085429801100000,163730,611,4,0,13,0,27,0,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,81,STNL to BP,94.0,1,0,0,0.7297297297297297,0.48148148148148145
-6780295903086840000,101141,389,39,0,0,1,8,0,2,0,0,3,8,0,0,12,0,0,0,13,1,0,0,50,STNL to BP,55.0,1,0,0,4.0,0.0
-6777942753257000000,72659,291,5,0,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,STNL to BP,0.0,0,0,1,0.4090909090909091,0.0
-6142628046751170000,36310,150,1,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STNL to BP,0.0,0,0,1,0.3076923076923077,0.0
-6138895782748630000,206212,812,8,0,4,0,14,0,75,0,0,0,0,0,0,0,0,0,0,2,5,0,1,102,STNL to BP,60.0,1,0,0,0.18666666666666668,0.2857142857142857
-6038549214255460000,159714,648,26,0,0,0,11,0,42,0,0,0,0,0,0,22,0,0,0,2,1,0,0,79,STNL to BP,364.0,0,1,0,0.2619047619047619,0.0
-6018330742315410000,187661,733,9,0,0,0,12,0,72,0,0,0,1,0,1,0,0,0,0,2,0,0,0,93,STNL to BP,176.0,1,0,0,0.16666666666666666,0.0
-5623366667990780000,317297,1164,7,0,5,0,32,0,113,0,0,0,2,0,0,0,0,0,0,2,0,0,0,157,STNL to BP,368.0,0,1,0,0.2831858407079646,0.15625
-5576681996760360000,117178,423,5,0,0,0,4,0,49,0,0,0,2,0,0,0,0,0,0,2,1,0,0,58,STNL to BP,809.0,0,0,1,0.08163265306122448,0.0
-5465176577155670000,177919,625,9,0,8,0,24,0,47,0,0,0,2,0,0,0,0,0,0,4,0,0,0,88,STNL to BP,300.0,0,1,0,0.5106382978723404,0.3333333333333333
-5438904297767410000,638655,2260,70,0,12,1,127,1,105,0,0,0,1,0,0,65,0,0,0,2,0,0,0,316,STNL to BP,1809.0,0,0,1,1.2095238095238094,0.09448818897637795
-5407253129063370000,739987,2951,107,0,24,0,155,1,78,0,3,0,3,1,0,91,0,0,0,4,0,0,0,366,STNL to BP,720.0,0,1,0,1.9871794871794872,0.15483870967741936
-5103492095618900000,58613,179,7,0,2,0,10,0,10,0,0,0,0,0,0,4,0,0,0,2,1,0,0,29,STNL to BP,904.0,0,0,1,1.0,0.2
-5030674902807640000,147697,568,38,0,3,0,15,0,17,0,0,1,1,0,0,33,0,0,0,1,0,0,0,73,STNL to BP,101.0,1,0,0,0.8823529411764706,0.2
-4997203215615380000,93071,299,2,0,1,0,2,2,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,46,STNL to BP,108.0,1,0,0,0.05263157894736842,0.5
-4939237054244710000,320966,1239,10,0,0,0,48,0,101,0,0,0,1,0,0,0,0,0,0,3,1,0,0,159,STNL to BP,603.0,0,1,0,0.4752475247524752,0.0
-4902504496224830000,12123,38,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,BP to STH,1095.0,0,0,1,0.0,
-4888835487092640000,157826,576,20,0,3,4,13,1,37,0,0,0,2,0,0,16,0,0,0,1,0,0,0,78,STNL to BP,0.0,0,0,1,0.35135135135135137,0.23076923076923078
-4874369824113940000,260736,1115,15,0,8,0,46,0,59,0,0,7,2,1,0,0,0,0,0,1,0,0,0,129,STNL to BP,29.0,1,0,0,0.7796610169491526,0.17391304347826086
-4678473777411840000,214470,738,71,0,3,0,8,0,24,0,0,0,0,0,0,68,0,0,0,1,0,0,0,106,STNL to BP,0.0,0,0,1,0.3333333333333333,0.375
