primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,merch_purchase,percent_open,percent_click,CAMPAIGN_LOST,Totals
0,0,0,0,2,0,0,0.6333333333333333,0.07894736842105263,BP to STH,103
0,0,0,0,0,0,0,0.6666666666666666,0.015151515151515152,STNL to BP,171
1,0,0,0,0,0,1,1.0654205607476634,0.03508771929824561,STNL to BP,232
0,0,1,0,0,0,1,1.3333333333333333,0.0,STNL to BP,16
0,0,0,0,0,1,0,0.2288135593220339,0.18518518518518517,BP to STH,156
0,0,0,0,0,0,0,0.1504424778761062,0.058823529411764705,STNL to BP,133
0,0,0,0,1,0,0,0.5925925925925926,0.0625,BP to STH,340
0,0,0,0,0,0,0,0.49206349206349204,0.03225806451612903,STNL to BP,101
0,0,0,0,0,0,1,0.22340425531914893,0.047619047619047616,STNL to BP,119
1,0,0,0,0,0,0,0.3333333333333333,0.027777777777777776,STNL to BP,149
0,0,0,0,0,0,2,0.05813953488372093,0.0,STNL to BP,95
0,0,0,0,1,1,1,0.0970873786407767,0.0,STNL to BP,116
0,0,0,0,0,0,2,0.13333333333333333,0.0,STNL to BP,130
0,0,0,0,0,0,0,0.7123287671232876,0.038461538461538464,STNL to BP,193
0,0,0,0,1,0,0,0.06,0.3333333333333333,STNL to BP,62
0,1,0,0,1,0,0,0.29850746268656714,0.1,STNL to BP,95
0,0,0,0,0,0,0,0.0,,BP to STH,14
0,0,0,0,0,0,1,0.5333333333333333,0.03125,STNL to BP,98
0,0,1,0,0,0,2,0.36298932384341637,0.0196078431372549,STNL to BP,389
0,0,0,0,0,0,0,0.0,,STNL to BP,154
0,0,0,0,1,0,0,1.1533333333333333,0.011560693641618497,STNL to BP,351
0,0,0,0,0,0,0,0.043859649122807015,0.0,STNL to BP,121
4,0,0,0,0,0,0,0.5714285714285714,0.0,BP to STH,105
0,0,0,0,0,0,0,0.07142857142857142,0.0,STNL to BP,32
0,0,1,0,0,0,1,0.04895104895104895,0.07142857142857142,STNL to BP,308
0,0,0,0,1,0,0,0.9642857142857143,0.037037037037037035,STNL to BP,58
1,0,0,0,0,0,0,0.15789473684210525,0.1111111111111111,STNL to BP,74
0,0,0,0,0,0,1,0.29577464788732394,0.0,STNL to BP,97
0,0,0,0,0,7,0,0.18688524590163935,0.07017543859649122,STNL to BP,399
0,0,0,0,0,0,2,0.38235294117647056,0.02564102564102564,STNL to BP,146
0,0,1,0,0,8,0,0.3203463203463203,0.14864864864864866,BP to STH,406
0,0,0,0,0,0,1,0.37142857142857144,0.0,STNL to BP,191
0,1,0,0,0,0,0,0.06060606060606061,0.0,STNL to BP,182
0,0,0,1,0,0,0,1.103448275862069,0.0,STNL to BP,68
0,0,0,0,0,0,0,0.056910569105691054,0.0,STNL to BP,159
0,0,0,0,0,0,2,0.058823529411764705,0.14285714285714285,STNL to BP,132
0,0,0,0,0,2,0,1.457142857142857,0.0392156862745098,BP to STH,372
0,0,0,0,0,0,1,0.3473684210526316,0.18181818181818182,STNL to BP,140
1,0,0,0,1,1,0,0.4788732394366197,0.20588235294117646,BP to STH,144
0,0,0,0,0,0,0,0.6391752577319587,0.08064516129032258,BP to STH,177
0,0,0,0,0,0,0,0.13043478260869565,0.1111111111111111,BP to STH,174
0,0,0,0,2,0,0,0.0,,STNL to BP,93
0,0,2,0,0,1,0,0.5714285714285714,0.05555555555555555,BP to STH,116
0,0,0,0,0,0,0,0.25,0.09523809523809523,STNL to BP,113
0,0,0,0,0,0,2,1.051980198019802,0.042352941176470586,STNL to BP,1006
0,0,0,0,0,0,0,0.03636363636363636,0.25,STNL to BP,117
0,0,0,0,0,1,0,0.5578947368421052,0.1320754716981132,STNL to BP,157
0,0,0,0,0,3,0,0.4830917874396135,0.13,STNL to BP,368
0,0,0,0,0,0,2,0.71875,0.21739130434782608,STNL to BP,66
0,0,0,0,0,0,3,0.5185185185185185,0.0,STNL to BP,46
0,0,0,0,1,1,0,0.25925925925925924,0.2857142857142857,STNL to BP,147
0,0,0,0,0,4,0,0.41786743515850144,0.15862068965517243,STNL to BP,589
2,0,0,0,0,0,0,0.10666666666666667,0.5,STNL to BP,95
0,0,0,0,1,0,0,0.26605504587155965,0.0,STNL to BP,145
2,0,0,0,0,0,0,0.17010309278350516,0.030303030303030304,STNL to BP,230
0,0,0,0,0,0,4,0.6052631578947368,0.13043478260869565,BP to STH,412
0,0,0,0,0,0,0,0.12903225806451613,0.0,STNL to BP,87
0,0,0,0,0,1,4,0.2677165354330709,0.11764705882352941,BP to STH,234
0,0,0,0,0,0,2,0.05063291139240506,0.0,STNL to BP,86
0,0,0,0,4,0,1,0.12903225806451613,0.0,STNL to BP,87
0,0,0,0,0,0,0,0.42857142857142855,0.0,STNL to BP,25
0,0,0,0,0,2,1,0.1762295081967213,0.11627906976744186,STNL to BP,323
0,0,1,0,3,0,0,0.288135593220339,0.14705882352941177,STNL to BP,256
0,0,1,0,1,0,0,0.35609756097560974,0.0547945205479452,BP to STH,301
0,0,3,0,0,0,0,0.19724770642201836,0.13953488372093023,STNL to BP,280
1,0,0,0,0,0,3,1.0528846153846154,0.0593607305936073,BP to STH,536
0,0,0,0,1,0,0,0.08571428571428572,0.06666666666666667,STNL to BP,216
0,0,0,0,2,0,0,0.2222222222222222,0.0,STNL to BP,26
0,0,0,0,1,0,1,0.16666666666666666,2.5,STNL to BP,31
0,0,0,0,3,0,0,0.20212765957446807,0.15789473684210525,STNL to BP,119
0,0,0,0,1,0,0,0.1291866028708134,0.037037037037037035,STNL to BP,316
0,0,0,0,0,0,0,1.8631578947368421,0.03389830508474576,STNL to BP,382
0,0,0,0,0,11,0,0.4666666666666667,0.14285714285714285,STNL to BP,102
0,0,0,0,2,0,0,0.4715909090909091,0.13253012048192772,BP to STH,314
0,0,0,0,0,0,0,0.13970588235294118,0.10526315789473684,STNL to BP,160
0,0,0,0,0,0,0,0.03474903474903475,0.0,STNL to BP,290
0,0,0,0,0,0,0,0.13043478260869565,0.030303030303030304,STNL to BP,291
0,0,0,0,2,0,0,0.8333333333333334,0.03333333333333333,STNL to BP,72
0,0,0,0,0,0,0,0.24358974358974358,0.06578947368421052,STNL to BP,500
0,0,0,0,0,2,0,0.1875,0.2857142857142857,STNL to BP,266
0,0,0,0,0,0,2,0.0,,STNL to BP,90
0,0,0,0,1,0,1,0.13274336283185842,0.06666666666666667,STNL to BP,133
0,0,0,0,4,0,0,0.27692307692307694,0.05555555555555555,STNL to BP,99
0,0,1,0,1,0,0,0.657439446366782,0.28421052631578947,STNL to BP,597
0,0,0,0,0,4,0,0.3069306930693069,0.0,STNL to BP,188
2,0,0,0,0,0,0,0.0958904109589041,0.0,STNL to BP,88
0,0,0,0,0,0,2,0.0,,STNL to BP,45
0,0,0,0,0,0,0,0.20512820512820512,0.0,STNL to BP,50
0,0,0,0,0,0,0,0.13043478260869565,0.0,BP to STH,162
1,0,0,0,0,0,1,0.3333333333333333,0.17391304347826086,STNL to BP,196
0,0,0,0,3,0,1,0.12886597938144329,0.04,BP to STH,230
0,0,0,0,0,5,0,0.6530612244897959,0.03125,BP to STH,93
0,0,0,0,1,0,0,0.17266187050359713,0.041666666666666664,STNL to BP,168
0,0,2,0,1,0,1,0.9403973509933775,0.19718309859154928,BP to STH,739
0,0,0,0,1,1,0,0.09574468085106383,0.0,STNL to BP,106
0,0,0,0,0,6,0,0.8766233766233766,0.007407407407407408,STNL to BP,298
0,0,0,0,0,0,2,1.0566037735849056,0.008928571428571428,STNL to BP,221
0,0,0,0,0,2,0,0.06666666666666667,0.0,STNL to BP,183
0,0,0,0,0,0,0,0.0,,STNL to BP,11
0,0,0,0,0,0,0,0.6,0.0,STNL to BP,64
0,0,0,0,1,1,1,0.04081632653061224,0.0,STNL to BP,267
0,0,0,0,0,0,0,0.1728395061728395,0.07142857142857142,STNL to BP,114
0,0,0,0,0,1,1,0.25471698113207547,0.14814814814814814,STNL to BP,421
0,0,1,0,0,0,0,0.358974358974359,0.09523809523809523,STNL to BP,167
0,1,0,0,0,0,7,0.372,0.043010752688172046,STNL to BP,399
0,0,0,0,0,0,1,0.2029520295202952,0.0,STNL to BP,584
0,0,0,0,0,0,1,0.3283582089552239,0.18181818181818182,STNL to BP,103
0,0,0,0,0,0,2,0.8208955223880597,0.01818181818181818,BP to STH,129
0,0,0,0,0,0,1,0.04827586206896552,0.2857142857142857,STNL to BP,178
0,0,0,0,0,0,0,0.07647058823529412,0.15384615384615385,STNL to BP,203
0,0,0,0,1,0,1,0.1368421052631579,0.15384615384615385,STNL to BP,120
1,0,0,0,0,0,1,0.5238095238095238,0.12396694214876033,STNL to BP,428
0,0,0,0,2,0,0,0.0,,STNL to BP,31
0,0,0,0,2,1,1,0.10294117647058823,0.0,STNL to BP,80
0,0,0,0,0,0,0,0.21008403361344538,0.0,BP to STH,174
0,1,0,0,1,0,0,0.0,,STNL to BP,49
0,0,1,0,1,0,0,0.175,0.0,STNL to BP,103
0,0,0,0,1,0,0,0.6822429906542056,0.1643835616438356,STNL to BP,202
0,0,0,0,0,0,0,0.7922077922077922,0.09836065573770492,STNL to BP,148
0,0,1,0,0,0,0,0.1927710843373494,0.09375,BP to STH,206
0,0,0,0,0,0,0,0.1,0.0,STNL to BP,66
0,0,0,0,0,11,0,0.22580645161290322,0.12244897959183673,STNL to BP,369
0,0,0,0,0,0,0,1.503030303030303,0.028225806451612902,STNL to BP,537
0,0,1,0,0,0,0,0.8793103448275862,0.049019607843137254,BP to STH,300
0,0,0,0,1,0,0,0.4868421052631579,0.10810810810810811,BP to STH,121
0,0,0,0,0,0,0,0.8549618320610687,0.10714285714285714,STNL to BP,361
0,0,0,0,2,0,3,0.9045643153526971,0.013761467889908258,BP to STH,475
0,0,0,0,0,0,0,0.0,,STNL to BP,99
0,0,0,0,0,1,0,0.0625,0.0,STNL to BP,106
0,0,0,0,0,0,0,1.0155642023346303,0.022988505747126436,STNL to BP,530
0,0,0,0,0,3,0,0.3058823529411765,0.23076923076923078,STNL to BP,149
0,0,0,0,1,0,0,0.1782178217821782,0.0,STNL to BP,196
0,0,0,0,0,0,0,0.05660377358490566,0.0,STNL to BP,62
0,0,0,0,0,0,0,0.22012578616352202,0.0,STNL to BP,204
0,0,0,0,1,2,1,1.0745341614906831,0.057803468208092484,STNL to BP,593
0,0,0,0,0,0,3,0.22950819672131148,0.14285714285714285,STNL to BP,80
1,0,0,0,3,0,1,0.07236842105263158,0.18181818181818182,STNL to BP,177
0,0,0,0,1,0,0,0.32786885245901637,0.0,STNL to BP,109
1,0,0,0,0,0,1,0.11458333333333333,0.0,BP to STH,109
0,0,0,0,0,0,2,0.08163265306122448,0.25,STNL to BP,114
4,0,1,0,0,0,0,0.19230769230769232,1.0,STNL to BP,257
0,0,0,0,1,0,2,0.3918918918918919,0.034482758620689655,BP to STH,111
1,0,0,0,0,0,0,0.0975609756097561,0.0,STNL to BP,140
0,0,1,0,0,0,0,0.11267605633802817,0.125,STNL to BP,86
1,0,0,0,0,0,0,0.28846153846153844,0.06666666666666667,STNL to BP,71
0,0,0,0,0,0,1,0.1568627450980392,0.1875,BP to STH,126
0,0,0,0,0,0,2,0.2064343163538874,0.09090909090909091,STNL to BP,496
0,0,1,0,0,1,0,1.2801556420233462,0.0729483282674772,STNL to BP,665
0,0,0,0,0,3,0,0.1592356687898089,0.04,STNL to BP,195
0,2,0,0,0,0,0,0.014285714285714285,0.0,STNL to BP,75
0,0,1,0,0,0,0,0.38596491228070173,0.045454545454545456,BP to STH,83
0,0,0,0,0,3,0,0.2631578947368421,0.13333333333333333,STNL to BP,102
0,0,0,0,0,2,0,0.9308176100628931,0.14189189189189189,STNL to BP,800
2,0,1,0,0,1,0,1.6964285714285714,0.09824561403508772,STNL to BP,585
0,0,0,0,0,0,3,1.1472868217054264,0.0472972972972973,STNL to BP,292
0,0,0,0,0,0,0,,,BP to STH,9
0,0,1,0,1,0,0,0.12037037037037036,0.0,STNL to BP,127
0,0,1,0,1,0,0,0.08163265306122448,0.0,STNL to BP,56
0,0,1,0,0,0,0,1.3194444444444444,0.18947368421052632,STNL to BP,194
0,0,1,0,1,0,0,0.22448979591836735,0.2727272727272727,STNL to BP,201
0,0,0,0,0,0,0,0.42857142857142855,0.09090909090909091,STNL to BP,130
0,0,0,0,1,0,0,0.19117647058823528,0.07692307692307693,STNL to BP,173
0,0,0,0,0,9,0,5.647058823529412,0.052083333333333336,STNL to BP,167
0,0,1,0,1,0,0,0.23300970873786409,0.125,BP to STH,136
0,0,0,0,0,0,0,0.5284552845528455,0.015384615384615385,STNL to BP,273
0,0,0,0,0,3,0,0.12101910828025478,0.10526315789473684,STNL to BP,194
0,1,0,0,0,0,0,0.1206896551724138,0.14285714285714285,STNL to BP,72
0,0,0,0,0,0,0,0.136986301369863,0.3,BP to STH,180
0,0,0,0,0,0,2,0.031446540880503145,0.0,STNL to BP,178
0,0,0,0,0,0,0,0.06060606060606061,0.5,BP to STH,150
0,0,0,0,0,6,0,0.43174603174603177,0.029411764705882353,STNL to BP,619
1,0,0,0,0,0,1,0.0975609756097561,0.0625,STNL to BP,189
1,0,0,0,0,0,0,0.5694444444444444,0.0,BP to STH,129
0,0,2,0,0,1,0,0.8461538461538461,0.13636363636363635,STNL to BP,58
1,0,1,2,0,0,0,0.2675438596491228,0.21311475409836064,STNL to BP,410
0,0,0,0,0,0,0,1.3888888888888888,0.056666666666666664,STNL to BP,606
1,0,0,0,0,0,0,0.24719101123595505,0.045454545454545456,BP to STH,130
0,0,0,0,0,0,2,6.914285714285715,0.002066115702479339,STNL to BP,1132
0,0,1,0,2,0,0,0.3784860557768924,0.18947368421052632,STNL to BP,379
0,0,0,0,0,0,0,0.2571428571428571,0.0,STNL to BP,107
0,0,1,0,0,0,1,0.17613636363636365,0.03225806451612903,BP to STH,237
0,0,0,0,1,0,0,1.1126760563380282,0.012658227848101266,STNL to BP,163
0,0,1,0,0,0,2,0.5654450261780105,0.12037037037037036,STNL to BP,485
0,0,0,0,2,1,0,0.0,,STNL to BP,74
0,0,0,0,2,0,0,0.9634146341463414,0.0189873417721519,BP to STH,329
0,0,0,0,0,0,2,0.35797665369649806,0.05434782608695652,BP to STH,359
0,0,1,0,0,0,0,0.23493975903614459,0.02564102564102564,STNL to BP,209
0,0,0,0,0,0,0,0.475,0.07894736842105263,BP to STH,126
0,1,0,0,0,0,0,0.16176470588235295,0.36363636363636365,STNL to BP,87
0,0,0,0,0,0,0,0.0,,STNL to BP,120
0,0,1,0,0,0,1,0.7506112469437652,0.006514657980456026,STNL to BP,733
0,0,0,0,1,0,0,,,STNL to BP,4
0,0,0,0,0,2,0,0.38095238095238093,0.125,STNL to BP,224
0,0,1,0,0,0,0,0.2222222222222222,0.0,STNL to BP,141
