primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_suite,secondary_purchase,secondary_sale,merch_purchase,percent_open,percent_click,Totals
0,0,1,0,1,0,1,0.3192488262910798,0.08088235294117647,586
1,0,1,0,0,0,0,0.704201680672269,0.10023866348448687,1081
0,0,1,0,1,0,2,0.12813370473537605,0.17391304347826086,843
1,1,1,0,3,0,0,0.21680216802168023,0.25,521
0,0,1,0,3,0,0,0.7060931899641577,0.03553299492385787,508
1,0,6,0,0,0,0,0.9889937106918238,0.1192368839427663,1372
0,0,1,0,0,0,0,5.214285714285714,0.1232876712328767,127
1,0,0,0,0,0,5,0.2007168458781362,0.008928571428571428,689
1,0,1,0,0,0,1,0.6763636363636364,0.06810035842293907,1453
1,0,0,0,1,4,1,0.441340782122905,0.02531645569620253,655
1,0,0,0,0,0,7,0.11818181818181818,0.09615384615384616,569
0,0,1,0,0,0,0,0.2329059829059829,0.11009174311926606,595
1,0,0,0,0,0,0,0.09210526315789473,0.047619047619047616,255
1,0,0,0,4,0,1,0.4684512428298279,0.1306122448979592,820
0,0,2,0,0,0,0,0.8236559139784946,0.033942558746736295,888
1,0,0,0,0,0,0,0.9509043927648578,0.06793478260869565,789
1,0,0,0,0,0,1,0.14285714285714285,2.0,53
1,0,1,0,1,0,0,0.7083333333333334,0.3382352941176471,199
0,0,1,0,0,0,0,0.7647058823529411,0.07692307692307693,75
2,0,10,0,2,0,6,1.1591895803183792,0.08364544319600499,1638
1,0,0,0,0,0,1,0.7758007117437722,0.08256880733944955,556
0,0,1,0,0,0,0,0.05,0.2222222222222222,197
0,0,1,0,0,0,0,0.36585365853658536,0.36666666666666664,128
1,0,0,0,0,0,0,0.2006079027355623,0.12121212121212122,445
1,1,0,0,0,0,0,0.0735632183908046,0.21875,485
0,0,2,0,1,0,0,0.5009041591320073,0.08303249097472924,930
1,0,0,0,0,0,0,1.2290076335877862,0.10248447204968944,630
0,0,1,0,0,0,0,0.3371647509578544,0.07954545454545454,362
1,0,0,0,0,0,0,0.08977556109725686,0.1111111111111111,446
1,0,0,0,0,0,4,0.6244131455399061,0.10526315789473684,528
1,0,0,0,0,0,0,1.1846689895470384,0.01764705882352941,638
0,0,1,0,1,0,0,0.0748663101604278,0.7142857142857143,442
0,0,1,0,0,0,0,1.6108490566037736,0.020497803806734993,1128
1,0,0,0,0,0,0,0.15217391304347827,0.17142857142857143,310
1,1,1,0,0,0,0,0.7789855072463768,0.06046511627906977,522
0,0,1,0,0,0,0,0.21070234113712374,0.1111111111111111,375
1,0,0,0,0,0,1,0.16527942925089179,0.050359712230215826,999
0,0,1,0,2,0,0,0.0,,45
1,0,0,0,0,0,0,0.594488188976378,0.06622516556291391,421
1,0,0,0,0,0,0,0.11699779249448124,0.1509433962264151,627
1,0,0,0,0,0,0,0.2698072805139186,0.1349206349206349,1082
0,0,1,0,0,0,0,0.8552631578947368,0.26153846153846155,482
0,0,1,0,0,0,0,0.768025078369906,0.0673469387755102,1335
0,0,1,0,1,0,0,0.2345360824742268,0.02197802197802198,981
1,0,0,0,0,0,0,0.34951456310679613,0.05555555555555555,1364
0,0,1,0,0,0,0,0.11136890951276102,0.0625,486
1,0,0,0,0,0,0,0.34877384196185285,0.046875,537
1,0,0,0,0,0,1,0.6657824933687002,0.08167330677290836,1452
0,0,1,0,0,1,0,1.0849056603773586,0.06086956521739131,352
1,0,4,0,1,0,0,0.1510204081632653,0.1891891891891892,1491
1,0,0,0,0,0,0,0.5335689045936396,0.019867549668874173,448
0,0,1,0,0,0,0,1.0,0.0,14
1,0,0,0,0,0,0,0.3257918552036199,0.125,308
1,0,0,0,0,0,0,0.12251655629139073,0.02702702702702703,348
1,1,1,0,1,0,0,0.3542074363992172,0.13259668508287292,1304
0,0,2,0,0,0,1,0.07130124777183601,0.05,614
0,0,0,0,0,0,0,0.2633587786259542,0.0,418
0,0,1,0,6,0,0,0.3879598662207358,0.1206896551724138,452
0,0,1,0,0,0,2,0.5172413793103449,0.014285714285714285,628
1,0,0,0,1,0,0,3.4597701149425286,0.044296788482835,1216
1,0,0,0,0,0,0,0.987012987012987,0.09210526315789473,164
1,0,0,0,0,0,1,0.4478723404255319,0.014251781472684086,1574
1,0,0,0,0,0,0,0.04526748971193416,0.36363636363636365,264
1,0,0,0,0,0,0,0.45789473684210524,0.034482758620689655,690
0,0,1,0,0,0,1,0.09662576687116564,0.07936507936507936,821
0,0,1,0,0,0,1,0.3612565445026178,0.10869565217391304,542
1,0,0,0,0,0,0,0.08552631578947369,0.0,170
0,0,1,0,0,0,0,1.3066666666666666,0.061224489795918366,543
1,0,0,0,0,0,0,0.025522041763341066,0.9090909090909091,458
1,0,0,0,0,0,0,0.4903536977491961,0.03278688524590164,948
5,1,2,0,0,15,0,0.7058029689608637,0.11759082217973231,2875
0,0,1,0,0,0,0,1.209375,0.11369509043927649,759
0,0,1,0,0,0,0,1.271186440677966,0.07466666666666667,702
1,0,1,0,0,0,2,0.26143790849673204,0.25,416
0,0,1,0,0,0,0,0.21074380165289255,0.09803921568627451,303
1,0,0,0,0,0,0,0.2990353697749196,0.010752688172043012,410
1,0,1,0,0,0,0,0.9833887043189369,0.033783783783783786,622
0,0,2,0,2,0,3,1.4245689655172413,0.06354009077155824,1260
1,0,0,0,0,0,0,0.5068181818181818,0.08968609865470852,693
1,0,0,0,0,0,0,0.1951219512195122,0.0375,498
1,0,1,0,0,0,0,0.8523809523809524,0.13966480446927373,423
1,0,0,0,4,0,0,0.21716101694915255,0.03414634146341464,1181
1,0,0,0,0,0,0,0.47413793103448276,0.10909090909090909,183
0,0,1,0,0,0,0,0.991304347826087,0.06140350877192982,242
0,0,1,0,0,0,0,0.061068702290076333,0.25,287
1,0,0,0,0,0,0,0.3473684210526316,0.06060606060606061,682
0,0,1,0,2,0,7,0.18161434977578475,0.19753086419753085,580
0,0,1,0,0,0,0,0.09931506849315068,0.20689655172413793,332
0,0,1,0,0,0,1,0.6189376443418014,0.05970149253731343,723
0,0,1,0,0,0,1,0.2222222222222222,0.05555555555555555,314
0,0,2,0,1,0,0,,,10
1,0,0,0,0,0,0,0.6301369863013698,0.043478260869565216,490
0,0,2,0,1,0,0,0.34594594594594597,0.109375,892
1,0,0,0,0,0,0,0.7689075630252101,0.03278688524590164,433
1,0,0,0,0,0,0,0.30344827586206896,0.13636363636363635,395
1,0,0,0,0,8,0,0.5178571428571429,0.3793103448275862,396
0,0,1,0,0,0,0,0.5444444444444444,0.04081632653061224,1156
1,0,0,0,0,0,0,0.8285714285714286,0.04509283819628647,890
0,0,1,0,2,0,2,1.2120051085568326,0.02528977871443625,1778
1,0,0,0,0,0,0,0.13109756097560976,0.08139534883720931,756
1,0,1,0,0,0,0,0.4586206896551724,0.19548872180451127,595
0,0,1,0,0,0,0,0.08681672025723473,0.037037037037037035,349
1,0,0,0,0,0,0,1.1549295774647887,0.036585365853658534,162
0,0,1,0,0,0,0,0.12121212121212122,0.022727272727272728,414
1,0,0,0,0,0,0,1.2067669172932332,0.04672897196261682,610
1,0,0,0,0,0,4,0.1476923076923077,0.16666666666666666,426
1,0,0,0,0,0,0,0.030100334448160536,0.2222222222222222,315
1,0,0,0,2,0,0,0.09348441926345609,0.7676767676767676,1310
4,0,2,0,0,0,0,0.23809523809523808,2.6,65
0,0,1,0,0,0,0,0.7469879518072289,0.04838709677419355,745
0,0,1,0,0,0,0,0.6141732283464567,0.1794871794871795,225
1,0,1,0,0,0,0,2.5404255319148934,0.01675041876046901,863
1,0,1,0,0,0,0,0.24587458745874588,0.12080536912751678,797
0,0,0,0,0,6,0,0.35106382978723405,0.030303030303030304,423
1,0,0,0,0,0,0,0.40298507462686567,0.2222222222222222,206
1,0,0,0,0,0,1,0.2052980132450331,0.1935483870967742,608
0,0,1,0,2,0,2,0.44029850746268656,0.3728813559322034,251
0,0,0,0,3,0,0,5.842105263157895,0.018018018018018018,189
0,0,1,0,1,0,0,0.1729106628242075,0.08333333333333333,420
0,0,1,0,0,0,0,0.10409556313993173,0.03278688524590164,655
1,0,1,0,11,2,0,0.5392670157068062,0.019417475728155338,640
0,0,1,0,0,0,0,0.30455635491606714,0.11023622047244094,564
1,0,0,0,0,0,0,1.148936170212766,0.0,112
1,0,1,0,0,0,0,0.3972286374133949,0.08139534883720931,628
1,0,1,0,2,0,0,1.1174652241112828,0.035961272475795295,1415
0,0,0,0,0,5,0,1.2485875706214689,0.03167420814479638,1191
0,0,1,0,0,0,0,1.1487341772151898,0.011019283746556474,690
1,0,1,0,0,0,0,0.08888888888888889,0.0,302
2,0,5,0,2,0,2,2.2576687116564416,0.10869565217391304,1270
0,0,1,0,0,0,0,0.2127659574468085,0.05,470
1,0,0,0,1,0,0,0.2859960552268245,0.10344827586206896,842
0,0,1,0,0,0,0,0.11764705882352941,0.07692307692307693,508
0,0,1,0,0,0,0,0.3602941176470588,0.07142857142857142,402
0,0,1,0,0,0,1,0.46218487394957986,0.05454545454545454,361
0,0,1,0,0,0,0,0.0091324200913242,0.0,228
0,0,2,0,1,0,0,0.43870967741935485,0.058823529411764705,465
0,0,1,0,0,0,5,0.07815275310834814,0.11363636363636363,653
1,0,2,0,0,0,0,0.09615384615384616,0.1,476
1,0,1,0,1,0,1,0.007856341189674524,0.5714285714285714,950
1,0,1,0,0,0,0,0.4853658536585366,0.22110552763819097,663
0,0,1,0,0,0,2,0.4349315068493151,0.13385826771653545,444
0,0,1,0,0,0,3,0.34146341463414637,0.03125,897
1,0,1,0,0,0,0,0.6236559139784946,0.10344827586206896,509
0,0,1,0,2,0,0,0.06093189964157706,0.0,309
1,0,0,0,0,0,0,0.13333333333333333,0.05,522
2,0,0,0,0,0,0,1.643884892086331,0.09409190371991247,787
0,0,2,0,6,0,0,0.116331096196868,0.21153846153846154,547
0,0,1,0,0,0,1,0.4315068493150685,0.015873015873015872,427
0,2,1,0,0,1,0,0.23739837398373984,0.0410958904109589,786
1,0,0,0,0,0,0,0.40757238307349664,0.03825136612021858,731
0,0,1,0,2,0,0,0.9547169811320755,0.04743083003952569,543
1,0,0,0,0,0,2,0.21153846153846154,0.1038961038961039,456
1,0,0,0,0,0,0,0.16159250585480095,0.057971014492753624,506
1,0,0,0,0,0,2,0.15325994919559696,0.055248618784530384,1847
1,0,0,0,0,0,0,0.1733615221987315,0.15853658536585366,573
2,0,1,0,1,0,0,0.9315960912052117,0.12237762237762238,657
1,0,0,0,0,0,0,0.1518987341772152,0.16666666666666666,98
0,0,2,0,0,0,0,0.23269513991163476,0.10759493670886076,868
0,0,1,0,0,1,0,0.611336032388664,0.052980132450331126,419
1,0,1,0,0,0,0,0.4627659574468085,0.05747126436781609,1438
1,0,0,0,0,0,0,0.021052631578947368,2.0,106
1,1,0,0,0,0,0,0.7397003745318352,0.035443037974683546,951
1,0,4,0,2,0,1,0.7049891540130152,0.08,919
0,0,1,0,2,1,1,0.17026378896882494,0.36619718309859156,1135
0,0,3,0,0,0,0,0.35471698113207545,0.22340425531914893,404
0,1,0,0,0,2,0,0.37962962962962965,0.012195121951219513,430
0,0,1,0,0,0,0,0.10505836575875487,0.5185185185185185,848
1,0,0,0,0,0,0,0.2862190812720848,0.06172839506172839,374
0,0,1,0,0,0,0,0.7384615384615385,0.03125,246
1,0,0,0,1,0,0,0.38137472283813745,0.3372093023255814,691
0,0,1,0,0,0,0,0.26458333333333334,0.047244094488188976,625
1,0,1,0,1,0,0,0.6475409836065574,0.02531645569620253,415
0,1,1,0,0,0,9,0.2036144578313253,0.08875739644970414,1040
0,1,1,0,0,0,0,0.182648401826484,0.025,529
1,0,0,0,0,0,0,1.0831408775981524,0.021321961620469083,919
1,0,0,0,0,0,0,0.5,0.06338028169014084,440
0,0,1,0,0,0,0,0.11264367816091954,0.1836734693877551,499
1,0,0,0,0,0,0,0.3,3.6666666666666665,31
1,0,0,0,0,0,3,0.2014388489208633,0.08928571428571429,688
0,2,1,0,2,0,0,0.42747252747252745,0.10539845758354756,1653
1,0,0,0,0,0,0,0.16216216216216217,0.3333333333333333,366
1,0,0,0,0,0,0,0.025183630640083946,0.3333333333333333,990
0,0,1,0,0,0,0,0.026501766784452298,0.0,587
1,0,0,0,0,0,0,0.5650557620817844,0.046052631578947366,432
2,0,0,0,0,0,0,0.7065217391304348,0.026923076923076925,641
1,0,1,0,0,0,2,1.1751824817518248,0.018633540372670808,612
0,1,4,0,0,0,0,0.11305518169582772,0.2261904761904762,906
0,0,0,0,0,1,0,0.6,0.0,417
0,0,1,0,0,0,0,0.16216216216216217,0.05128205128205128,654
0,0,1,0,0,0,0,0.23240589198036007,0.09154929577464789,776
1,0,19,0,0,0,1,0.3994082840236686,0.15185185185185185,1905
1,0,0,0,1,0,0,0.17237687366167023,0.13664596273291926,1140
1,0,0,0,0,0,0,0.6927480916030534,0.030303030303030304,906
1,0,1,0,1,0,0,0.6633266533066132,0.03323262839879154,856
0,0,1,0,0,0,0,0.3916083916083916,0.11607142857142858,559
0,0,1,0,0,0,0,0.62877030162413,0.05904059040590406,727
1,0,0,0,2,0,0,0.3381294964028777,0.010638297872340425,385
1,0,1,0,7,0,0,0.873598369011213,0.0338389731621937,1896
0,0,1,0,5,1,0,1.0115942028985507,0.04011461318051576,747
1,0,0,0,2,0,0,0.1620603015075377,0.06201550387596899,961
1,0,0,0,0,0,6,0.21933962264150944,0.053763440860215055,1062
1,0,0,0,0,0,0,1.5043103448275863,0.022922636103151862,629
0,0,1,0,0,0,0,0.5738095238095238,0.07468879668049792,684
1,0,0,0,0,0,0,0.4602510460251046,0.24545454545454545,432
0,0,1,0,0,0,11,0.5223880597014925,0.04285714285714286,438
1,0,1,0,0,0,1,0.21443298969072164,0.10576923076923077,627
0,1,1,0,1,0,0,0.13154172560113153,0.12903225806451613,827
0,0,2,0,0,0,4,0.6435331230283912,0.13725490196078433,794
1,0,1,0,1,0,0,0.6354679802955665,0.10077519379844961,1050
0,0,2,0,0,0,0,0.25313059033989266,0.04240282685512368,1440
1,0,1,0,0,0,0,2.2917271407837445,0.04053198226725776,2452
1,0,0,0,0,0,5,0.5141700404858299,0.047244094488188976,390
1,0,3,0,0,0,2,0.6431718061674009,0.2089041095890411,1424
0,0,1,0,0,0,0,0.47941176470588237,0.08282208588957055,1053
0,0,1,0,0,0,0,1.7178899082568808,0.030707610146862484,1245
1,0,0,0,0,0,0,0.35797665369649806,0.16304347826086957,369
0,0,2,0,1,0,10,0.15217391304347827,0.11428571428571428,1380
0,0,4,0,3,0,2,0.6683501683501684,0.03526448362720403,1092
1,0,1,0,0,0,1,0.2110236220472441,0.3208955223880597,831
1,0,0,0,10,0,1,1.0434782608695652,0.625,98
1,0,0,0,1,0,3,0.46288798920377866,0.0641399416909621,1150
1,0,1,0,1,1,0,0.43666666666666665,0.08396946564885496,453
0,0,2,0,1,0,0,0.9447236180904522,0.13031914893617022,1094
1,1,3,0,0,0,1,0.5057915057915058,0.11450381679389313,867
2,0,0,0,2,0,0,0.32196969696969696,0.10588235294117647,376
1,0,0,0,0,0,1,0.5034013605442177,0.08108108108108109,241
1,0,3,0,0,0,3,0.44456177402323127,0.1330166270783848,1448
1,0,0,0,0,0,0,0.5736434108527132,0.13963963963963963,709
0,0,0,0,0,1,1,1.7953667953667953,0.0064516129032258064,810
0,1,1,0,0,0,2,0.6470588235294118,0.21212121212121213,271
1,0,0,0,0,0,0,0.1111111111111111,0.0,14
1,0,0,0,2,0,2,0.07246376811594203,0.32,396
0,1,1,0,0,0,0,0.6344086021505376,0.0847457627118644,480
1,0,2,0,2,0,1,0.5519412381951732,0.11977186311787072,1830
1,0,0,0,0,0,0,0.2575452716297787,0.0625,652
0,0,1,0,0,0,0,0.16891891891891891,0.04,529
0,0,1,0,1,0,0,0.14211438474870017,0.036585365853658534,671
0,0,1,0,1,0,1,1.3427672955974843,0.0468384074941452,799
0,0,1,0,0,0,5,0.14824797843665768,0.01818181818181818,915
0,0,1,0,0,0,0,0.4256926952141058,0.03550295857988166,1174
0,0,2,0,10,0,0,0.4645390070921986,0.061068702290076333,485
1,0,2,0,0,0,0,1.221311475409836,0.0436241610738255,571
1,0,1,0,4,6,0,0.8875598086124402,0.12398921832884097,885
2,0,3,0,3,0,2,0.9623567921440261,0.11224489795918367,1404
1,0,0,0,1,0,0,0.14320388349514562,0.3389830508474576,499
0,1,1,0,1,0,2,2.577391304347826,0.012145748987854251,2095
0,0,1,0,0,0,0,0.11808118081180811,0.28125,319
1,0,0,0,0,0,0,0.33276157804459694,0.061855670103092786,1275
0,0,1,0,0,0,0,1.3994334277620397,0.06275303643724696,887
1,0,0,0,0,0,0,3.6779661016949152,0.10829493087557604,798
1,0,0,0,2,0,0,0.36363636363636365,0.16666666666666666,58
1,0,0,0,1,0,0,0.3333333333333333,0.2777777777777778,168
0,0,1,0,0,0,0,0.1018957345971564,0.11627906976744186,482
0,0,1,0,0,0,0,0.9087136929460581,0.0365296803652968,500
0,0,1,0,1,21,0,0.13839285714285715,0.12903225806451613,320
0,0,1,0,0,0,0,0.6320754716981132,0.029850746268656716,529
1,0,0,0,0,0,0,0.3880597014925373,0.10576923076923077,528
1,0,0,0,1,0,0,0.5295566502463054,0.06976744186046512,645
0,0,1,0,0,0,0,0.6106194690265486,0.036231884057971016,375
0,0,1,0,1,0,1,0.07692307692307693,0.0,351
0,0,1,0,0,0,2,0.09688581314878893,0.07142857142857142,330
0,0,1,0,0,0,0,0.1863799283154122,0.11538461538461539,342
1,1,2,0,1,0,7,0.4462809917355372,0.05092592592592592,739
1,0,0,0,2,6,0,0.055900621118012424,0.25925925925925924,914
1,0,1,0,1,0,0,0.04066985645933014,0.23529411764705882,455
1,0,0,0,0,0,4,0.23870967741935484,0.06306306306306306,593
0,0,1,0,0,0,0,0.14126984126984127,0.14606741573033707,751
0,0,1,0,4,0,0,0.1941031941031941,0.012658227848101266,502
0,0,1,0,0,0,0,1.3442354865085855,0.019464720194647202,2905
1,0,0,0,0,0,0,0.8593155893536122,0.0420353982300885,1008
1,0,0,0,0,0,0,0.1449016100178891,0.024691358024691357,649
1,0,0,0,0,0,0,1.0,0.8846153846153846,83
0,0,1,0,1,0,0,0.5555555555555556,0.13333333333333333,144
0,0,1,0,0,0,0,0.6666666666666666,0.0,10
1,0,0,0,0,0,0,0.4460431654676259,0.0,411
0,0,1,0,1,0,0,0.1936619718309859,0.14545454545454545,358
0,0,1,0,1,0,0,0.08964646464646464,0.36619718309859156,929
0,0,1,0,0,0,0,0.12259194395796848,0.1,654
0,0,1,0,0,0,0,0.8062953995157385,0.009009009009009009,753
1,0,0,0,0,0,0,0.16289592760180996,0.027777777777777776,264
0,0,1,0,0,0,0,0.125,0.0,86
1,0,0,0,2,0,0,0.909248055315471,0.017110266159695818,2389
0,0,5,0,0,0,0,0.5191740412979351,0.10795454545454546,1029
0,0,1,0,0,0,0,1.0278884462151394,0.011627906976744186,558
1,0,0,0,0,0,0,1.152046783625731,0.030456852791878174,383
1,0,0,0,0,0,0,1.336283185840708,0.019867549668874173,272
0,0,1,0,0,0,0,0.5338645418326693,0.11194029850746269,410
1,0,1,0,0,0,0,0.352112676056338,0.28,112
0,0,1,0,2,0,0,0.15894039735099338,0.052083333333333336,715
1,0,1,0,0,0,0,0.5529953917050692,0.1125,715
0,0,1,0,0,0,0,0.7129411764705882,0.052805280528052806,750
0,0,1,0,2,0,0,0.25287356321839083,0.30303030303030304,361
0,0,2,0,0,0,0,0.14893617021276595,0.17857142857142858,237
1,0,0,0,0,0,0,0.9344262295081968,0.028070175438596492,634
0,0,1,0,1,0,4,1.073920265780731,0.10827532869296211,2667
1,0,1,0,0,0,0,0.6059322033898306,0.09090909090909091,420
0,0,1,0,0,0,0,0.38188976377952755,0.05154639175257732,363
1,0,0,0,0,0,0,0.18149466192170818,0.1568627450980392,364
0,1,1,0,0,0,0,0.3338870431893688,0.06467661691542288,837
0,1,1,0,1,0,6,0.4448818897637795,0.13716814159292035,1230
0,0,1,0,0,0,0,0.5095137420718816,0.12033195020746888,751
0,0,1,0,1,0,0,1.6015936254980079,0.02736318407960199,673
1,0,0,0,0,0,0,0.5582255083179297,0.03642384105960265,861
1,0,0,0,0,0,0,0.4863636363636364,0.037383177570093455,670
0,0,1,0,0,0,0,0.6535087719298246,0.013422818791946308,386
0,1,1,0,0,0,0,0.3722044728434505,0.1759656652360515,913
0,0,1,0,0,0,1,0.28135593220338984,0.07228915662650602,390
1,0,0,0,0,0,1,1.712890625,0.05017103762827822,1482
0,0,2,0,0,0,0,0.3842364532019704,0.10256410256410256,296
0,0,2,0,0,0,1,0.27238805970149255,0.0958904109589041,360
0,0,1,0,0,0,0,0.13215258855585832,0.10309278350515463,897
0,0,1,0,0,0,0,0.057432432432432436,0.11764705882352941,635
1,0,1,0,0,0,0,0.6736596736596736,0.08304498269896193,757
0,0,1,0,0,0,0,0.07195121951219512,0.15254237288135594,893
0,0,1,0,0,0,0,0.8508771929824561,0.1134020618556701,228
1,0,0,0,0,0,2,0.20952380952380953,0.0,132
1,0,0,0,0,0,1,0.6974789915966386,0.07228915662650602,1122
1,0,0,0,0,1,0,0.5461346633416458,0.0502283105022831,708
0,0,1,0,0,0,0,0.3946360153256705,0.11650485436893204,390
0,0,1,0,0,0,2,0.019417475728155338,0.0,112
