email_send,forward_received,forward_send,page_view,0-200_purchase,200-800_purchase,800+_purchase,no_purchase,percent_open,percent_click,CONVERSION,primary_purchases,other_purchases
119,0,0,0,1,0,0,0,0.3781512605042016,0.0888888888888888,0,0,2
127,0,3,41,0,1,0,0,0.9212598425196852,0.0427350427350427,0,1,1
29,0,0,0,0,0,0,1,0.6206896551724138,0.0555555555555555,0,0,0
299,0,0,3,0,0,0,1,0.1170568561872909,0.0857142857142857,0,0,0
102,0,0,0,0,0,1,0,0.9117647058823528,0.075268817204301,0,0,1
47,0,0,0,0,0,0,1,0.1914893617021276,0.5555555555555556,0,0,0
2,2,1,3,0,1,0,0,1.0,0.0,0,1,0
102,0,0,0,0,0,1,0,0.0784313725490196,0.0,0,0,2
126,6,0,0,0,1,0,0,0.1507936507936507,0.0,0,1,0
75,0,0,0,0,0,0,1,0.2133333333333333,0.0625,0,0,0
82,0,0,0,0,0,1,0,2.073170731707317,0.0823529411764705,0,0,2
169,0,0,45,0,0,0,1,0.5325443786982249,0.0444444444444444,0,0,0
101,0,1,63,0,0,1,0,0.0396039603960396,0.0,0,1,0
106,0,0,0,0,1,0,0,0.0471698113207547,0.6,0,1,1
66,0,0,0,1,0,0,0,0.3787878787878788,0.08,0,2,0
62,0,0,0,0,0,0,1,0.0483870967741935,0.0,0,0,0
45,0,0,0,0,0,0,1,0.5555555555555556,0.12,0,0,0
21,0,0,0,0,0,0,1,0.7619047619047619,0.0,0,0,0
98,0,0,0,0,0,0,1,0.3979591836734694,0.0769230769230769,0,0,0
77,0,0,0,0,0,1,0,0.8051948051948052,0.0161290322580645,0,0,3
69,0,0,0,0,0,0,1,0.5507246376811594,0.0263157894736842,0,0,0
58,0,0,0,0,0,0,1,0.2068965517241379,0.0,0,0,0
207,0,2,56,0,1,0,0,0.463768115942029,0.1354166666666666,0,1,5
88,0,0,0,0,0,0,1,0.0795454545454545,0.0,0,0,0
31,0,0,0,0,0,1,0,1.096774193548387,0.088235294117647,0,0,1
113,0,0,7,0,0,0,1,0.7699115044247787,0.0689655172413793,0,0,0
46,0,0,0,0,0,0,1,0.0434782608695652,0.5,0,0,0
166,0,2,82,0,1,0,0,1.4337349397590362,0.0756302521008403,0,0,5
167,0,0,0,0,0,0,1,0.2275449101796407,0.1052631578947368,0,0,0
61,2,0,28,0,0,1,0,0.7049180327868853,0.2093023255813953,0,0,0
92,1,2,4,0,0,1,0,0.9456521739130436,0.0689655172413793,0,0,0
113,0,0,0,0,0,0,1,0.6106194690265486,0.0289855072463768,0,0,0
135,3,2,0,1,0,0,0,0.1185185185185185,0.25,0,0,0
25,0,0,0,0,0,0,1,0.2,0.0,0,0,0
62,5,1,0,0,1,0,0,0.6290322580645161,0.0512820512820512,0,0,1
61,1,0,0,0,0,1,0,0.1147540983606557,0.1428571428571428,0,0,0
76,0,0,0,0,0,0,1,0.5,0.0,0,0,0
184,0,9,2,0,0,1,0,1.0923913043478262,0.0845771144278607,0,0,1
79,0,0,0,0,0,0,1,0.240506329113924,0.1052631578947368,0,0,0
167,1,0,5,0,1,0,0,0.2574850299401197,0.0697674418604651,0,0,1
126,0,0,0,0,0,0,1,0.4523809523809524,0.0526315789473684,0,0,0
117,0,0,195,1,0,0,0,0.4188034188034188,0.2857142857142857,0,0,3
160,0,0,0,0,0,1,0,0.33125,0.0,0,1,0
136,0,1,64,0,0,1,0,0.2794117647058823,0.0789473684210526,0,0,2
130,0,0,0,0,0,0,1,0.2,0.0769230769230769,0,0,0
88,0,0,46,0,0,0,1,0.4204545454545454,0.027027027027027,0,0,0
224,0,0,2,0,1,0,0,0.4375,0.1020408163265306,0,1,3
220,1,0,88,0,1,0,0,0.8590909090909091,0.0529100529100529,0,0,3
222,0,0,0,0,0,1,0,0.5135135135135135,0.0789473684210526,0,1,0
230,0,0,0,0,0,0,1,0.1913043478260869,0.0454545454545454,0,0,0
122,0,1,0,0,0,0,1,0.040983606557377,0.8,0,0,0
186,5,6,9,0,1,0,0,0.3817204301075269,0.1690140845070422,0,1,0
0,0,0,10,0,0,0,1,0.0,0.0,0,0,0
35,0,0,0,0,0,1,0,0.4571428571428571,0.125,0,0,1
2,0,0,0,0,0,0,1,3.0,0.0,0,0,0
126,0,0,0,0,0,0,1,0.1666666666666666,0.1904761904761904,0,0,0
88,0,2,13,0,0,0,1,0.4772727272727273,0.0238095238095238,0,0,0
208,0,0,0,0,0,0,1,0.1634615384615384,0.0588235294117647,0,0,0
124,0,0,0,0,0,0,1,1.1209677419354838,0.0071942446043165,0,0,0
19,0,0,0,0,0,0,1,1.5789473684210529,0.2666666666666666,0,0,0
96,0,0,0,0,0,0,1,0.5520833333333334,0.0,0,0,0
0,0,1,1,0,0,1,0,0.0,0.0,0,1,0
154,1,0,0,0,0,1,0,0.1103896103896103,0.1764705882352941,0,0,0
163,1,0,0,0,1,0,0,0.1717791411042944,0.0357142857142857,0,0,1
198,0,0,0,0,0,0,1,0.3484848484848485,0.0869565217391304,0,0,0
48,4,0,0,1,0,0,0,0.6666666666666666,0.03125,0,0,1
167,0,0,0,0,0,0,1,0.2095808383233532,0.0857142857142857,0,0,0
56,0,0,0,0,0,0,1,1.125,0.0317460317460317,0,0,0
123,0,0,0,0,0,1,0,0.2926829268292683,0.1388888888888889,0,0,1
53,0,0,0,0,0,1,0,0.320754716981132,0.1176470588235294,0,1,0
74,0,0,0,0,0,0,1,0.5135135135135135,0.0263157894736842,0,0,0
121,1,0,0,0,1,0,0,0.4380165289256198,0.0188679245283018,0,1,0
25,0,0,0,0,0,0,1,1.92,0.0416666666666666,0,0,0
181,0,0,0,0,0,0,1,0.3038674033149171,0.0181818181818181,0,0,0
26,0,1,3,0,0,0,1,0.2307692307692307,0.1666666666666666,0,0,0
311,0,0,0,0,0,1,0,0.2186495176848874,0.0147058823529411,0,1,0
91,0,0,0,0,0,0,1,0.5934065934065934,0.0,0,0,0
92,0,0,0,0,0,1,0,0.1956521739130435,0.1666666666666666,0,0,1
144,2,0,14,0,0,1,0,0.1944444444444444,0.1071428571428571,0,0,0
69,2,0,17,1,0,0,0,0.7971014492753623,0.0363636363636363,0,0,0
73,0,0,2,0,0,0,1,0.547945205479452,0.125,0,0,0
18,0,0,0,0,0,0,1,0.5555555555555556,0.0,0,0,0
125,0,0,0,0,0,1,0,0.08,0.5,0,1,0
71,0,0,0,0,0,0,1,0.8873239436619719,0.0317460317460317,0,0,0
81,0,0,0,0,0,0,1,0.3703703703703703,0.1,0,0,0
107,0,0,0,0,0,0,1,0.0841121495327102,0.2222222222222222,0,0,0
90,0,0,0,0,0,0,1,0.0222222222222222,0.0,0,0,0
70,0,0,10,0,0,0,1,0.6428571428571429,0.1777777777777777,0,0,0
136,0,0,0,0,0,0,1,0.1323529411764706,0.0,0,0,0
56,0,0,0,0,0,0,1,1.3035714285714286,0.2191780821917808,0,0,0
167,0,0,11,0,0,0,1,0.1257485029940119,0.1904761904761904,0,0,0
71,0,0,0,0,0,0,1,0.1267605633802817,0.1111111111111111,0,0,0
166,2,1,0,0,1,0,0,0.2228915662650602,0.054054054054054,0,1,0
68,0,0,0,0,0,0,1,0.3970588235294117,0.3333333333333333,0,0,0
116,0,1,67,1,0,0,0,0.8620689655172413,0.15,0,2,0
80,2,0,0,0,0,1,0,0.425,0.2352941176470588,0,0,0
235,0,0,0,0,0,1,0,0.2893617021276595,0.0588235294117647,0,1,0
128,0,0,0,1,0,0,0,0.3359375,0.0697674418604651,0,2,0
117,0,0,0,0,0,0,1,0.1623931623931624,0.2105263157894736,0,0,0
280,0,1,4,0,0,1,0,0.7571428571428571,0.0471698113207547,0,0,1
120,0,0,0,0,0,0,1,0.0583333333333333,0.0,0,0,0
255,1,0,0,0,0,1,0,0.1294117647058823,0.1212121212121212,0,0,0
172,0,0,0,0,0,1,0,0.25,0.0232558139534883,0,0,1
92,1,0,0,0,1,0,0,0.0652173913043478,0.0,0,0,1
76,0,1,127,0,0,0,1,1.0263157894736843,0.0641025641025641,0,0,0
19,0,0,145,0,0,0,1,0.4210526315789473,1.375,0,0,0
5,0,0,0,0,0,0,1,0.0,0.0,0,0,0
76,1,0,0,0,0,1,0,0.4078947368421052,0.0967741935483871,0,0,0
68,0,0,0,1,0,0,0,0.4558823529411764,0.0,0,0,3
239,0,0,0,1,0,0,0,0.4100418410041841,0.1938775510204081,0,1,1
240,0,0,0,0,0,1,0,0.0375,0.6666666666666666,0,0,1
126,0,0,6,0,0,0,1,0.0555555555555555,0.0,0,0,0
110,0,0,0,0,0,0,1,0.0636363636363636,0.2857142857142857,0,0,0
118,0,0,0,0,0,1,0,0.2372881355932203,0.0357142857142857,0,0,2
58,0,0,0,0,0,0,1,0.6896551724137931,0.025,0,0,0
126,0,0,5,0,0,0,1,0.0873015873015873,0.0,0,0,0
58,0,0,0,0,0,0,1,0.3793103448275862,0.0454545454545454,0,0,0
28,0,1,21,0,0,0,1,0.0714285714285714,0.0,0,0,0
121,0,0,0,0,0,0,1,0.1322314049586777,0.0,0,0,0
74,0,0,0,0,0,1,0,0.6486486486486487,0.1458333333333333,0,1,0
89,0,0,0,0,0,0,1,0.7640449438202247,0.1029411764705882,0,0,0
0,2,2,0,1,0,0,0,0.0,0.0,0,0,0
117,0,0,41,0,0,0,1,0.3846153846153846,0.0222222222222222,0,0,0
115,0,0,0,0,0,0,1,0.3739130434782609,0.1162790697674418,0,0,0
121,0,0,0,0,0,0,1,0.2314049586776859,0.0,0,0,0
115,0,0,0,0,0,0,1,0.8173913043478261,0.0,0,0,0
97,1,1,0,1,0,0,0,0.2783505154639175,0.2222222222222222,0,3,0
142,0,0,0,0,0,0,1,0.204225352112676,0.2068965517241379,0,0,0
71,0,0,0,0,0,0,1,0.2535211267605634,0.0,0,0,0
68,0,0,0,0,0,0,1,0.25,0.0588235294117647,0,0,0
67,9,1,79,0,1,0,0,0.2537313432835821,0.0588235294117647,0,0,0
51,6,10,178,1,0,0,0,0.2156862745098039,0.4545454545454545,0,0,2
207,0,0,87,0,0,0,1,0.1256038647342995,0.1153846153846153,0,0,0
40,2,9,0,0,1,0,0,0.275,0.0909090909090909,0,0,0
85,0,0,4,0,0,0,1,0.188235294117647,0.125,0,0,0
82,1,0,0,0,0,1,0,0.1585365853658536,0.2307692307692307,0,0,0
99,0,0,5,0,0,0,1,0.9191919191919192,0.0329670329670329,0,0,0
15,0,0,0,0,0,0,1,0.0,1.0,0,0,0
64,0,0,38,0,0,0,1,0.3125,0.35,0,0,0
165,1,0,20,0,1,0,0,0.2181818181818181,0.0,0,2,7
126,0,0,0,0,0,0,1,0.2142857142857142,0.1851851851851851,0,0,0
132,0,0,9,0,0,0,1,0.3181818181818182,0.0952380952380952,0,0,0
311,0,0,64,0,0,0,1,0.3054662379421222,0.0736842105263157,0,0,0
122,0,0,0,0,0,0,1,1.0081967213114753,0.056910569105691,0,0,0
152,2,0,0,0,0,1,0,0.6776315789473685,0.0485436893203883,0,0,0
226,0,0,0,0,1,0,0,0.5176991150442478,0.0427350427350427,0,0,2
199,0,0,117,0,0,0,1,1.2512562814070352,0.0441767068273092,0,0,0
87,0,0,0,0,0,1,0,0.4942528735632184,0.0,0,0,1
86,1,0,0,0,0,1,0,0.3372093023255814,0.1034482758620689,0,0,1
113,0,1,15,0,0,0,1,1.0707964601769913,0.0082644628099173,0,0,0
93,3,1,2,0,1,0,0,0.8172043010752689,0.1578947368421052,0,0,0
61,0,0,0,0,0,0,1,0.3114754098360656,0.1052631578947368,0,0,0
186,0,0,0,0,0,0,1,0.3924731182795699,0.136986301369863,0,0,0
56,0,0,3,0,0,0,1,0.9285714285714286,0.0576923076923076,0,0,0
203,0,7,0,0,0,1,0,0.1428571428571428,0.0344827586206896,0,0,1
66,0,0,0,0,0,0,1,0.3787878787878788,0.04,0,0,0
15,0,0,13,0,1,0,0,0.2666666666666666,0.25,0,2,1
120,0,0,1,0,1,0,0,0.3583333333333333,0.0465116279069767,0,0,3
53,0,0,0,0,0,0,1,3.452830188679245,0.0218579234972677,0,0,0
51,0,0,0,0,0,0,1,0.8235294117647058,0.119047619047619,0,0,0
86,0,0,0,0,0,0,1,0.1744186046511628,0.2,0,0,0
70,0,1,33,0,1,0,0,1.2142857142857142,0.0705882352941176,0,0,2
112,1,0,0,0,0,1,0,0.1517857142857142,0.3529411764705882,0,0,0
96,0,0,0,0,0,0,1,0.2916666666666667,0.0,0,0,0
136,0,2,236,0,1,0,0,0.4632352941176471,0.0634920634920634,0,0,7
86,0,0,0,0,0,0,1,0.5,0.0232558139534883,0,0,0
293,1,0,36,0,0,1,0,0.2013651877133105,0.1016949152542373,0,0,1
199,0,0,0,0,0,0,1,0.1557788944723618,0.032258064516129,0,0,0
66,0,0,0,0,0,0,1,0.0757575757575757,0.4,0,0,0
147,0,0,20,0,0,0,1,1.251700680272109,0.0380434782608695,0,0,0
89,0,0,0,0,0,0,1,0.4831460674157303,0.0930232558139534,0,0,0
165,0,0,0,0,0,1,0,0.6121212121212121,0.0495049504950495,0,1,0
195,0,0,0,0,0,1,0,0.9897435897435898,0.077720207253886,0,0,2
114,0,0,5,0,0,0,1,0.6929824561403509,0.0379746835443038,0,0,0
151,0,0,40,0,0,1,0,0.8079470198675497,0.1721311475409836,0,0,1
104,0,0,0,0,0,0,1,0.6538461538461539,0.2058823529411764,0,0,0
161,0,0,0,0,0,0,1,1.5714285714285714,0.0197628458498023,0,0,0
153,0,0,18,0,0,0,1,0.1764705882352941,0.074074074074074,0,0,0
196,0,0,0,0,0,0,1,0.1428571428571428,0.0,0,0,0
291,0,1,0,0,0,1,0,0.5326460481099656,0.0193548387096774,0,1,0
117,1,0,0,0,0,1,0,0.6153846153846154,0.125,0,0,0
14,0,0,0,0,0,0,1,0.0714285714285714,3.0,0,0,0
53,0,0,0,0,0,0,1,0.9245283018867924,0.1020408163265306,0,0,0
183,1,0,16,0,0,1,0,0.3169398907103825,0.3103448275862069,0,0,0
89,0,0,5,0,0,0,1,0.2134831460674157,0.1052631578947368,0,0,0
94,1,0,0,0,1,0,0,0.2553191489361702,0.0,0,0,1
35,0,0,0,0,0,0,1,0.7142857142857143,0.04,0,0,0
19,0,0,0,0,0,0,1,0.631578947368421,0.0,0,0,0
20,0,0,2,0,0,0,1,1.2,0.0833333333333333,0,0,0
120,0,0,0,0,0,0,1,0.375,0.0222222222222222,0,0,0
144,0,0,0,0,0,0,1,0.4791666666666667,0.0144927536231884,0,0,0
68,0,0,16,0,0,1,0,0.4411764705882353,0.4333333333333333,0,1,0
84,2,0,0,0,1,0,0,0.9642857142857144,0.1234567901234567,0,1,1
48,0,0,0,0,0,0,1,0.5416666666666666,0.3461538461538461,0,0,0
56,0,0,0,0,0,1,0,0.5535714285714286,0.064516129032258,0,0,1
169,3,1,4,0,1,0,0,0.4437869822485207,0.2266666666666666,0,0,3
45,0,0,0,0,0,0,1,0.5111111111111111,0.0434782608695652,0,0,0
122,0,0,0,0,0,0,1,0.5,0.0,0,0,0
184,0,0,0,0,0,0,1,0.1576086956521739,0.2758620689655172,0,0,0
81,0,4,106,0,0,0,1,1.1975308641975309,0.0,0,0,0
285,0,5,361,0,1,0,0,0.7157894736842105,0.0490196078431372,0,0,9
169,3,6,150,0,1,0,0,0.1893491124260355,0.15625,0,0,0
10,1,0,25,1,0,0,0,0.1,0.0,0,0,2
127,0,0,0,0,0,0,1,1.188976377952756,0.0132450331125827,0,0,0
112,0,0,0,0,0,0,1,0.3571428571428571,0.05,0,0,0
53,0,0,0,0,0,0,1,0.1509433962264151,0.0,0,0,0
65,2,1,0,0,1,0,0,0.2,0.0,0,0,0
101,0,0,0,0,0,1,0,0.0792079207920792,0.0,0,0,1
150,5,2,46,1,0,0,0,0.36,0.0,0,0,0
14,0,0,1,0,0,1,0,1.0714285714285714,0.0666666666666666,0,0,1
220,8,1,3,0,1,0,0,1.0045454545454546,0.1131221719457013,0,1,1
133,3,0,8,0,1,0,0,0.1578947368421052,0.0476190476190476,0,0,1
53,0,0,0,0,0,0,1,0.3396226415094339,0.0555555555555555,0,0,0
10,0,0,0,0,0,0,1,0.1,0.0,0,0,0
30,0,0,0,0,0,0,1,0.2333333333333333,0.0,0,0,0
29,0,0,0,0,0,0,1,1.1724137931034482,0.088235294117647,0,0,0
122,0,0,0,0,0,0,1,0.4672131147540984,0.0175438596491228,0,0,0
70,0,0,58,0,1,0,0,1.2285714285714286,0.1627906976744186,0,2,1
151,0,0,1,0,0,0,1,0.6357615894039735,0.0,0,0,0
129,0,0,0,0,0,1,0,0.2790697674418604,0.0833333333333333,0,0,1
4,0,0,0,0,0,0,1,4.25,0.2941176470588235,0,0,0
137,0,0,0,0,0,1,0,0.6058394160583942,0.0240963855421686,0,0,1
291,0,0,0,0,0,1,0,0.0859106529209622,0.24,0,1,0
129,0,0,0,0,0,1,0,0.1007751937984496,0.2307692307692307,0,0,1
139,0,0,0,0,0,0,1,0.158273381294964,0.3636363636363636,0,0,0
93,0,0,5,0,0,0,1,0.064516129032258,0.1666666666666666,0,0,0
113,0,0,0,0,0,0,1,0.2300884955752212,0.0,0,0,0
166,1,0,0,0,0,1,0,0.1024096385542168,0.1176470588235294,0,0,0
231,0,0,0,0,1,0,0,0.8441558441558441,0.0717948717948717,0,0,2
29,0,0,6,0,0,0,1,0.6206896551724138,0.0,0,0,0
50,0,0,0,0,0,0,1,0.92,0.0652173913043478,0,0,0
98,0,0,0,0,0,0,1,0.8775510204081632,0.0348837209302325,0,0,0
1,0,0,0,0,0,0,1,0.0,0.0,0,0,0
81,0,0,0,0,0,0,1,0.3580246913580246,0.3103448275862069,0,0,0
198,0,9,65,0,0,0,1,0.8838383838383839,0.1028571428571428,0,0,0
107,1,0,4,0,0,1,0,0.411214953271028,0.0,0,0,0
38,0,0,13,0,0,0,1,0.7105263157894737,0.0,0,0,0
154,5,0,1,0,1,0,0,0.2012987012987013,0.064516129032258,0,0,0
146,0,0,0,0,0,0,1,0.3904109589041096,0.087719298245614,0,0,0
141,0,7,94,1,0,0,0,1.283687943262411,0.1049723756906077,0,0,16
40,1,0,0,0,0,1,0,0.75,0.0666666666666666,0,0,1
100,1,7,61,0,0,1,0,0.54,0.0925925925925925,0,1,0
188,0,0,12,0,0,1,0,0.3563829787234042,0.0895522388059701,0,1,0
66,0,0,7,0,0,0,1,1.681818181818182,0.036036036036036,0,0,0
103,0,0,69,0,0,0,1,1.0970873786407769,0.0176991150442477,0,0,0
98,0,0,0,0,0,0,1,0.3571428571428571,0.0285714285714285,0,0,0
133,1,0,77,0,0,1,0,0.5037593984962406,0.0746268656716417,0,0,0
110,0,0,0,0,0,0,1,0.2,0.0,0,0,0
219,0,0,21,0,0,1,0,0.8812785388127854,0.0621761658031088,0,0,2
227,0,0,1,0,0,0,1,0.1762114537444934,0.125,0,0,0
94,0,0,0,0,0,1,0,1.3617021276595744,0.0625,0,0,2
3,0,0,23,0,0,0,1,1.0,0.0,0,0,0
56,1,0,0,0,1,0,0,0.5714285714285714,0.03125,0,0,1
185,0,0,18,0,0,0,1,0.4,0.081081081081081,0,0,0
102,1,5,7,0,0,1,0,0.2450980392156862,0.2,0,0,0
0,0,0,68,0,0,0,1,0.0,0.0,0,0,0
68,0,0,0,0,0,0,1,2.735294117647059,0.010752688172043,0,0,0
54,0,0,0,0,0,0,1,0.2222222222222222,0.1666666666666666,0,0,0
74,0,0,0,0,0,0,1,0.5405405405405406,0.075,0,0,0
134,0,0,59,0,0,1,0,0.3283582089552239,0.3409090909090909,0,0,1
76,0,0,0,0,0,1,0,0.2631578947368421,0.15,0,1,0
6,0,0,0,0,0,0,1,0.8333333333333334,0.0,0,0,0
127,0,0,0,0,0,0,1,0.1102362204724409,0.0714285714285714,0,0,0
55,0,0,0,0,0,0,1,0.2545454545454545,0.0714285714285714,0,0,0
101,0,0,0,0,1,0,0,0.2376237623762376,0.25,0,0,2
77,0,0,0,0,0,1,0,1.4415584415584417,0.045045045045045,0,1,0
96,0,0,0,0,0,0,1,0.6458333333333334,0.1129032258064516,0,0,0
144,0,3,12,0,0,0,1,0.3611111111111111,0.0961538461538461,0,0,0
292,1,5,203,0,1,0,0,1.4554794520547945,0.0917647058823529,0,0,1
155,0,4,138,0,0,0,1,1.6193548387096774,0.0876494023904382,0,0,0
161,1,3,1,0,0,1,0,0.6645962732919255,0.0560747663551401,0,0,0
92,0,0,0,0,0,0,1,0.3804347826086957,0.0571428571428571,0,0,0
109,0,0,4,0,0,0,1,0.4220183486238532,0.0869565217391304,0,0,0
38,1,1,25,0,1,0,0,0.4736842105263157,0.0555555555555555,0,0,3
76,0,0,0,0,0,0,1,0.1710526315789473,0.3846153846153846,0,0,0
254,0,0,0,0,0,1,0,0.0433070866141732,0.5454545454545454,0,1,1
172,0,0,0,0,0,1,0,0.3895348837209302,0.044776119402985,0,1,0
89,0,0,49,0,0,1,0,0.5056179775280899,0.0444444444444444,0,0,1
99,2,0,0,1,0,0,0,0.7474747474747475,0.0,0,0,0
70,0,0,0,0,0,0,1,0.3142857142857143,0.2272727272727272,0,0,0
31,0,0,6,0,0,0,1,0.064516129032258,0.0,0,0,0
101,0,0,0,0,0,0,1,0.6336633663366337,0.0,0,0,0
95,0,0,0,0,1,0,0,0.4736842105263157,0.0444444444444444,0,2,1
201,0,1,0,0,1,0,0,0.0796019900497512,0.1875,0,0,4
110,1,0,0,0,0,1,0,1.0636363636363635,0.0341880341880341,0,0,0
6,0,0,0,0,0,0,1,1.8333333333333333,0.0909090909090909,0,0,0
118,2,1,0,0,0,1,0,0.1525423728813559,0.1111111111111111,0,0,1
68,0,0,0,0,0,1,0,0.6764705882352942,0.108695652173913,0,0,1
178,3,4,39,0,1,0,0,0.3595505617977528,0.109375,0,1,7
88,0,0,0,0,0,0,1,0.0,0.0,0,0,0
230,0,0,0,0,0,0,1,0.1478260869565217,0.0588235294117647,0,0,0
3,0,0,0,0,0,0,1,0.6666666666666666,1.0,0,0,0
96,0,0,0,0,0,0,1,0.3645833333333333,0.0571428571428571,0,0,0
74,5,3,26,0,1,0,0,0.1486486486486486,0.6363636363636364,0,1,1
232,5,0,22,0,1,0,0,0.4310344827586206,0.06,0,1,0
8,0,0,0,0,0,1,0,1.0,0.375,0,1,0
109,1,0,27,0,0,1,0,0.091743119266055,0.0,0,0,0
51,0,0,0,0,0,1,0,1.7647058823529411,0.1444444444444444,0,0,1
65,0,0,2,1,0,0,0,0.123076923076923,0.25,0,0,3
80,0,0,0,0,1,0,0,0.8,0.03125,0,3,0
70,0,0,0,0,0,0,1,0.3,0.238095238095238,0,0,0
162,1,0,13,0,0,1,0,0.4506172839506173,0.0547945205479452,0,0,0
79,0,0,66,0,0,0,1,0.2151898734177215,0.0,0,0,0
80,0,0,0,0,0,0,1,0.025,0.0,0,0,0
17,0,0,0,0,0,1,0,0.2352941176470588,0.0,0,0,1
48,0,0,8,0,0,0,1,0.5208333333333334,0.04,0,0,0
87,0,0,0,0,0,0,1,0.425287356321839,0.027027027027027,0,0,0
120,0,0,0,0,0,0,1,0.3416666666666667,0.024390243902439,0,0,0
168,2,1,0,1,0,0,0,0.3333333333333333,0.0714285714285714,0,0,0
78,0,0,0,0,0,0,1,1.0128205128205128,0.1012658227848101,0,0,0
87,0,0,0,0,0,0,1,0.5402298850574713,0.0212765957446808,0,0,0
201,0,12,78,0,0,0,1,0.965174129353234,0.0154639175257731,0,0,0
99,3,0,0,1,0,0,0,1.181818181818182,0.0,0,0,0
183,1,0,7,1,0,0,0,0.1256830601092896,0.0434782608695652,0,0,1
108,0,0,0,0,1,0,0,0.1759259259259259,0.2105263157894736,0,2,1
71,0,0,0,0,0,0,1,0.4366197183098591,0.064516129032258,0,0,0
173,0,0,0,0,0,0,1,0.1271676300578034,0.1818181818181818,0,0,0
68,0,0,4,0,0,0,1,1.25,0.0823529411764705,0,0,0
90,0,0,0,0,0,0,1,0.0777777777777777,0.0,0,0,0
71,1,14,51,1,0,0,0,0.7464788732394366,0.0566037735849056,0,1,3
105,0,0,4,0,0,1,0,0.6571428571428571,0.0289855072463768,0,1,1
91,0,0,0,0,1,0,0,0.5054945054945055,0.1521739130434782,0,1,1
59,0,0,0,0,0,0,1,1.2203389830508475,0.0694444444444444,0,0,0
75,0,0,0,0,0,0,1,0.12,0.0,0,0,0
124,4,1,55,0,1,0,0,0.5887096774193549,0.0136986301369863,0,0,0
79,0,0,0,0,0,0,1,0.2278481012658227,0.0555555555555555,0,0,0
190,0,1,136,1,0,0,0,0.8578947368421053,0.0613496932515337,0,0,2
73,0,0,0,0,0,0,1,0.5753424657534246,0.0714285714285714,0,0,0
141,0,0,0,0,0,0,1,0.1843971631205673,0.3461538461538461,0,0,0
80,0,0,0,0,0,0,1,0.3375,0.037037037037037,0,0,0
93,0,0,0,0,0,0,1,0.6774193548387096,0.0634920634920634,0,0,0
109,0,0,17,0,1,0,0,0.6055045871559633,0.0909090909090909,0,0,2
118,0,0,6,0,0,0,1,0.2966101694915254,0.0285714285714285,0,0,0
294,0,0,30,0,0,0,1,0.2517006802721088,0.054054054054054,0,0,0
172,0,0,0,0,0,0,1,0.4186046511627907,0.0833333333333333,0,0,0
54,0,0,0,0,0,0,1,0.1481481481481481,0.375,0,0,0
103,0,0,0,0,0,0,1,0.116504854368932,0.1666666666666666,0,0,0
190,0,0,0,0,0,0,1,0.7263157894736842,0.391304347826087,0,0,0
153,0,0,0,0,0,1,0,0.0849673202614379,0.3076923076923077,0,0,1
171,0,0,0,0,0,0,1,0.1403508771929824,0.0,0,0,0
129,1,0,0,0,1,0,0,0.4573643410852713,0.1016949152542373,0,3,1
167,0,0,0,1,0,0,0,0.1437125748502994,0.2083333333333333,0,0,2
91,0,0,0,0,0,0,1,0.1648351648351648,0.0666666666666666,0,0,0
130,0,10,102,0,1,0,0,0.5923076923076923,0.0519480519480519,0,0,6
76,0,0,0,0,0,1,0,0.5394736842105263,0.2682926829268293,0,2,0
71,0,0,0,0,0,0,1,0.056338028169014,0.5,0,0,0
68,0,0,0,0,0,0,1,0.6176470588235294,0.0952380952380952,0,0,0
80,0,0,0,0,0,0,1,0.35,0.0,0,0,0
97,0,0,0,0,0,0,1,0.1958762886597938,0.0526315789473684,0,0,0
178,0,0,182,0,0,1,0,1.095505617977528,0.1076923076923077,0,0,1
17,0,0,0,0,0,0,1,1.0588235294117647,0.0,0,0,0
150,1,0,0,0,1,0,0,0.0933333333333333,0.0,0,1,0
163,0,0,0,0,0,0,1,0.1840490797546012,0.1666666666666666,0,0,0
0,0,0,11,0,0,0,1,0.0,0.0,0,0,0
152,0,0,9,0,0,0,1,0.25,0.2894736842105263,0,0,0
68,0,0,0,0,0,0,1,0.6029411764705882,0.073170731707317,0,0,0
94,0,0,0,0,0,0,1,0.1914893617021276,0.2777777777777778,0,0,0
71,0,0,0,0,0,0,1,0.352112676056338,0.04,0,0,0
201,0,0,10,0,0,1,0,0.2537313432835821,0.1372549019607843,0,0,3
142,0,0,0,0,0,0,1,0.2253521126760563,0.09375,0,0,0
68,2,1,0,0,0,1,0,0.4264705882352941,0.0344827586206896,0,0,0
120,8,17,37,1,0,0,0,0.4666666666666667,0.1071428571428571,0,0,0
93,0,0,0,0,0,0,1,0.7204301075268817,0.0597014925373134,0,0,0
134,2,41,210,1,0,0,0,1.7985074626865671,0.2157676348547718,0,4,13
41,0,0,0,0,0,0,1,0.6829268292682927,0.0,0,0,0
107,1,0,0,0,0,1,0,0.719626168224299,0.0649350649350649,0,0,0
292,0,0,89,0,0,1,0,0.2431506849315068,0.1267605633802817,0,1,0
278,0,1,0,0,0,0,1,0.1798561151079136,0.12,0,0,0
156,1,1,0,1,0,0,0,2.0064102564102564,0.0543130990415335,0,0,4
202,0,0,10,0,0,1,0,0.7029702970297029,0.0915492957746478,0,0,1
