email_send,forward_received,forward_send,page_view,0-200_purchase,200-800_purchase,800+_purchase,no_purchase,percent_open,percent_click,CONVERSION,primary_purchases,other_purchases
142,0,0,0,0,0,0,1,0.1267605633802817,0.1111111111111111,0,0,0
114,0,0,0,0,0,0,1,1.0087719298245614,0.0347826086956521,0,0,0
109,2,0,0,0,1,0,0,0.2385321100917431,0.0384615384615384,0,0,0
163,2,0,0,0,0,1,0,0.2269938650306748,0.054054054054054,0,0,0
65,0,0,0,0,0,0,1,0.4461538461538462,0.0,0,0,0
61,0,0,0,0,0,0,1,0.4098360655737705,0.08,0,0,0
76,11,5,92,1,0,0,0,0.2894736842105263,0.0,0,0,0
83,3,8,276,1,0,0,0,0.2048192771084337,0.2352941176470588,0,1,1
142,0,0,97,0,0,1,0,0.1971830985915492,0.1071428571428571,0,2,1
58,2,14,0,0,1,0,0,0.5862068965517241,0.0294117647058823,0,0,0
82,1,0,3,0,0,1,0,0.2682926829268293,0.0909090909090909,0,0,0
68,0,0,0,0,0,0,1,0.3088235294117647,0.0952380952380952,0,0,0
106,0,0,4,0,0,0,1,1.0660377358490567,0.0265486725663716,0,0,0
18,0,1,0,0,0,0,1,0.0,0.0,0,0,0
61,0,0,42,0,0,0,1,0.2622950819672131,0.1875,0,0,0
214,0,1,25,0,0,1,0,0.1448598130841121,0.064516129032258,0,1,2
147,0,0,0,0,0,1,0,0.1972789115646258,0.1379310344827586,0,0,1
138,0,0,5,0,0,0,1,0.2246376811594203,0.1612903225806451,0,0,0
324,0,0,62,0,0,0,1,0.3425925925925926,0.072072072072072,0,0,0
117,0,0,0,0,0,1,0,1.2564102564102564,0.0340136054421768,0,0,1
150,1,0,0,0,0,1,0,0.6133333333333333,0.0760869565217391,0,0,0
229,0,0,0,0,0,1,0,0.4716157205240174,0.1018518518518518,0,0,1
182,0,0,113,0,0,0,1,1.2967032967032968,0.097457627118644,0,0,0
96,0,0,0,0,0,0,1,0.4270833333333333,0.073170731707317,0,0,0
87,0,0,0,0,0,0,1,0.3793103448275862,0.0606060606060606,0,0,0
107,1,0,28,0,0,1,0,1.1121495327102804,0.0168067226890756,0,0,1
93,0,0,3,0,0,1,0,0.7741935483870968,0.0694444444444444,0,1,0
51,0,0,0,0,0,1,0,0.3333333333333333,0.2941176470588235,0,1,0
195,0,0,0,0,0,0,1,0.3025641025641025,0.2372881355932203,0,0,0
70,0,0,3,0,0,0,1,0.6857142857142857,0.0833333333333333,0,0,0
213,0,5,0,0,0,1,0,0.1314553990610328,0.0714285714285714,0,0,1
69,0,0,0,0,0,0,1,0.2608695652173913,0.0555555555555555,0,0,0
13,0,0,13,0,0,0,1,1.3076923076923077,0.0588235294117647,0,0,0
122,0,0,3,0,0,1,0,0.360655737704918,0.0,0,0,1
68,1,0,0,0,0,1,0,2.3823529411764706,0.0246913580246913,0,0,1
60,0,0,0,0,0,0,1,0.7666666666666667,0.1304347826086956,0,0,0
82,0,0,0,1,0,0,0,0.1829268292682926,0.2,0,0,3
71,0,0,55,0,0,0,1,0.9014084507042254,0.078125,0,0,0
148,0,0,0,0,0,0,1,0.1351351351351351,0.2,0,0,0
100,0,0,0,0,0,0,1,0.41,0.0,0,0,0
115,0,0,234,1,0,0,0,0.4608695652173913,0.1320754716981132,0,0,13
95,0,0,0,0,0,0,1,0.5052631578947369,0.0208333333333333,0,0,0
252,4,1,39,0,1,0,0,0.2539682539682539,0.046875,0,1,0
158,0,0,0,0,0,0,1,0.3354430379746835,0.0377358490566037,0,0,0
61,0,0,0,0,0,0,1,0.0983606557377049,0.0,0,0,0
159,0,0,26,0,0,1,0,1.339622641509434,0.028169014084507,0,1,0
81,0,0,0,0,0,0,1,0.5185185185185185,0.1428571428571428,0,0,0
179,0,0,0,0,0,0,1,0.4804469273743016,0.0348837209302325,0,0,0
208,0,0,0,0,0,0,1,0.908653846153846,0.0687830687830687,0,0,0
83,0,0,3,0,0,0,1,0.8433734939759037,0.0857142857142857,0,0,0
205,0,2,101,0,0,1,0,0.8,0.1707317073170731,0,0,1
88,0,0,0,0,0,0,1,0.7727272727272727,0.2794117647058823,0,0,0
178,0,0,0,0,0,0,1,1.601123595505618,0.0105263157894736,0,0,0
146,1,0,22,0,0,1,0,0.1506849315068493,0.1818181818181818,0,0,0
175,0,0,0,0,0,0,1,0.1485714285714285,0.0,0,0,0
239,0,0,0,0,0,0,1,0.6234309623430963,0.0335570469798657,0,0,0
113,1,0,0,0,0,1,0,0.6106194690265486,0.1739130434782608,0,0,0
9,0,0,0,0,0,1,0,0.1111111111111111,3.0,0,1,0
68,0,0,0,0,0,0,1,0.4852941176470588,0.1515151515151515,0,0,0
227,1,0,15,0,0,1,0,0.3171806167400881,0.1944444444444444,0,0,0
90,3,0,6,0,1,0,0,0.4222222222222222,0.1052631578947368,0,0,0
95,0,0,0,0,0,1,0,0.1684210526315789,0.1875,0,0,2
40,0,0,0,0,0,0,1,0.575,0.0869565217391304,0,0,0
24,0,0,0,0,0,0,1,0.4166666666666667,0.0,0,0,0
16,0,0,3,0,0,0,1,2.125,0.0588235294117647,0,0,0
110,1,0,0,0,0,1,0,0.3636363636363636,0.0,0,0,0
137,0,0,0,0,0,0,1,0.5474452554744526,0.0,0,0,0
62,0,0,23,0,1,0,0,0.4516129032258064,0.5714285714285714,0,1,2
85,0,0,0,0,0,0,1,1.011764705882353,0.1511627906976744,0,0,0
41,0,0,0,0,0,1,0,0.6585365853658537,0.1851851851851851,0,0,1
57,0,0,0,0,1,0,0,0.3333333333333333,0.4210526315789473,0,1,2
153,1,0,4,0,0,1,0,0.5098039215686274,0.141025641025641,0,0,0
78,0,0,0,0,0,0,1,0.3205128205128205,0.16,0,0,0
124,0,0,0,0,0,0,1,0.4596774193548387,0.0526315789473684,0,0,0
225,0,0,0,0,1,0,0,0.1111111111111111,0.44,0,0,2
124,0,7,229,0,1,0,0,1.4112903225806452,0.0171428571428571,0,1,1
149,0,2,232,1,0,0,0,0.5167785234899329,0.1428571428571428,0,0,8
212,8,12,230,0,1,0,0,0.2169811320754717,0.108695652173913,0,0,3
11,5,0,36,1,0,0,0,0.2727272727272727,0.0,0,0,0
131,1,0,0,0,0,1,0,1.2213740458015268,0.01875,0,0,0
123,0,0,0,0,0,0,1,0.3089430894308943,0.0,0,0,0
42,0,0,0,0,0,0,1,0.3095238095238095,0.3076923076923077,0,0,0
68,1,0,0,0,0,1,0,0.1617647058823529,0.1818181818181818,0,0,0
89,0,0,0,0,0,0,1,0.0898876404494382,0.0,0,0,0
124,5,1,68,1,0,0,0,0.3629032258064516,0.0888888888888888,0,1,0
22,0,0,0,0,0,0,1,0.6818181818181818,0.0666666666666666,0,0,0
227,5,0,1,0,1,0,0,1.0088105726872247,0.1179039301310043,0,0,0
151,5,0,10,0,1,0,0,0.1655629139072847,0.08,0,0,2
60,0,0,0,0,0,0,1,0.2833333333333333,0.0588235294117647,0,0,0
17,0,0,0,0,0,0,1,0.1176470588235294,0.0,0,0,0
27,1,1,0,0,0,1,0,0.1481481481481481,0.75,0,0,0
50,0,0,0,0,0,0,1,0.52,0.0769230769230769,0,0,0
116,0,0,0,0,0,0,1,0.5172413793103449,0.0166666666666666,0,0,0
82,0,0,57,1,0,0,0,1.146341463414634,0.1170212765957446,0,1,4
152,0,0,1,0,0,0,1,0.7236842105263158,0.0181818181818181,0,0,0
144,0,0,0,0,0,0,1,0.2916666666666667,0.0476190476190476,0,0,0
0,0,0,0,0,0,0,1,1.0,0.25,0,0,0
144,0,0,0,0,0,0,1,0.3680555555555556,0.0566037735849056,0,0,0
278,1,0,0,0,0,1,0,0.0935251798561151,0.1153846153846153,0,0,0
137,0,0,0,0,0,0,1,0.0656934306569343,0.0,0,0,0
129,0,0,0,0,0,0,1,0.2170542635658914,0.1785714285714285,0,0,0
120,0,0,1,0,0,0,1,0.0666666666666666,0.0,0,0,0
136,0,0,0,0,0,0,1,0.213235294117647,0.0689655172413793,0,0,0
197,1,0,0,0,0,1,0,0.1065989847715736,0.1428571428571428,0,0,0
255,0,0,0,1,0,0,0,0.596078431372549,0.0592105263157894,0,0,2
34,1,0,13,0,1,0,0,0.3529411764705882,0.4166666666666667,0,1,0
23,0,0,0,0,0,0,1,2.1739130434782608,0.06,0,0,0
128,1,0,0,0,0,1,0,0.890625,0.0175438596491228,0,0,0
1,0,0,0,0,0,0,1,0.0,0.0,0,0,0
91,0,0,0,0,0,1,0,0.2857142857142857,0.3076923076923077,0,1,0
247,0,4,74,0,0,1,0,0.9676113360323888,0.0920502092050209,0,0,1
105,3,0,4,0,0,1,0,0.4571428571428571,0.0416666666666666,0,0,0
49,1,0,9,0,0,1,0,0.8163265306122449,0.0,0,0,0
137,1,1,0,0,0,1,0,0.1897810218978102,0.1538461538461538,0,0,0
151,0,0,0,0,0,0,1,0.3841059602649007,0.1379310344827586,0,0,0
139,0,7,58,1,0,0,0,0.7050359712230215,0.0612244897959183,0,0,11
60,0,1,0,0,0,0,1,0.8666666666666667,0.0192307692307692,0,0,0
84,1,2,70,0,1,0,0,0.4880952380952381,0.1951219512195122,0,1,0
194,0,0,6,0,0,1,0,0.2628865979381443,0.0588235294117647,0,0,3
66,0,0,5,0,0,0,1,1.4242424242424243,0.0744680851063829,0,0,0
111,1,0,92,0,1,0,0,0.8828828828828829,0.010204081632653,0,1,1
80,0,0,0,0,0,0,1,0.5375,0.0697674418604651,0,0,0
144,0,0,91,0,0,0,1,0.4861111111111111,0.0571428571428571,0,0,0
134,0,0,0,0,0,0,1,0.1119402985074626,0.0666666666666666,0,0,0
247,0,0,24,0,0,1,0,0.8178137651821862,0.0495049504950495,0,0,1
263,0,0,4,0,0,0,1,0.1711026615969581,0.0888888888888888,0,0,0
84,0,0,0,0,1,0,0,1.261904761904762,0.0849056603773584,0,0,3
9,0,0,20,0,0,0,1,0.1111111111111111,0.0,0,0,0
93,0,0,0,0,0,1,0,0.3548387096774194,0.0606060606060606,0,1,0
186,0,0,18,0,0,0,1,0.4731182795698925,0.1022727272727272,0,0,0
126,0,13,13,0,0,0,1,0.119047619047619,0.2,0,0,0
0,0,0,53,0,0,0,1,0.0,0.0,0,0,0
65,0,0,0,0,0,0,1,2.4615384615384617,0.05625,0,0,0
57,1,0,0,0,0,1,0,0.2807017543859649,0.0625,0,0,0
59,0,0,0,0,0,1,0,0.5084745762711864,0.1666666666666666,0,0,1
136,0,0,59,0,0,0,1,0.3529411764705882,0.2916666666666667,0,0,0
87,0,0,2,0,0,0,1,0.1839080459770115,0.25,0,0,0
7,0,0,0,0,0,0,1,1.0,0.0,0,0,0
124,1,0,0,0,1,0,0,0.0967741935483871,0.0833333333333333,0,0,2
56,0,0,0,0,0,1,0,0.1428571428571428,0.5,0,1,0
99,0,0,0,0,0,1,0,0.2323232323232323,0.5217391304347826,0,0,1
64,0,0,0,0,0,1,0,2.359375,0.0463576158940397,0,1,0
77,0,0,0,0,0,0,1,0.5194805194805194,0.15,0,0,0
142,1,2,10,0,1,0,0,0.3380281690140845,0.1041666666666666,0,1,0
349,0,7,218,0,0,1,0,1.7020057306590255,0.0774410774410774,0,1,1
97,0,2,207,0,0,1,0,0.8350515463917526,0.2098765432098765,0,0,1
161,3,1,0,0,1,0,0,0.577639751552795,0.010752688172043,0,0,0
114,1,0,0,0,0,1,0,0.2631578947368421,0.0333333333333333,0,1,1
106,1,1,5,0,0,1,0,0.3113207547169811,0.1515151515151515,0,0,0
61,1,0,107,0,1,0,0,0.5245901639344263,0.09375,0,0,9
74,0,0,0,0,0,1,0,0.2162162162162162,0.4375,0,1,0
230,1,0,0,0,0,1,0,0.0869565217391304,0.2,0,0,0
120,0,0,0,0,0,0,1,0.475,0.0701754385964912,0,0,0
79,0,0,63,0,1,0,0,0.4936708860759494,0.0,0,0,4
101,1,0,0,0,0,1,0,0.7722772277227723,0.0384615384615384,0,0,0
84,0,0,0,0,0,0,1,0.2619047619047619,0.0454545454545454,0,0,0
35,0,0,6,0,0,0,1,0.1142857142857142,0.25,0,0,0
98,1,0,0,0,0,1,0,0.5816326530612245,0.0350877192982456,0,0,0
92,0,0,0,1,0,0,0,0.4456521739130434,0.0,0,0,2
288,0,1,0,0,1,0,0,0.0520833333333333,0.3333333333333333,0,0,7
122,0,0,0,0,0,0,1,0.8524590163934426,0.0384615384615384,0,0,0
13,0,0,0,0,0,0,1,0.8461538461538461,0.1818181818181818,0,0,0
97,2,0,0,0,0,1,0,0.2164948453608247,0.0952380952380952,0,0,1
84,0,0,0,0,0,0,1,0.4761904761904761,0.175,0,0,0
187,3,2,38,1,0,0,0,0.3262032085561497,0.0983606557377049,0,0,4
103,0,0,0,0,0,0,1,0.0194174757281553,0.0,0,0,0
243,0,0,0,0,0,0,1,0.1193415637860082,0.1034482758620689,0,0,0
1,0,0,0,0,0,0,1,5.0,0.8,0,0,0
103,0,0,0,0,0,0,1,0.2621359223300971,0.037037037037037,0,0,0
75,3,1,13,0,1,0,0,0.1866666666666666,0.3571428571428571,0,1,0
241,2,0,18,1,0,0,0,0.3319502074688796,0.0875,0,0,1
10,0,0,0,0,0,0,1,0.7,0.4285714285714285,0,0,0
79,2,0,26,0,0,1,0,0.1265822784810126,0.0,0,0,0
62,1,0,0,0,0,1,0,1.2903225806451613,0.15,0,1,0
97,0,0,63,0,0,1,0,0.1546391752577319,0.3333333333333333,0,0,2
91,0,0,0,0,0,1,0,0.3736263736263736,0.0588235294117647,0,0,1
78,0,0,0,0,0,0,1,0.2435897435897435,0.0,0,0,0
144,0,0,15,0,0,1,0,0.5972222222222222,0.0116279069767441,0,1,0
59,0,0,76,0,0,0,1,0.1864406779661017,0.5454545454545454,0,0,0
78,0,0,0,0,0,0,1,0.1025641025641025,0.0,0,0,0
22,0,0,0,0,0,1,0,0.2727272727272727,0.0,0,0,1
49,0,0,9,0,0,0,1,0.4693877551020408,0.0434782608695652,0,0,0
86,0,0,0,0,0,1,0,0.2558139534883721,0.0454545454545454,0,1,0
102,0,0,0,0,0,0,1,0.4019607843137255,0.073170731707317,0,0,0
156,0,0,0,0,0,0,1,0.391025641025641,0.0655737704918032,0,0,0
66,0,0,0,1,0,0,0,1.2272727272727273,0.074074074074074,0,0,2
93,0,0,0,0,0,0,1,0.4408602150537634,0.048780487804878,0,0,0
174,0,5,80,0,0,0,1,1.1436781609195403,0.0201005025125628,0,0,0
126,3,0,1,0,1,0,0,0.9682539682539684,0.0245901639344262,0,0,0
163,3,0,3,0,1,0,0,0.1533742331288343,0.0,0,0,0
118,0,1,0,0,0,1,0,0.0932203389830508,0.5454545454545454,0,0,1
92,1,0,0,0,0,1,0,0.217391304347826,0.05,0,0,1
201,0,0,0,0,0,0,1,0.154228855721393,0.1612903225806451,0,0,0
65,0,0,0,0,0,0,1,1.3384615384615384,0.1034482758620689,0,0,0
75,0,0,0,0,0,0,1,0.1066666666666666,0.0,0,0,0
66,1,11,64,1,0,0,0,1.0606060606060606,0.1142857142857142,0,0,2
104,0,0,3,0,0,1,0,0.7019230769230769,0.0136986301369863,0,1,0
79,0,0,0,0,0,1,0,0.7215189873417721,0.1052631578947368,0,0,1
53,0,0,0,0,0,1,0,1.2830188679245282,0.0588235294117647,0,1,0
67,1,0,0,0,0,1,0,0.208955223880597,0.2857142857142857,0,0,0
96,6,0,37,0,1,0,0,0.8854166666666666,0.0235294117647058,0,0,1
97,0,0,0,0,0,0,1,0.2886597938144329,0.0,0,0,0
216,0,0,107,0,0,0,1,0.8611111111111112,0.0967741935483871,0,0,0
82,0,0,0,0,0,0,1,0.4756097560975609,0.1538461538461538,0,0,0
132,0,0,0,0,0,0,1,0.2348484848484848,0.1290322580645161,0,0,0
77,0,0,0,0,0,0,1,0.1948051948051948,0.2666666666666666,0,0,0
91,3,0,0,0,0,1,0,0.8351648351648352,0.0657894736842105,0,0,0
86,0,0,15,0,0,1,0,0.7790697674418605,0.044776119402985,0,0,1
151,0,0,11,0,0,1,0,0.2185430463576159,0.0303030303030303,0,0,1
303,0,0,26,0,0,0,1,0.3234323432343234,0.0510204081632653,0,0,0
173,0,0,1,0,0,1,0,0.3930635838150289,0.2058823529411764,0,1,0
52,0,0,0,0,0,0,1,0.173076923076923,0.5555555555555556,0,0,0
115,0,0,0,0,0,0,1,0.1304347826086956,0.0,0,0,0
176,0,0,0,0,0,1,0,0.8181818181818182,0.2083333333333333,0,0,1
154,0,0,0,0,0,0,1,0.0649350649350649,0.3,0,0,0
149,0,0,0,0,0,0,1,0.1677852348993288,0.04,0,0,0
109,1,0,0,0,0,1,0,0.5596330275229358,0.0983606557377049,0,0,2
181,1,2,0,0,0,1,0,0.1381215469613259,0.04,0,0,0
79,0,0,0,0,0,0,1,0.1392405063291139,0.0,0,0,0
153,0,9,115,1,0,0,0,0.5620915032679739,0.0930232558139534,0,0,8
64,0,0,0,0,0,0,1,0.40625,0.4230769230769231,0,0,0
54,0,0,0,0,0,0,1,0.0925925925925925,0.6,0,0,0
51,0,0,0,0,0,0,1,0.8235294117647058,0.0714285714285714,0,0,0
85,0,0,0,0,0,0,1,0.3529411764705882,0.0,0,0,0
89,0,0,0,0,0,0,1,0.3258426966292135,0.0344827586206896,0,0,0
189,0,1,173,0,0,1,0,1.0476190476190477,0.0707070707070707,0,0,1
21,0,0,0,0,0,0,1,1.0476190476190477,0.0,0,0,0
129,0,0,0,0,0,1,0,0.1317829457364341,0.0,0,1,0
153,0,0,0,0,0,0,1,0.1895424836601307,0.1379310344827586,0,0,0
0,0,0,8,0,0,0,1,0.0,0.0,0,0,0
170,0,0,9,0,0,0,1,0.2294117647058823,0.1538461538461538,0,0,0
39,0,0,0,0,0,0,1,0.6410256410256411,0.16,0,0,0
126,0,0,0,0,0,0,1,0.1746031746031746,0.0454545454545454,0,0,0
66,1,0,0,1,0,0,0,0.4696969696969697,0.0967741935483871,0,0,1
