CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_sub,email_unsub,form_submission,forward_receipt,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_incoming_from_customer,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_sth,secondary_purchase,secondary_sale,survey_submission,text_incoming_from_customer,text_outgoing_to_customer,Totals,ID,percent_open,percent_click,AVG_TIME_DAYS_purchase_x,AVG_TIME_DAYS_purchase_y
-9222983717532481599,281336,1203,80,0,1,0,17,0,40,0,0,0,0,0,0,1,0,57,0,0,0,0,1,9,1,8,0,0,0,139,0,0.425,0.058823529411764705,9,9
-9044857705265524453,778931,2907,257,0,3,1,3,1,118,0,0,1,0,0,8,1,0,233,0,0,1,0,0,2,0,2,0,0,0,385,1,0.025423728813559324,1.0,80,80
-8963114232538807937,361995,1299,16,0,12,2,18,0,130,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,179,2,0.13846153846153847,0.6666666666666666,47,47
-8932276230323054381,2617336,10326,403,0,31,0,180,0,673,0,0,3,0,6,23,3,0,322,0,0,0,0,1,6,0,1,0,3,1,1295,3,0.2674591381872214,0.17222222222222222,163,163
-8799106693862001648,1140499,4774,351,0,5,0,39,0,168,0,0,1,0,1,11,0,0,333,0,0,0,0,0,1,0,1,0,0,0,564,4,0.23214285714285715,0.1282051282051282,32,32
-8788085736761544968,942820,3256,258,1,18,1,87,0,98,0,0,2,0,0,10,2,0,238,0,0,1,0,0,2,0,0,0,0,0,466,5,0.8877551020408163,0.20689655172413793,122,122
-8749080499827230917,1078793,4081,28,0,14,0,45,0,447,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,6,0,0,0,534,6,0.10067114093959731,0.3111111111111111,154,154
-8679345257623183442,789020,2721,18,0,0,0,233,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,391,7,1.6642857142857144,0.0,70,70
-8589444626335505318,1379637,5212,310,0,48,2,37,0,283,0,0,4,0,0,7,1,0,272,0,0,1,0,0,3,0,0,0,0,0,682,8,0.13074204946996468,1.2972972972972974,200,200
-8554358298138075835,2641512,9912,468,0,19,6,234,6,571,0,0,4,0,0,5,1,3,436,0,0,1,0,0,3,0,13,0,0,0,1306,9,0.4098073555166375,0.0811965811965812,30,30
-8536276321958834403,1629337,6309,19,0,15,0,526,0,245,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,2,8,0,0,0,807,10,2.146938775510204,0.028517110266159697,85,85
-8512051865524996985,1009673,3164,232,0,19,5,148,8,86,0,0,2,0,0,1,0,0,217,0,0,1,0,0,2,0,8,0,0,0,499,12,1.7209302325581395,0.12837837837837837,31,31
-8498547393729527108,687693,2914,325,0,1,0,1,0,8,1,0,2,0,0,4,2,0,304,0,0,1,0,0,3,0,11,0,0,0,340,13,0.125,1.0,42,42
-8439891610575951063,2203924,8569,339,0,39,9,151,8,539,0,0,9,0,3,33,4,0,220,0,0,1,0,4,6,0,1,0,0,0,1090,14,0.28014842300556586,0.2582781456953642,155,155
-8291101172666936641,3018023,11469,358,0,10,0,152,0,967,0,0,2,0,5,34,4,0,254,0,0,0,0,1,8,1,21,0,0,0,1493,15,0.15718717683557393,0.06578947368421052,62,62
-8212719441420444006,978811,3515,229,0,32,5,35,4,176,0,0,9,0,3,5,2,2,195,0,0,0,0,0,2,0,4,0,0,0,484,16,0.19886363636363635,0.9142857142857143,34,34
-8157502558862230899,641028,2570,227,0,14,4,44,3,22,0,0,3,0,0,2,2,0,205,0,0,0,0,0,1,0,15,0,0,0,317,17,2.0,0.3181818181818182,13,13
-8137007490398234626,730396,2828,199,0,12,0,48,0,99,0,0,2,0,0,6,1,0,179,0,1,1,0,0,2,0,0,0,0,0,361,18,0.48484848484848486,0.25,157,157
-8110001089597629285,1100667,3925,321,0,21,4,90,5,101,0,0,4,0,0,2,1,1,299,0,0,0,0,1,2,0,9,0,0,0,544,19,0.8910891089108911,0.23333333333333334,26,26
-7894252021443777286,574007,2277,15,0,17,0,114,0,136,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,284,20,0.8382352941176471,0.14912280701754385,21,21
-7867354998288837896,1823826,6951,35,0,14,0,456,0,396,0,0,0,0,0,14,1,0,0,0,1,0,0,0,4,0,13,0,0,0,903,21,1.1515151515151516,0.03070175438596491,90,90
-7860628411648539655,1134770,4325,19,0,19,0,189,0,335,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,562,22,0.564179104477612,0.10052910052910052,93,93
-7501288359534638952,1867005,6758,353,0,19,5,198,4,341,0,0,4,0,0,3,2,0,322,0,0,0,0,1,3,0,7,0,0,0,923,23,0.5806451612903226,0.09595959595959595,60,60
-7367715179360395844,1771842,7272,606,0,24,0,16,1,227,0,0,2,0,0,10,1,0,545,0,0,1,0,0,3,1,6,0,1,0,876,24,0.07048458149779736,1.5,59,59
-7356214298122961380,2633620,10099,798,5,42,10,70,8,366,0,0,4,1,0,23,3,3,738,0,0,1,1,2,3,0,2,0,0,0,1302,25,0.1912568306010929,0.6,78,78
-7347038063762422387,1869379,7079,80,0,6,0,301,0,534,0,0,4,0,9,64,0,0,0,0,0,1,0,0,6,0,0,0,0,0,925,26,0.5636704119850188,0.019933554817275746,145,145
-7336263060475495668,3826487,14669,526,1,55,8,565,7,721,0,0,2,0,6,4,2,0,432,0,0,2,0,1,15,0,20,0,6,2,1893,27,0.7836338418862691,0.09734513274336283,56,56
-7214037980062819733,1264248,4344,52,0,32,10,148,6,376,0,0,4,0,0,18,0,0,0,0,0,1,0,0,3,0,27,0,0,0,625,28,0.39361702127659576,0.21621621621621623,23,23
-7082013174931002899,1035785,3526,169,0,31,6,57,6,241,0,0,5,0,0,9,1,2,143,0,0,1,0,0,3,0,7,0,0,0,512,29,0.23651452282157676,0.543859649122807,50,50
-7055329836693511604,1476700,5561,195,0,29,0,38,0,466,0,0,6,0,0,16,1,1,152,0,0,1,0,0,3,0,1,0,0,0,730,30,0.0815450643776824,0.7631578947368421,136,136
-7015441505373850168,1928117,6958,545,0,36,7,245,7,110,0,0,5,0,0,16,0,0,517,0,0,0,0,1,2,0,0,0,0,1,953,31,2.227272727272727,0.1469387755102041,160,160
-7005727884056659221,2483570,9251,465,0,33,2,450,2,269,1,0,3,0,0,9,5,0,413,0,0,2,0,0,3,0,1,0,0,0,1228,32,1.6728624535315986,0.07333333333333333,171,171
-6853877776945487027,2378946,9398,22,0,14,0,486,0,655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,1178,33,0.7419847328244275,0.02880658436213992,241,241
-6805438956229009311,1071608,4084,36,0,35,2,62,2,392,0,1,2,0,5,6,0,0,0,0,0,1,0,1,4,0,10,0,0,0,530,34,0.15816326530612246,0.5645161290322581,52,52
-6803166912119241689,1756810,6521,42,0,4,0,304,0,519,0,0,0,0,0,37,0,0,0,0,0,0,0,1,4,0,0,0,0,0,869,35,0.5857418111753372,0.013157894736842105,274,274
-6565800927997128708,827114,3065,67,0,17,0,165,0,158,0,0,1,0,0,7,1,0,58,0,0,0,0,0,2,0,0,0,0,0,409,37,1.0443037974683544,0.10303030303030303,325,325
-6380496798912046981,441901,1652,13,0,0,0,93,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,219,40,0.8230088495575221,0.0,35,35
-6292219789991614169,851412,3020,40,0,79,2,132,2,165,0,0,1,0,0,1,0,0,23,0,0,0,0,0,2,0,5,0,0,0,421,41,0.8,0.5984848484848485,44,44
-6255562851066735375,1881326,7168,30,0,34,0,597,0,269,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,0,15,0,0,0,931,42,2.2193308550185873,0.05695142378559464,12,12
-6223493736660487765,2307931,8639,616,0,29,1,224,0,266,0,0,5,0,0,12,2,0,554,0,0,0,0,1,3,1,0,0,1,0,1141,43,0.8421052631578947,0.12946428571428573,172,172
-6215566391599912882,835459,2720,70,0,13,0,84,1,242,0,0,4,0,0,3,1,1,43,0,0,1,0,0,3,0,7,0,0,0,413,44,0.34710743801652894,0.15476190476190477,54,54
-6104000113348869867,3095571,11466,301,0,66,2,665,2,492,0,0,1,0,0,1,3,0,249,0,0,0,0,1,5,0,17,0,0,0,1531,45,1.3516260162601625,0.09924812030075188,81,81
-6059503310037458980,1189630,4437,333,0,16,3,57,4,172,0,0,3,0,0,2,2,4,301,0,0,0,0,1,15,0,2,0,0,0,588,46,0.3313953488372093,0.2807017543859649,12,12
-5993386474039922423,1599940,6295,358,3,37,2,140,0,248,0,0,2,0,0,2,2,0,330,0,0,1,1,0,3,0,5,0,0,0,791,47,0.5645161290322581,0.2642857142857143,76,76
-5888275601120767508,598561,2224,30,0,6,0,118,1,139,0,0,1,0,0,4,1,0,17,0,0,0,0,0,1,0,4,0,0,0,296,48,0.8489208633093526,0.05084745762711865,51,51
-5882709606953171880,1027299,3792,87,0,21,0,177,0,220,0,0,3,0,0,6,2,0,63,0,0,0,0,0,1,0,1,0,0,0,508,49,0.8045454545454546,0.11864406779661017,131,131
-5877101856686222350,887796,3544,17,0,0,0,237,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,440,50,1.2741935483870968,0.0,302,302
-5737168393331021501,1550686,5165,23,0,4,0,476,0,264,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,0,9,0,0,0,768,51,1.803030303030303,0.008403361344537815,98,98
-5732018471306980449,2259459,8096,327,0,22,0,548,0,218,0,0,1,0,2,30,1,0,282,0,0,0,0,1,3,0,3,0,0,0,1117,52,2.5137614678899083,0.040145985401459854,75,75
-5708330416253292817,40362,181,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,20,53,,,117,117
-5656207037339947800,3178059,12563,648,2,71,4,381,3,460,0,0,10,0,4,25,1,0,576,0,0,1,0,1,3,0,5,0,0,0,1571,54,0.8282608695652174,0.18635170603674542,52,52
-5626306401260590622,1536807,6693,522,0,21,0,69,1,144,0,0,2,0,0,4,2,1,510,0,0,0,0,0,1,0,2,0,0,0,760,55,0.4791666666666667,0.30434782608695654,48,48
-5578236797858710930,1450451,5362,335,1,15,1,98,0,263,0,0,3,1,0,27,2,1,272,0,0,1,0,0,4,2,0,0,0,0,717,56,0.3726235741444867,0.15306122448979592,97,97
-5540516539576044718,1258186,4575,99,0,27,5,32,4,455,0,0,8,0,0,11,0,0,60,0,0,1,0,1,3,0,5,0,0,0,622,57,0.07032967032967033,0.84375,67,67
-5502918696196425468,2697031,10505,125,0,6,0,153,0,1047,0,0,0,0,0,9,4,4,100,0,0,0,0,0,5,0,0,0,0,0,1335,58,0.14613180515759314,0.0392156862745098,226,226
-5468424315190191303,1604030,5570,135,0,9,0,389,0,259,0,0,0,0,0,18,1,0,110,0,0,0,0,1,3,0,3,0,0,0,793,59,1.501930501930502,0.02313624678663239,101,101
-5434197534387343283,3338035,12612,102,0,36,0,438,0,1073,0,0,2,0,0,4,2,0,41,0,0,0,0,1,6,1,18,0,0,0,1652,60,0.4082013047530289,0.0821917808219178,84,84
-5371433354329000362,1079599,3902,16,0,0,0,161,0,357,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,535,61,0.45098039215686275,0.0,70,70
-5314716883306043121,1179486,4549,372,0,10,10,96,9,84,0,0,4,0,0,5,1,0,353,0,0,0,0,1,3,0,5,0,0,0,583,62,1.1428571428571428,0.10416666666666667,40,40
-5260529298381383933,784783,3008,177,0,8,3,10,2,185,0,0,0,0,0,9,3,0,151,0,0,0,0,1,3,0,9,0,0,0,388,63,0.05405405405405406,0.8,50,50
-5256292445193122627,1175272,4638,260,0,9,2,17,2,287,0,0,2,0,0,11,1,0,204,0,0,1,0,0,3,1,0,0,1,1,581,64,0.059233449477351915,0.5294117647058824,170,170
-5141344339137185073,1834498,7196,531,0,13,5,58,4,291,0,0,5,0,0,16,1,0,484,0,0,0,0,1,4,0,9,0,0,0,907,65,0.19931271477663232,0.22413793103448276,44,44
-5071890487267496795,1057617,4049,181,0,25,1,112,0,202,0,0,2,0,0,0,1,0,168,0,0,0,0,0,1,0,5,0,0,0,523,66,0.5544554455445545,0.22321428571428573,40,40
-5027927603802244565,1246052,4946,196,0,20,0,88,0,310,0,0,4,0,0,4,0,0,154,0,0,0,0,1,3,0,0,0,0,0,616,67,0.2838709677419355,0.22727272727272727,228,228
-4901350347277773919,1254465,4520,271,0,19,6,124,4,195,0,0,4,0,0,11,0,0,247,0,0,1,0,0,2,0,2,0,0,0,620,68,0.6358974358974359,0.1532258064516129,61,61
-4898538015189765516,967472,4300,354,0,10,0,26,0,86,0,0,1,0,0,0,1,0,332,0,0,0,0,1,1,0,15,0,0,0,478,69,0.3023255813953488,0.38461538461538464,9,9
-4855528315862502779,607215,2187,2,0,0,0,216,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,301,70,2.602409638554217,0.0,91,91
-4682393252989639209,1798146,6987,367,0,64,2,80,1,373,0,0,10,0,0,17,2,3,327,0,0,1,0,0,3,0,0,0,0,0,889,71,0.21447721179624665,0.8,101,101
-4587963081814538331,2106606,7997,31,0,15,0,551,0,444,0,0,1,0,0,16,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1043,72,1.240990990990991,0.02722323049001815,492,492
-4469807547142289769,2240618,9116,92,0,5,0,570,0,442,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1110,73,1.2895927601809956,0.008771929824561403,360,360
-4446369425011160315,313531,1113,69,0,17,2,24,2,40,0,0,2,0,2,14,0,0,14,0,0,1,0,0,3,0,2,0,0,0,155,74,0.6,0.7083333333333334,86,86
-4238673894947200902,1074331,4000,327,3,24,5,18,4,147,0,0,13,0,0,4,1,0,288,0,1,1,0,0,2,0,2,0,0,0,531,75,0.12244897959183673,1.3333333333333333,61,61
-4231588385565878542,2302200,7491,413,0,29,14,348,13,321,0,0,3,0,0,11,0,0,385,0,0,0,0,1,3,0,5,0,0,0,1138,76,1.0841121495327102,0.08333333333333333,85,85
-4223453201399531403,1820917,7003,474,0,56,7,122,6,233,0,0,3,0,1,1,1,2,454,0,0,0,0,1,2,0,7,0,0,0,900,77,0.5236051502145923,0.45901639344262296,20,20
-4206922684245428851,1862987,7108,545,1,39,2,56,2,271,0,0,4,0,0,12,1,0,483,1,2,0,0,1,3,0,11,0,0,0,921,78,0.2066420664206642,0.6964285714285714,50,50
-4147465441949712046,643058,2469,237,0,6,2,29,1,41,1,0,2,0,1,42,1,0,125,0,0,1,0,1,4,0,0,0,0,0,318,79,0.7073170731707317,0.20689655172413793,375,375
-4112863346247150679,1136730,4476,23,0,14,0,312,0,213,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,9,0,0,0,563,80,1.4647887323943662,0.04487179487179487,123,123
-4025965728889701536,1494886,5388,462,0,11,0,11,0,249,0,0,4,0,1,3,3,0,423,0,0,0,0,1,3,0,10,0,0,0,739,81,0.04417670682730924,1.0,48,48
-3979120165347683294,1405108,5540,19,0,4,0,321,0,352,0,0,0,0,0,6,0,0,0,0,0,1,0,0,3,0,3,0,0,0,696,82,0.9119318181818182,0.012461059190031152,180,180
-3967727065339846546,898110,3344,107,0,21,0,36,0,279,0,0,3,0,0,9,0,7,62,0,0,0,0,1,3,0,6,0,0,0,444,83,0.12903225806451613,0.5833333333333334,37,37
-3822799245616705187,390543,1282,14,0,15,0,50,1,112,0,0,1,0,3,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,193,84,0.44642857142857145,0.3,42,42
-3758724976132490121,1172969,4569,35,0,4,0,189,0,351,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,581,85,0.5384615384615384,0.021164021164021163,269,269
-3629308526308633962,3213890,12380,320,0,96,0,214,1,943,0,0,10,0,5,4,6,0,211,0,0,0,0,1,6,0,0,0,6,4,1590,86,0.22693531283138918,0.4485981308411215,194,194
-3484090152931012541,2808446,10166,135,0,38,3,495,3,714,0,0,0,0,13,62,2,0,24,0,0,0,0,1,7,0,14,0,0,0,1390,87,0.6932773109243697,0.07676767676767676,66,66
-3440397521703103533,192027,775,14,0,2,0,30,0,44,1,0,1,0,0,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,95,88,0.6818181818181818,0.06666666666666667,216,216
-3411440022507568590,3661322,13076,476,0,90,0,544,1,698,0,0,11,0,4,16,2,0,398,0,0,1,0,2,5,0,0,0,0,0,1811,89,0.7793696275071633,0.16544117647058823,182,182
-3312191351847852486,1363392,4755,308,0,18,2,77,3,263,0,0,1,0,0,13,2,0,281,0,0,1,0,0,3,0,0,0,0,0,674,90,0.29277566539923955,0.23376623376623376,227,227
-3295400965975839575,1225426,4569,11,0,11,0,194,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,607,91,0.4961636828644501,0.05670103092783505,540,540
-3279283443872515350,859801,2767,34,0,20,0,111,0,256,1,0,3,0,1,14,1,0,0,0,0,1,0,0,5,0,10,0,0,0,425,92,0.43359375,0.18018018018018017,53,53
-3152237393461198575,92836,419,25,0,0,0,0,0,19,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,46,93,0.0,,187,187
-3108300499434482841,2673035,9144,37,0,15,0,878,0,393,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1324,94,2.2340966921119594,0.017084282460136675,360,360
-3101974636279694339,2072911,8036,300,0,91,3,328,4,298,0,0,0,0,0,1,1,3,221,0,0,0,0,1,3,0,0,0,0,0,1025,95,1.1006711409395973,0.2774390243902439,363,363
-3016756288890304037,487614,1690,80,0,9,2,20,3,127,0,0,0,0,0,5,0,0,62,0,0,2,0,0,1,0,0,0,0,0,241,96,0.15748031496062992,0.45,122,122
-3004374132737623230,821402,2991,93,0,3,8,32,8,261,0,0,1,0,2,0,1,1,58,0,0,1,0,0,2,2,1,0,0,0,406,97,0.12260536398467432,0.09375,64,64
-3004306797894562750,1027561,3657,162,0,17,2,207,2,115,0,0,2,0,1,5,2,0,119,0,0,1,0,0,3,0,0,0,0,0,508,98,1.8,0.0821256038647343,170,170
-2859882781890462763,7102910,27705,1000,0,135,2,1250,2,1122,0,0,7,0,7,34,2,1,897,0,1,0,0,1,6,0,15,0,0,0,3515,99,1.1140819964349375,0.108,72,72
-2684233407775441190,407700,1535,17,0,0,0,31,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,202,100,0.2012987012987013,0.0,35,35
-2682484764862744247,656176,2518,20,0,4,0,76,0,225,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,325,101,0.3377777777777778,0.05263157894736842,270,270
-2643623540339350794,609017,2138,76,0,19,1,97,2,104,0,0,1,0,0,0,1,0,56,0,0,1,0,0,2,0,1,0,0,0,301,102,0.9326923076923077,0.1958762886597938,107,107
-2642651444428050398,946448,3387,227,0,12,4,68,2,152,0,0,5,0,0,2,1,0,213,0,0,0,0,0,1,0,3,0,0,1,468,103,0.4473684210526316,0.17647058823529413,61,61
-2506364554583871663,1498786,5904,401,0,17,0,55,0,266,0,0,2,0,1,23,2,2,355,0,0,1,0,0,3,0,0,0,0,0,741,104,0.20676691729323307,0.3090909090909091,101,101
-2483704554632476874,2811494,10757,321,0,38,0,323,0,705,0,0,3,0,0,8,3,0,275,0,0,1,0,0,6,0,11,0,0,0,1391,105,0.4581560283687943,0.11764705882352941,128,128
-2459142070790979046,1943794,7605,577,0,16,0,38,0,327,0,0,3,0,17,31,2,0,510,0,0,1,0,0,3,0,9,0,0,0,961,106,0.1162079510703364,0.42105263157894735,23,23
-2442487078765324454,3448777,12627,1021,0,67,3,201,2,408,0,0,9,0,0,9,2,0,976,0,0,0,0,1,3,0,10,0,0,0,1705,107,0.49264705882352944,0.3333333333333333,52,52
-2429421853716142078,3614799,12012,518,10,85,0,698,0,474,0,0,3,0,10,17,1,0,457,0,0,1,2,0,3,0,20,0,0,0,1787,108,1.4725738396624473,0.12177650429799428,19,19
-2384007857681355208,3325606,12932,201,0,95,19,1118,14,184,0,0,4,0,2,18,0,1,149,0,0,1,0,0,3,0,0,0,8,4,1644,109,6.076086956521739,0.08497316636851521,100,100
-2365652567974707733,4077802,14346,213,0,47,0,1502,1,250,0,0,2,0,0,17,2,0,173,0,0,1,0,0,3,0,4,0,0,0,2016,110,6.008,0.031291611185086554,97,97
-2141105677918135512,1945832,7225,296,1,27,0,285,0,351,0,0,0,0,0,13,2,0,274,0,0,1,0,1,3,0,1,0,0,0,962,111,0.811965811965812,0.09473684210526316,120,120
-2122621542268236146,2160393,6912,127,0,93,23,344,20,459,0,0,15,0,1,4,2,0,92,0,0,0,0,1,3,0,6,0,0,0,1068,112,0.7494553376906318,0.2703488372093023,67,67
-2122108149940181425,896623,3541,10,0,5,0,65,0,364,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,444,113,0.17857142857142858,0.07692307692307693,130,130
-1998508438812506231,910464,3476,306,1,7,0,7,1,126,0,0,2,0,0,18,1,0,282,0,0,1,0,0,3,0,0,0,0,0,450,114,0.05555555555555555,1.0,109,109
-1931092392032985486,2460246,9871,150,0,9,0,385,0,672,0,0,0,0,0,2,2,1,103,0,0,0,0,0,14,0,0,0,0,0,1218,115,0.5729166666666666,0.023376623376623377,129,129
-1787761400592675616,384340,1222,58,0,11,3,9,7,99,1,0,3,0,0,5,1,0,10,0,0,0,0,1,5,0,30,0,1,0,190,116,0.09090909090909091,1.2222222222222223,62,62
-1766543805905294064,1982456,7740,41,0,38,11,786,8,90,1,0,3,0,0,0,4,0,18,0,0,1,0,0,2,1,7,0,0,0,980,117,8.733333333333333,0.04834605597964377,64,64
-1757008517813040001,2424987,9448,8,0,95,0,727,0,369,0,0,2,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1200,118,1.970189701897019,0.13067400275103164,182,182
-1746572277319598795,1579650,5121,57,0,220,2,263,1,237,0,0,6,0,0,11,1,1,24,0,0,1,0,0,3,0,5,0,0,0,781,119,1.109704641350211,0.8365019011406845,67,67
-1627645832012372620,562180,1968,16,0,7,2,107,2,142,0,0,2,0,0,4,1,0,3,0,0,0,0,0,1,0,5,0,0,0,278,120,0.7535211267605634,0.06542056074766354,40,40
-1620609537880951724,1288562,4299,21,0,31,1,71,1,511,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,17,0,0,0,637,121,0.13894324853228962,0.43661971830985913,33,33
-1579042697899893659,1939577,7630,333,0,136,6,244,5,233,0,0,3,0,0,17,0,0,287,0,0,0,0,1,3,2,0,0,0,0,959,122,1.0472103004291846,0.5573770491803278,137,137
-1576009525405649220,1492704,6070,365,0,14,0,170,0,188,0,0,2,0,0,9,0,0,330,0,0,0,0,1,3,0,2,0,0,0,738,123,0.9042553191489362,0.08235294117647059,135,135
-1534387712091582717,3077244,10910,49,0,45,0,508,0,919,0,0,2,0,0,11,1,0,18,0,0,1,0,0,4,2,5,0,0,0,1522,124,0.5527747551686616,0.08858267716535433,91,91
-1509107062398015851,4407166,15498,1276,0,116,2,281,1,502,0,0,10,0,0,13,1,4,1183,0,0,1,0,0,6,0,9,0,0,0,2179,125,0.5597609561752988,0.4128113879003559,67,67
-1396133199702402035,536180,1782,47,0,10,0,121,0,83,1,0,1,0,1,3,2,0,9,0,0,0,0,1,3,0,6,0,0,0,265,126,1.4578313253012047,0.08264462809917356,60,60
-1395069174650446658,799031,3166,18,0,0,0,147,0,231,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,396,127,0.6363636363636364,0.0,44,44
-1339068891155653702,662046,2597,21,0,0,0,4,0,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,328,128,0.013245033112582781,0.0,540,540
-1207814228243247292,3453472,12941,231,0,34,3,774,1,666,0,0,1,0,0,23,0,0,167,0,0,1,0,0,8,0,7,0,0,0,1709,129,1.162162162162162,0.04392764857881137,146,146
-1020342061468154972,3720752,15409,350,0,27,0,410,0,1051,0,0,3,0,1,10,2,0,308,0,0,1,0,0,7,0,7,0,0,0,1841,130,0.390104662226451,0.06585365853658537,115,115
-965519557978376345,944358,3931,186,0,9,0,83,0,186,0,0,2,0,0,1,2,1,158,0,0,0,0,0,1,0,4,0,0,0,467,131,0.44623655913978494,0.10843373493975904,38,38
-963317018600550912,5155658,20763,1103,0,134,1,527,0,780,0,0,1,0,6,36,4,7,1000,0,0,1,0,1,5,0,0,0,0,0,2550,132,0.6756410256410257,0.25426944971537,110,110
-701811016219618506,1298648,4850,194,2,7,0,196,0,240,0,0,0,0,0,8,3,0,166,0,0,0,1,2,2,0,3,0,0,0,642,134,0.8166666666666667,0.03571428571428571,123,123
-619931880610540605,1660728,5982,66,1,67,5,53,3,625,0,0,5,0,0,12,0,0,0,0,0,1,0,1,3,0,0,0,0,0,821,135,0.0848,1.2641509433962264,170,170
-597692668170427810,472184,1753,12,0,0,0,45,0,177,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,234,136,0.2542372881355932,0.0,352,352
-557098195255817479,1530203,5616,13,0,6,0,418,0,319,0,0,1,0,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,0,758,137,1.3103448275862069,0.014354066985645933,539,539
-487480592468695291,1366279,5396,77,1,17,0,132,0,447,0,0,3,0,1,11,2,2,15,0,0,0,1,0,5,0,0,0,0,0,676,138,0.2953020134228188,0.12878787878787878,226,226
-368490567603322425,6198854,23776,394,0,103,5,1450,5,1108,0,0,2,0,0,4,2,0,330,0,0,0,0,1,6,0,34,0,0,0,3068,139,1.3086642599277978,0.07103448275862069,53,53
-333195817532681983,412752,1319,46,0,3,0,42,0,110,1,0,2,0,0,8,2,0,15,0,0,1,0,0,4,0,14,0,0,0,204,140,0.38181818181818183,0.07142857142857142,122,122
-290227333595601660,477457,2297,232,0,0,2,0,1,0,0,0,1,0,1,7,0,0,199,0,0,2,0,0,1,0,4,0,0,0,236,141,,,46,46
-255415142516934348,2461872,8064,454,0,95,22,257,17,372,0,0,5,0,2,18,0,0,404,0,0,0,0,1,4,1,3,0,0,0,1217,142,0.6908602150537635,0.36964980544747084,61,61
-178919765072480135,4528289,14486,174,0,117,0,1223,0,724,1,0,2,0,1,9,1,0,127,0,0,0,0,1,5,0,1,0,0,0,2241,143,1.6892265193370166,0.09566639411283728,256,256
-137961516028026618,1187024,4750,235,0,8,3,139,3,197,0,0,2,0,1,2,2,0,213,0,0,0,0,0,1,0,0,0,0,0,587,144,0.7055837563451777,0.05755395683453238,58,58
-117103694891986287,1189324,4587,298,0,25,0,29,0,233,0,0,2,0,0,10,1,0,256,1,0,0,0,1,3,0,11,0,0,0,588,145,0.12446351931330472,0.8620689655172413,48,48
-93403625452938791,2155935,8885,805,0,23,0,41,0,194,0,0,2,0,1,19,2,1,770,0,0,1,0,0,3,0,3,0,0,0,1066,146,0.211340206185567,0.5609756097560976,75,75
-12560129892467997,1761935,5856,106,5,17,3,441,2,295,0,0,2,0,0,12,1,0,74,0,0,0,1,1,3,0,3,0,0,0,871,147,1.494915254237288,0.03854875283446712,86,86
15958214230012980,2916433,10405,23,0,11,0,924,0,486,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1445,148,1.9012345679012346,0.011904761904761904,540,540
34252591837118376,372356,1143,100,0,30,13,12,12,13,1,0,2,0,2,0,3,0,84,0,0,2,0,0,1,1,0,0,0,0,184,149,0.9230769230769231,2.5,61,61
