primary_purchase_club,primary_purchase_single,primary_purchase_sth,secondary_purchase,secondary_sale,merch_purchase,percent_open,percent_click,CAMPAIGN_LOST,Totals
0,0,1,0,0,0,0.21428571428571427,0.3333333333333333,STNL to BP,68
0,0,2,0,1,0,1.6031746031746033,0.09900990099009901,BP to STH,231
0,0,1,0,0,0,0.07692307692307693,0.0,STNL to BP,30
0,0,2,0,1,0,0.5604395604395604,0.29411764705882354,STNL to BP,212
0,0,3,0,0,1,0.9919354838709677,0.14634146341463414,BP to STH,294
0,0,4,0,3,0,0.09523809523809523,0.0,STNL to BP,94
0,0,2,0,0,0,,,STNL to BP,8
0,0,4,0,0,1,1.8492063492063493,0.034334763948497854,STNL to BP,409
0,0,3,0,2,0,0.3333333333333333,0.03571428571428571,STNL to BP,124
0,0,2,0,0,0,0.35185185185185186,0.05263157894736842,STNL to BP,185
0,0,1,1,0,0,0.3125,0.0,BP to STH,50
0,0,2,0,5,0,1.5932203389830508,0.0,STNL to BP,160
0,0,1,0,1,0,,,STNL to BP,9
0,0,11,0,1,0,0.5,1.0,STNL to BP,34
0,0,1,0,1,0,0.4166666666666667,0.7,STNL to BP,94
0,0,2,0,0,0,,,STNL to BP,9
0,0,2,0,0,0,0.4528301886792453,0.0,STNL to BP,121
0,0,3,0,2,0,0.5363636363636364,0.01694915254237288,STNL to BP,247
0,0,3,0,0,0,0.2153846153846154,0.32142857142857145,STNL to BP,181
0,0,2,0,0,0,0.09090909090909091,0.1111111111111111,STNL to BP,204
0,0,2,0,0,0,0.5714285714285714,0.0,STNL to BP,69
0,0,2,0,0,0,0.17647058823529413,0.16666666666666666,STNL to BP,45
0,0,3,0,0,0,0.36507936507936506,0.34782608695652173,STNL to BP,99
0,0,3,0,0,0,1.0,0.043478260869565216,STNL to BP,137
0,0,3,0,5,1,0.1557377049180328,0.0,STNL to BP,153
0,0,2,0,0,0,0.1095890410958904,0.125,BP to STH,311
0,0,3,0,0,3,0.21714285714285714,0.21052631578947367,STNL to BP,359
0,0,1,0,1,0,0.5555555555555556,0.0,STNL to BP,24
0,0,1,0,4,0,1.6666666666666667,0.08333333333333333,STNL to BP,119
0,0,3,0,9,0,1.054054054054054,0.07692307692307693,STNL to BP,400
0,0,3,0,3,0,4.846153846153846,0.0,STNL to BP,161
0,0,3,0,0,0,0.6756756756756757,0.04,BP to STH,254
0,0,2,0,1,3,0.7375,0.3220338983050847,STNL to BP,303
0,0,10,0,0,0,1.4406779661016949,0.047058823529411764,STNL to BP,225
0,0,2,0,1,0,0.3783783783783784,0.6428571428571429,STNL to BP,69
0,0,9,0,3,0,0.5,0.07317073170731707,STNL to BP,147
0,0,3,0,1,0,1.1222222222222222,0.0,STNL to BP,268
0,0,2,0,1,0,0.9555555555555556,0.11627906976744186,STNL to BP,134
0,0,1,0,1,0,0.038461538461538464,0.0,BP to STH,128
0,0,2,0,2,0,2.980769230769231,0.05806451612903226,STNL to BP,389
0,0,2,0,0,0,0.5185185185185185,0.03571428571428571,STNL to BP,156
0,0,1,0,1,0,3.4864864864864864,0.046511627906976744,STNL to BP,219
0,0,2,0,10,0,0.39285714285714285,0.045454545454545456,STNL to BP,126
0,0,2,0,0,0,0.6790123456790124,0.09090909090909091,STNL to BP,147
0,1,3,0,0,0,1.0,0.16666666666666666,BP to STH,256
0,0,2,1,5,0,3.1538461538461537,0.07317073170731707,BP to STH,92
0,0,2,0,0,0,0.2826086956521739,0.0,STNL to BP,66
0,0,2,0,0,0,0.38461538461538464,0.08,STNL to BP,94
1,0,4,0,0,0,0.44776119402985076,0.06666666666666667,STNL to BP,204
0,0,2,0,1,0,0.6710526315789473,0.0,STNL to BP,135
0,0,2,0,0,0,1.0222222222222221,0.03260869565217391,STNL to BP,241
0,0,2,0,0,0,0.5436893203883495,0.19642857142857142,STNL to BP,234
0,0,1,0,1,0,0.0,,BP to STH,42
0,0,2,0,0,0,0.5813953488372093,0.0,STNL to BP,74
0,0,1,0,1,0,0.0,inf,BP to STH,57
1,0,2,0,0,0,0.13157894736842105,0.4,STNL to BP,72
0,0,1,1,1,0,0.05405405405405406,1.0,BP to STH,108
0,0,1,0,1,0,1.4722222222222223,0.05660377358490566,STNL to BP,130
