primary_purchase_club,primary_purchase_ga,primary_purchase_single,primary_purchase_sth,primary_purchase_suite,secondary_purchase,secondary_sale,merch_purchase,percent_open,percent_click,Totals
0,0,0,2,0,0,0,0,0.43902439024390244,0.12962962962962962,273
0,0,0,1,0,0,3,0,0.14285714285714285,0.8333333333333334,211
0,0,1,1,0,0,0,0,0.02702702702702703,2.0,430
0,0,0,1,0,0,6,0,0.16666666666666666,1.5,316
0,0,0,1,0,0,0,0,0.0975609756097561,1.25,248
0,0,0,2,0,1,2,3,0.12903225806451613,0.75,726
0,0,0,1,0,0,0,0,0.09876543209876543,0.5,109
0,0,1,2,0,1,3,0,0.2289156626506024,0.3157894736842105,712
0,0,0,1,0,0,7,0,13.46774193548387,0.033532934131736525,1033
0,0,0,1,0,0,1,0,0.11764705882352941,1.3,139
0,0,0,1,0,0,0,0,0.4358974358974359,0.47058823529411764,415
0,0,0,1,0,2,4,0,0.05,1.2,295
0,0,0,1,0,0,7,0,0.02127659574468085,0.0,189
0,0,0,1,0,1,1,0,1.1785714285714286,0.06060606060606061,223
0,0,0,2,0,0,2,0,0.10218978102189781,0.6428571428571429,416
0,0,0,2,0,0,14,0,1.2692307692307692,0.1696969696969697,645
0,0,0,3,0,0,5,3,1.0056179775280898,0.055865921787709494,690
0,0,0,1,0,0,0,0,0.0975609756097561,0.0,147
0,0,0,1,0,0,0,0,0.1917808219178082,1.0,207
1,0,0,1,0,0,3,0,2.716417910447761,0.005494505494505495,422
0,0,0,2,0,0,0,1,0.21476510067114093,0.078125,432
0,1,0,2,0,0,2,1,0.5537190082644629,0.16417910447761194,321
0,0,0,1,0,0,4,0,0.22033898305084745,0.15384615384615385,174
0,0,0,1,0,0,5,1,0.09411764705882353,1.125,281
0,0,1,2,0,0,5,2,0.08333333333333333,1.3529411764705883,510
0,0,0,2,0,0,8,1,0.5166666666666667,0.27956989247311825,420
6,0,5,2,3,0,1,57,2.9583333333333335,0.08714788732394366,4958
1,0,1,2,0,0,8,2,0.068,1.5294117647058822,479
0,0,0,2,0,0,8,0,0.3333333333333333,0.2391304347826087,228
0,0,0,2,0,0,11,0,0.3253968253968254,0.6097560975609756,426
0,0,0,2,0,0,17,0,0.7333333333333333,0.2727272727272727,180
0,0,0,1,0,0,5,0,0.14772727272727273,0.38461538461538464,186
0,0,0,1,0,0,0,0,0.9342105263157895,0.19718309859154928,466
0,0,0,1,0,0,1,0,,,25
0,0,1,2,0,0,0,0,1.8962962962962964,0.05859375,732
3,1,4,5,6,0,0,0,1.2798165137614679,0.08004778972520908,3410
0,0,0,1,0,0,3,0,1.9230769230769231,0.0,56
0,0,1,1,0,0,5,0,0.22330097087378642,0.9130434782608695,988
0,1,0,1,0,0,2,0,1.173913043478261,0.04938271604938271,422
0,0,0,2,0,0,13,0,0.14423076923076922,1.0,374
0,0,0,2,0,0,2,2,0.7318435754189944,0.13740458015267176,646
0,0,0,1,0,0,0,0,3.2941176470588234,0.23214285714285715,102
0,0,0,2,0,0,16,0,0.1,0.39285714285714285,677
1,0,0,1,0,0,5,1,1.3114754098360655,0.125,179
0,0,0,2,0,3,29,0,0.3105134474327628,0.2125984251968504,917
0,0,0,3,0,0,18,0,0.7518248175182481,0.07281553398058252,721
0,0,0,1,0,0,4,0,0.011363636363636364,1.0,111
0,0,3,2,0,0,0,0,0.3669724770642202,0.3,587
0,0,0,1,0,0,12,1,1.475,0.05084745762711865,128
0,0,0,1,0,0,7,0,1.088235294117647,0.12162162162162163,224
0,0,0,1,0,0,0,0,1.7674418604651163,0.039473684210526314,422
0,0,0,2,0,0,11,0,1.9781659388646289,0.09050772626931568,889
0,0,0,1,0,0,3,0,1.1428571428571428,0.3,145
0,0,0,1,0,0,2,0,0.4230769230769231,0.0,140
0,0,0,1,0,0,0,0,0.5434782608695652,0.2,212
0,0,0,2,0,0,1,0,1.0172413793103448,0.15254237288135594,176
0,0,0,2,0,0,5,2,0.171875,0.5454545454545454,765
0,0,1,1,0,0,2,0,0.9444444444444444,0.38235294117647056,182
0,0,0,2,0,0,6,2,0.8661417322834646,0.2,871
0,0,0,1,0,0,5,0,0.14285714285714285,0.0,123
0,0,0,1,0,0,3,0,0.07692307692307693,0.42857142857142855,166
0,0,0,1,0,0,3,0,0.02857142857142857,1.0,86
0,0,0,1,0,0,6,0,4.916666666666667,0.04406779661016949,725
0,0,0,1,0,1,2,0,1.0806451612903225,0.05970149253731343,244
0,0,0,1,0,0,4,0,0.054878048780487805,1.1111111111111112,202
0,0,0,2,0,0,0,0,0.15702479338842976,1.3157894736842106,322
0,0,0,2,0,0,1,0,0.937799043062201,0.09183673469387756,519
0,0,0,1,0,0,4,0,0.03571428571428571,1.0,127
0,0,0,2,0,0,0,0,0.4358974358974359,0.6323529411764706,293
0,0,0,1,0,1,6,0,0.4107142857142857,0.043478260869565216,212
0,0,0,1,0,0,0,0,0.24242424242424243,0.25,462
0,0,0,1,0,0,3,0,0.1797752808988764,0.375,215
0,0,1,2,0,0,5,0,0.4066666666666667,0.18032786885245902,605
1,0,0,1,0,0,1,0,0.06976744186046512,1.6666666666666667,184
0,1,0,2,0,0,17,0,0.7125,0.24561403508771928,340
1,0,0,2,0,0,17,0,0.08484848484848485,1.5714285714285714,599
0,0,1,1,0,0,2,0,0.1875,0.42857142857142855,449
1,0,0,2,0,0,6,0,0.24157303370786518,0.2558139534883721,388
0,0,0,1,0,0,13,0,0.0,,139
0,1,0,1,0,0,7,0,1.0296296296296297,0.02877697841726619,298
0,0,0,2,0,0,4,0,0.13432835820895522,1.2222222222222223,612
0,0,0,3,0,0,0,2,0.44,0.0,195
1,0,1,1,0,0,0,0,0.04375,0.8571428571428571,344
0,0,0,1,0,0,0,0,1.6,0.125,159
0,0,0,1,0,0,13,1,0.0821917808219178,2.0,293
0,0,0,1,0,0,1,0,0.013157894736842105,0.0,192
0,0,0,2,0,0,6,0,0.3746312684365782,0.25196850393700787,564
1,0,1,1,0,0,2,0,0.6239316239316239,0.3013698630136986,851
0,0,0,1,0,0,8,1,0.3216374269005848,0.2909090909090909,295
2,0,0,1,0,0,0,0,0.13636363636363635,2.111111111111111,269
0,0,0,1,0,0,8,0,0.1125,0.0,182
1,2,4,2,0,1,2,2,1.264,0.12974683544303797,1144
1,0,0,2,0,0,2,0,0.41304347826086957,0.24561403508771928,636
0,0,0,1,0,0,7,0,0.2857142857142857,0.3,60
0,0,0,1,0,0,7,0,0.2777777777777778,0.3333333333333333,91
0,0,0,2,0,0,18,0,0.2606060606060606,0.09302325581395349,1043
0,0,1,1,0,0,3,0,0.576,0.1111111111111111,310
