IS_ENGAGEMENT_ACTIVITY,LOB_SEAHAWKS,LOB_FGI,ACTIVITY_CODE_email_click,ACTIVITY_CODE_email_incoming_from_customer,ACTIVITY_CODE_email_open,ACTIVITY_CODE_email_outgoing_to_customer,ACTIVITY_CODE_email_send,ACTIVITY_CODE_email_sub,ACTIVITY_CODE_email_unsub,ACTIVITY_CODE_form_submission,ACTIVITY_CODE_forward_receipt,ACTIVITY_CODE_forward_received,ACTIVITY_CODE_forward_send,ACTIVITY_CODE_initial_creation,ACTIVITY_CODE_merch_purchase,ACTIVITY_CODE_page_view,ACTIVITY_CODE_phonecall_incoming_from_customer,ACTIVITY_CODE_phonecall_outgoing_to_customer,ACTIVITY_CODE_primary_purchase_club,ACTIVITY_CODE_primary_purchase_ga,ACTIVITY_CODE_primary_purchase_single,ACTIVITY_CODE_primary_purchase_sth,ACTIVITY_CODE_primary_purchase_suite,ACTIVITY_CODE_secondary_purchase,ACTIVITY_CODE_secondary_sale,ACTIVITY_CODE_survey_submission,ACTIVITY_CODE_text_incoming_from_customer,ACTIVITY_CODE_text_outgoing_to_customer
0.5238095238095238,0.43386243386243384,0.0,0.010582010582010581,0.0,0.09523809523809523,0.0,0.43386243386243384,0.005291005291005291,0.0,0.005291005291005291,0.0,0.0,0.0,0.021164021164021163,0.0,0.30158730158730157,0.0,0.0,0.0,0.0,0.010582010582010581,0.047619047619047616,0.0,0.005291005291005291,0.042328042328042326,0.0,0.0,0.0
0.7866868381240545,0.6550680786686838,0.0,0.0045385779122541605,0.0,0.11951588502269289,0.0,0.21331316187594554,0.0015128593040847202,0.0,0.0015128593040847202,0.0,0.01059001512859304,0.0,0.006051437216338881,0.0030257186081694403,0.6278366111951589,0.0,0.0,0.0,0.0,0.0015128593040847202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24493794905290658,0.024167210973220117,0.0,0.020248203788373612,0.0,0.19725669497060744,0.0,0.7550620509470934,0.0006531678641410843,0.0,0.0,0.0,0.0013063357282821686,0.0,0.002612671456564337,0.002612671456564337,0.016329196603527107,0.0,0.0,0.0006531678641410843,0.0,0.0,0.0,0.0,0.0006531678641410843,0.0,0.0,0.0,0.0
0.2897727272727273,0.03977272727272727,0.0,0.022727272727272728,0.0,0.20454545454545456,0.0,0.7102272727272727,0.005681818181818182,0.0,0.005681818181818182,0.0,0.0,0.0,0.017045454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42790697674418604,0.020930232558139535,0.0,0.011627906976744186,0.0,0.38372093023255816,0.0,0.5720930232558139,0.002325581395348837,0.0,0.002325581395348837,0.0,0.004651162790697674,0.0,0.009302325581395349,0.002325581395348837,0.0,0.0,0.0,0.002325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1111111111111111,0.002364066193853428,0.0,0.004728132387706856,0.0,0.09219858156028368,0.0,0.8888888888888888,0.002364066193853428,0.0,0.0,0.0,0.0,0.0,0.009456264775413711,0.0,0.0,0.0,0.0,0.0,0.0,0.002364066193853428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0888030888030888,0.003861003861003861,0.0,0.0,0.0,0.07335907335907337,0.0,0.9111969111969112,0.0,0.0,0.0,0.0,0.0,0.0,0.011583011583011582,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2751677852348993,0.013422818791946308,0.0,0.040268456375838924,0.0,0.18791946308724833,0.0,0.7248322147651006,0.006711409395973154,0.0,0.006711409395973154,0.0,0.0,0.0,0.020134228187919462,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.006711409395973154,0.0,0.0
0.14457831325301204,0.04216867469879518,0.0,0.0,0.0,0.08433734939759036,0.0,0.8554216867469879,0.006024096385542169,0.0,0.006024096385542169,0.0,0.012048192771084338,0.0,0.012048192771084338,0.006024096385542169,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4106280193236715,0.00966183574879227,0.0,0.0,0.0,0.3864734299516908,0.0,0.5893719806763285,0.0,0.0,0.004830917874396135,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.004830917874396135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
