"ACTIVITY_CODE_primary_purchase_club","ACTIVITY_CODE_primary_purchase_ga","ACTIVITY_CODE_primary_purchase_single","ACTIVITY_CODE_primary_purchase_sth","ACTIVITY_CODE_primary_purchase_suite","ACTIVITY_CODE_secondary_purchase","ACTIVITY_CODE_secondary_sale","ACTIVITY_CODE_merch_purchase","perc_open","perc_click","CONVERSION"
0,0,0,0,0,0,0,0,0.134020618556701,0.384615384615385,"0"
0,0,0,0,0,0,0,0,0.1,0,"0"
0,0,0,0,0,0,0,0,0.0714285714285714,0,"0"
0,0,0,0,0,0,0,0,0.230769230769231,0,"0"
0,0,0,0,0,0,0,0,0.088785046728972,0.0526315789473684,"0"
0,0,0,0,0,0,0,0,1.98214285714286,0.027027027027027,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0561224489795918,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,1.09411764705882,0.0967741935483871,"0"
0,0,0,0,0,0,0,0,0.0441176470588235,0,"0"
0,0,0,0,0,0,0,0,0.442622950819672,0,"0"
0,0,0,0,0,0,0,0,0.344262295081967,0,"0"
0,0,0,0,0,0,0,0,0.0277777777777778,0,"0"
0,0,0,0,0,0,0,0,0.0860215053763441,0.125,"0"
0,0,0,0,0,0,0,0,0.155172413793103,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.285714285714286,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0.0000582716624905308,0.0775862068965517,0,"0"
0,0,0,0,0,0,0,0,0.142857142857143,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0.000182615047479912,0,0.000182615047479912,0.0571428571428571,0,"0"
0,0,0,0,0,0,0,0,0.2,0,"0"
