ACTIVITY_CODE_primary_purchase_club,ACTIVITY_CODE_primary_purchase_ga,ACTIVITY_CODE_primary_purchase_single,ACTIVITY_CODE_primary_purchase_sth,ACTIVITY_CODE_primary_purchase_suite,ACTIVITY_CODE_secondary_purchase,ACTIVITY_CODE_secondary_sale,ACTIVITY_CODE_merch_purchase,perc_open,perc_click,Totals
0.001736111111111111,0.0,0.001736111111111111,0.0,0.0,0.0,0.0,0.0,0.20484581497797358,0.08602150537634409,576
0.0,0.0,0.0024390243902439024,0.0,0.0,0.0,0.0,0.0,0.31785714285714284,0.02247191011235955,410
0.0,0.0,0.003257328990228013,0.0,0.0,0.0,0.0,0.0,0.16996047430830039,0.13953488372093023,307
0.0008375209380234506,0.0,0.0,0.0,0.0,0.0,0.0,0.0016750418760469012,0.9516666666666667,0.005253940455341506,1194
0.002898550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14864864864864866,0.0,345
0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,1.6,56
0.0,0.0,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.23126338329764454,0.1388888888888889,606
0.0,0.0,0.004830917874396135,0.0,0.0,0.0,0.0,0.0,0.12,0.09523809523809523,414
0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6526946107784432,0.1651376146788991,300
0.002398081534772182,0.0,0.002398081534772182,0.0,0.0,0.0,0.0,0.0,0.5951417004048583,0.08843537414965986,417
0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.00425531914893617,0.03146067415730337,0.0,470
0.0055248618784530384,0.0,0.0,0.0,0.0,0.011049723756906077,0.0,0.0055248618784530384,0.1506849315068493,0.045454545454545456,181
0.0,0.0,0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.26877470355731226,0.17647058823529413,338
0.0028653295128939827,0.0,0.0028653295128939827,0.0,0.0,0.0028653295128939827,0.0,0.0,0.12714776632302405,0.24324324324324326,349
0.0,0.0,0.0015337423312883436,0.0,0.0,0.0015337423312883436,0.0015337423312883436,0.0,0.37636761487964987,0.046511627906976744,652
0.002551020408163265,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.04748603351955307,0.29411764705882354,392
0.0,0.0,0.005698005698005698,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,0.07142857142857142,351
0.0021645021645021645,0.0,0.0,0.0,0.0,0.0021645021645021645,0.0,0.0,0.5734265734265734,0.018292682926829267,462
0.0,0.0,0.002617801047120419,0.0,0.0,0.002617801047120419,0.0,0.0,0.366412213740458,0.0625,382
0.001949317738791423,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.0,0.1873479318734793,0.16883116883116883,513
0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,24
0.0020491803278688526,0.0,0.004098360655737705,0.0,0.0,0.0,0.0020491803278688526,0.022540983606557378,0.8143459915611815,0.15025906735751296,488
0.0015723270440251573,0.0,0.0,0.0,0.0,0.0,0.0,0.0015723270440251573,0.2727272727272727,0.15079365079365079,636
0.0025906735751295338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2755102040816326,0.06172839506172839,386
0.0008517887563884157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672508214676889,0.028688524590163935,1174
0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,0.39453125,0.07920792079207921,370
0.0010030090270812437,0.0,0.0010030090270812437,0.0,0.0,0.0020060180541624875,0.0,0.0,0.7836812144212524,0.06295399515738499,997
0.00041736227045075126,0.0,0.0,0.0025041736227045075,0.0,0.00041736227045075126,0.017946577629382305,0.0008347245409015025,0.2805538832028898,0.11802575107296137,2396
0.0004297378599054577,0.0,0.0,0.002578427159432746,0.0,0.0,0.01461108723678556,0.0,0.9276315789473685,0.03343465045592705,2327
0.0026246719160104987,0.0,0.0,0.0,0.0,0.010498687664041995,0.0,0.0026246719160104987,0.2109090909090909,0.017241379310344827,381
0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.08680555555555555,0.32,336
0.0018656716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3687002652519894,0.10071942446043165,536
0.0,0.0,0.0025906735751295338,0.0,0.0,0.0,0.0,0.0051813471502590676,0.2690909090909091,0.1891891891891892,386
0.0019569471624266144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17339667458432304,0.1506849315068493,511
0.0,0.0,0.002053388090349076,0.0,0.0,0.0,0.0,0.0,0.657439446366782,0.015789473684210527,487
0.0011299435028248588,0.0,0.0,0.0,0.0,0.0,0.0,0.00903954802259887,0.525,0.061224489795918366,885
0.0033003300330033004,0.0,0.0,0.0,0.0,0.0033003300330033004,0.0,0.0,0.10276679841897234,0.5,303
0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.1,303
0.001567398119122257,0.0,0.0,0.0,0.0,0.0,0.0,0.007836990595611285,0.1926070038910506,0.050505050505050504,638
0.0,0.0,0.0013831258644536654,0.0,0.0,0.0013831258644536654,0.0,0.0,1.8884297520661157,0.002188183807439825,723
0.0026246719160104987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3020833333333333,0.011494252873563218,381
0.0,0.001017293997965412,0.007121057985757884,0.0,0.0,0.002034587995930824,0.0,0.009155645981688708,0.1646090534979424,0.20833333333333334,983
