ACTIVITY_CODE_primary_purchase_club,ACTIVITY_CODE_primary_purchase_ga,ACTIVITY_CODE_primary_purchase_single,ACTIVITY_CODE_primary_purchase_sth,ACTIVITY_CODE_primary_purchase_suite,ACTIVITY_CODE_secondary_purchase,ACTIVITY_CODE_secondary_sale,ACTIVITY_CODE_merch_purchase,perc_open,perc_click,CAMPAIGN_LOST,Totals
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40384615384615385,0.09523809523809523,STNL to BP,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STNL to BP,37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,STNL to BP,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10869565217391305,0.0,STNL to BP,53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,BP to STH,79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,STNL to BP,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.33333333333333337,STNL to BP,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STNL to BP,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,STNL to BP,41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,STNL to BP,68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,STNL to BP,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.5,STNL to BP,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27272727272727276,0.0,STNL to BP,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716417910447761,0.02222222222222222,STNL to BP,114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,STNL to BP,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.666666666666667,0.0,STNL to BP,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STNL to BP,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STNL to BP,39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STNL to BP,43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003077870113881194,0.13333333333333333,0.16666666666666666,STNL to BP,57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,STNL to BP,38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.16666666666666669,STNL to BP,67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.5,STNL to BP,81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.08823529411764706,STNL to BP,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,STNL to BP,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,STNL to BP,34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952380952381,0.4,STNL to BP,30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,STNL to BP,34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29310344827586204,0.058823529411764705,STNL to BP,79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.3333333333333333,STNL to BP,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214285714285714,0.11111111111111112,STNL to BP,41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,STNL to BP,22
